match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_gender,stat_goalAssist,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_jerseyNumber,player_sofascoreId,stat_aerialWon,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_totalOffside,stat_challengeLost,stat_wonContest,stat_wasFouled,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_lastManTackle,stat_ownGoals
10411490,home,Inter,Samir Handanović,,,samir-handanovic,S. Handanović,G,193,1174,2949,EUR,458611200,G,1,1,False,True,50.0,41.0,20.0,11.0,37.0,41.0,4.0,9.0,2.0,6.0,2.0,3.0,90.0,61.0,6.6,9.0,0.0,0.0,0.00253833,0,0.2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Danilo D'Ambrosio,,,danilo-dambrosio,D. D'Ambrosio,D,180,548,107936,EUR,589766400,D,33,33,False,,59.0,54.0,8.0,6.0,39.0,40.0,15.0,19.0,2.0,4.0,,,90.0,63.0,6.7,7.0,0.0,0.0,0.0129413,0,,M,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Stefan de Vrij,,,stefan-de-vrij,S. de Vrij,D,188,5674,91046,EUR,697248000,D,6,6,False,,48.0,44.0,4.0,3.0,37.0,38.0,7.0,10.0,2.0,2.0,,,73.0,57.0,6.8,5.0,0.0,0.0,0.00260084,0,,M,,3.0,,2.0,,6,Stefandevrij,2.0,5.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,192,5573,126816,EUR,571449600,D,15,15,False,,65.0,61.0,6.0,2.0,50.0,51.0,11.0,15.0,1.0,6.0,,,90.0,76.0,6.5,7.0,0.0,0.0,0.0583133,0,,M,,4.0,,2.0,1.0,15,,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411490,home,Inter,Raoul Bellanova,,,raoul-bellanova,R. Bellanova,M,188,2480,826185,EUR,958521600,M,12,12,False,,37.0,31.0,7.0,5.0,16.0,20.0,15.0,19.0,,4.0,,,79.0,52.0,7.1,10.0,0.0,0.0,0.0105197,0,,M,,2.0,1.0,,,16,,,4.0,2.0,,2.0,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,
10411490,home,Inter,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,188,567,287057,EUR,765676800,M,5,5,False,,28.0,23.0,,,13.0,13.0,10.0,15.0,3.0,5.0,,,90.0,40.0,6.6,8.0,0.0,0.0,0.023397,0,,M,,3.0,1.0,2.0,,63,,,1.0,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,
10411490,home,Inter,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,181,13097,108800,EUR,721872000,M,77,77,False,,74.0,70.0,5.0,3.0,41.0,41.0,29.0,34.0,,9.0,,,90.0,90.0,7.1,12.0,0.0,0.0,0.0967334,0,,M,1.0,8.0,1.0,1.0,1.0,11,marcelo_brozovic,,5.0,2.0,1.0,3.0,3.0,1.0,2.0,,,1.0,,2.0,2.0,1.0,,,,,,,,,
10411490,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,178,8680,37151,EUR,601344000,M,22,22,False,,31.0,28.0,1.0,1.0,14.0,14.0,14.0,17.0,,3.0,,,61.0,38.0,6.7,6.0,0.0528,0.0,0.0704537,1,,M,1.0,4.0,2.0,1.0,1.0,22,micki_taryan,,1.0,,2.0,,,,1.0,,,2.0,,1.0,,,1.0,,,,,,,,
10411490,home,Inter,Federico Dimarco,,,federico-dimarco,F. Dimarco,M,174,15308,284361,EUR,879120000,M,32,32,False,,24.0,19.0,4.0,3.0,7.0,10.0,15.0,17.0,,3.0,,,61.0,37.0,7.4,5.0,0.0958,0.0,0.133959,1,,M,,,,,4.0,32,dimarco32,,1.0,,,,,3.0,,,1.0,,,1.0,,1.0,1.0,3.0,,,,,,,
10411490,home,Inter,Romelu Lukaku,,,romelu-lukaku,R. Lukaku,F,191,56823,78893,EUR,737251200,F,90,90,False,,22.0,16.0,1.0,1.0,8.0,9.0,9.0,14.0,1.0,,,,90.0,43.0,8.2,15.0,0.5267,1.2644,0.0845017,5,,M,,8.0,3.0,1.0,,9,RLukaku,3.0,6.0,1.0,,1.0,1.0,1.0,6.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,,,,
10411490,home,Inter,Joaquín Correa,,,joaquin-correa,J. Correa,F,188,5676,249929,EUR,776736000,F,11,11,False,,12.0,8.0,,,3.0,4.0,5.0,8.0,,1.0,,,45.0,17.0,6.2,6.0,0.1885,0.0,0.148765,1,,M,,7.0,1.0,2.0,1.0,30,tucocorrea,,,1.0,,,,,,,,3.0,,,1.0,,,,1.0,,,1.0,,,
10411490,home,Inter,Lautaro Martínez,,,lautaro-martinez,L. Martínez,F,175,122092,823984,EUR,872208000,F,10,10,True,,15.0,14.0,,,9.0,9.0,5.0,6.0,,4.0,,,45.0,19.0,7.2,2.0,0.4259,0.183,0.0127716,2,,M,,1.0,,,,10,LautaroM,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,
10411490,home,Inter,Robin Gosens,,,robin-gosens,R. Gosens,D,183,3165,377118,EUR,773366400,D,8,8,True,,14.0,13.0,1.0,,8.0,8.0,5.0,6.0,1.0,,,,29.0,16.0,6.1,1.0,0.0846,0.0,0.00504285,1,,M,,1.0,,,,21,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,
10411490,home,Inter,Kristjan Asllani,,,kristjan-asllani,K. Asllani,M,179,5914,996820,EUR,1015632000,M,14,14,True,,15.0,12.0,1.0,,6.0,6.0,6.0,9.0,,1.0,,,29.0,17.0,6.3,4.0,0.0,0.0,0.0422033,0,,M,,1.0,,,1.0,23,KristjanAsllani,,,1.0,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,190,15274,826188,EUR,923961600,D,95,95,True,,8.0,6.0,3.0,1.0,6.0,8.0,,,,2.0,,,17.0,8.0,6.1,2.0,0.0,0.0,8.339e-05,0,,M,,1.0,,,,95,alessandrobastoni,,,,,,,,,,,1.0,,,,,,,,,,,,,
10411490,home,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,182,3779,19352,EUR,628560000,D,36,36,True,,5.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,,,,,11.0,6.0,6.6,,0.0,0.0,0.147872,0,,M,,1.0,,,,36,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10411490,home,Inter,André Onana,,,andre-onana,A. Onana,G,190,53850,787498,EUR,828403200,G,24,24,True,,,,,,,,,,,,,,,,,,,0.0,,0,,M,,,,,,24,AndréOnana24,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Alex Cordaz,,,alex-cordaz,A. Cordaz,G,188,119,43872,EUR,410227200,G,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Mattia Zanotti,,,mattia-zanotti,M. Zanotti,D,177,531,1012175,EUR,1042243200,D,46,46,True,,,,,,,,,,,,,,,,,,,0.0,,0,,M,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,175,21290,363856,EUR,855273600,M,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,M,,,,,,23,nicolo_barella,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,189,15021,759520,EUR,829785600,D,2,2,True,,,,,,,,,,,,,,,,,,,0.0,,0,,M,,,,,,2,ddumfries2,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Hakan Çalhanoğlu,,,hakan-calhanoglu,H. Çalhanoğlu,M,178,32988,135700,EUR,760665600,M,20,20,True,,,,,,,,,,,,,,,,,,,0.0,,0,,M,,,,,,20,HÇalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,
10411490,home,Inter,Edin Džeko,,,edin-dzeko,E. Džeko,F,193,23224,14990,EUR,511401600,F,9,9,True,,,,,,,,,,,,,,,,,,,0.0,,0,,M,,,,,,10,EDzeko,,,,,,,,,,,,,,,,,,,,,,,,
10411490,away,Sassuolo,Andrea Consigli,,,andrea-consigli,A. Consigli,G,189,262,38618,EUR,538704000,G,47,47,False,True,26.0,21.0,9.0,4.0,21.0,25.0,,1.0,,12.0,,,90.0,37.0,5.4,6.0,0.0,0.0,0.00019546,0,-2.5526,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10411490,away,Sassuolo,Jeremy Toljan,,,jeremy-toljan,J. Toljan,D,182,343,149606,EUR,776304000,D,22,22,False,,40.0,38.0,2.0,1.0,15.0,16.0,24.0,26.0,,3.0,,,76.0,50.0,6.4,4.0,0.0,0.0,0.0370412,0,,M,,,1.0,,,22,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,
