match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_lastManTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_dispossessed,stat_clearanceOffLine,stat_goodHighClaim,stat_totalOffside,stat_hitWoodwork
11450053,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196.0,372,M,329081,EUR,657504000,G,1,1,False,28.0,18.0,11.0,1.0,17.0,17.0,1.0,11.0,2.0,5.0,3.0,4.0,1.0,90.0,37.0,7.2,10.0,0.00014261,0,-0.0209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450053,home,Antalyaspor,Erdoğan Yeşilyurt,,,erdogan-yesilyurt,E. Yeşilyurt,D,17,178.0,77,M,142541,EUR,752544000,D,17,17,False,29.0,22.0,7.0,5.0,14.0,18.0,10.0,15.0,4.0,1.0,,,,90.0,60.0,7.4,15.0,0.0209043,1,,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.2795,0.7023,,,,,,,,,,,,,,,,,,,,
11450053,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185.0,109,M,98276,EUR,585792000,D,89,89,False,48.0,41.0,8.0,3.0,32.0,32.0,9.0,16.0,5.0,2.0,,,,90.0,60.0,6.8,8.0,0.00531028,0,,,,1.0,3.0,3.0,,,,,3.0,1.0,,,True,1.0,2.0,2.0,,,,,,,,,,,,,,,,
11450053,home,Antalyaspor,Bahadır Öztürk,,,bahadir-ozturk,B. Öztürk,D,5,185.0,36,M,790783,EUR,812505600,D,3,3,False,47.0,47.0,1.0,1.0,37.0,37.0,10.0,10.0,6.0,,,,,90.0,61.0,7.3,,0.00288308,0,,,,1.0,2.0,5.0,1.0,,,1.0,,,,,,,,,2.0,3.0,4.0,,,,,,,,,,,,,
11450053,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177.0,69,M,43559,EUR,581990400,D,11,11,False,40.0,37.0,3.0,2.0,26.0,27.0,13.0,18.0,3.0,7.0,,,,90.0,58.0,6.7,9.0,0.125947,0,,5.0,2.0,2.0,6.0,2.0,1.0,,,1.0,2.0,1.0,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,
11450053,home,Antalyaspor,Jakub Kałuziński,,,jakub-kaluzinski,J. Kałuziński,M,18,185.0,896,M,1019026,EUR,1036022400,M,18,18,False,45.0,41.0,1.0,,30.0,30.0,11.0,16.0,2.0,1.0,,,,90.0,53.0,7.1,6.0,0.182337,0,,1.0,,,4.0,3.0,4.0,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,
11450053,home,Antalyaspor,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180.0,186,M,220155,EUR,732931200,M,22,22,False,20.0,15.0,,,3.0,5.0,12.0,16.0,1.0,4.0,,,,89.0,33.0,6.9,8.0,0.0429249,1,,1.0,,1.0,2.0,8.0,,,,2.0,2.0,1.0,0.0261,,,,,,3.0,,3.0,1.0,,,,1.0,,,,,,,,
11450053,home,Antalyaspor,Ramzi Safuri,,,ramzi-safuri,R. Safuri,M,8,184.0,208,M,186949,EUR,814233600,M,16,16,False,27.0,20.0,2.0,,9.0,11.0,11.0,17.0,,6.0,,,,80.0,34.0,6.9,10.0,0.0501645,2,,1.0,,,3.0,2.0,3.0,1.0,,,1.0,2.0,0.1284,0.0382,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,
11450053,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180.0,555,M,848385,EUR,864950400,M,8,8,False,22.0,16.0,1.0,1.0,6.0,8.0,10.0,14.0,1.0,4.0,,,,69.0,34.0,6.2,11.0,0.0142182,1,,,,,6.0,,2.0,,,,,2.0,0.0257,,,,,2.0,,,,2.0,,,,1.0,,,,,,,,
11450053,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179.0,231,M,229800,EUR,734400000,M,10,10,False,29.0,29.0,1.0,1.0,13.0,13.0,16.0,16.0,1.0,6.0,,,,80.0,38.0,6.8,3.0,0.107853,1,,,,,1.0,2.0,,,,1.0,,2.0,0.017,,,,,,,,1.0,2.0,2.0,,,,1.0,1.0,,,,,,
