match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_totalCross,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_errorLeadToAShot,stat_lastManTackle,stat_goals
13981571,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,22.0,16.0,8.0,2.0,0.0,16.0,18.0,4.0,1.0,3.0,1.0,1.0,90.0,26.0,5.8,6.0,5.652e-05,13.479956787593,3.0,10.08,5.25,0.0223,0,-1.2627,-0.01,-0.01,-0.23,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981571,home,Fiorentina,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,,847467,EUR,873936000,D,5,5,False,84.0,79.0,4.0,4.0,0.0,41.0,43.0,41.0,1.0,4.0,,,90.0,89.0,6.7,6.0,0.0442102,397.79619906886,39.0,305.235,33.39,,0,,0.38,0.28,-0.2,,38.0,1.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981571,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,False,71.0,61.0,7.0,2.0,0.0,37.0,38.0,33.0,9.0,5.0,,,90.0,85.0,6.6,11.0,0.00641583,158.58503514493,25.0,67.83,13.335,,0,,0.16,0.08,-0.25,,24.0,,1.0,,,1.0,1.0,3.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981571,home,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187,1115,M,,893998,EUR,924825600,D,6,6,False,26.0,20.0,3.0,2.0,0.0,9.0,10.0,16.0,3.0,1.0,,,61.0,39.0,6.6,9.0,0.00758673,65.697974760864,7.0,44.73,15.12,,2,,0.01,0.06,0.25,,11.0,5.0,6.0,1.0,1.0,,,4.0,4.0,,,,True,2.0,1.0,2.0,1.0,0.2539,-0.31,,,,,,,,,,,,,,,,,
13981571,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,M,2,2,False,33.0,29.0,4.0,2.0,0.0,7.0,7.0,26.0,1.0,3.0,,,87.0,67.0,6.9,20.0,0.167387,143.03129595648,15.0,77.385,21.0,,1,,0.39,0.0,-0.08,,22.0,1.0,7.0,8.0,,,1.0,,6.0,,,2.0,,10.0,,1.0,,0.0289,-0.08,2.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,
13981571,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183,2103,M,,548178,EUR,867542400,M,8,8,False,31.0,27.0,2.0,1.0,0.0,7.0,7.0,24.0,,1.0,,,61.0,39.0,6.6,4.0,0.132684,33.989219358873,7.0,4.515,6.3,,2,,0.33,-0.11,-0.14,,20.0,3.0,5.0,,,,,,3.0,1.0,1.0,,,,,1.0,,0.0839,-0.33,,2.0,,2.0,2.0,1.0,0.178,,,,,,,,,,
13981571,home,Fiorentina,Nicolò Fagioli,,,nicolo-fagioli,N. Fagioli,M,44,178,4280,M,nicolofagioli,901850,EUR,981936000,M,44,44,False,75.0,66.0,8.0,6.0,0.0,28.0,30.0,45.0,,7.0,,,87.0,104.0,7.1,24.0,0.21487,332.28425637159,35.0,171.57,22.89,,4,,0.52,0.26,-0.12,,38.0,,7.0,4.0,,1.0,,,3.0,1.0,1.0,1.0,,10.0,,1.0,,0.1419,-0.08,2.0,2.0,1.0,1.0,4.0,1.0,0.2532,2.0,2.0,2.0,,,,,,,
13981571,home,Fiorentina,Simon Sohm,,,simon-sohm,S. Sohm,M,23,188,941,M,,909991,EUR,986947200,M,7,7,False,21.0,17.0,2.0,1.0,0.0,4.0,4.0,17.0,1.0,1.0,,,69.0,29.0,6.2,6.0,0.0195384,67.044525768867,5.0,44.415,20.685,,2,,-0.21,0.13,-0.03,,13.0,3.0,4.0,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,0.0755,-0.21,,,,,1.0,,,,,1.0,,,,,,,
13981571,home,Fiorentina,Fabiano Parisi,,,fabiano-parisi,F. Parisi,D,65,178,788,M,,972886,EUR,973728000,M,65,65,False,40.0,36.0,3.0,2.0,0.0,12.0,13.0,27.0,2.0,7.0,,,90.0,77.0,8.0,14.0,0.216808,165.56600727635,15.0,44.73,22.155,,1,,0.43,0.26,0.17,,24.0,1.0,5.0,2.0,,1.0,,1.0,14.0,4.0,2.0,2.0,,5.0,,,,0.0881,-0.17,1.0,1.0,2.0,7.0,1.0,,,3.0,1.0,1.0,,,,,,,
13981571,home,Fiorentina,Albert Guðmundsson,,,albert-gudmundsson,A. Guðmundsson,F,10,178,3691,M,,804909,EUR,866332800,F,10,10,False,29.0,24.0,3.0,1.0,0.0,4.0,6.0,23.0,1.0,8.0,,,90.0,47.0,6.7,12.0,0.0835707,145.89338942143,12.0,82.215,20.58,,2,,0.14,0.53,0.22,,20.0,1.0,5.0,,,,3.0,,1.0,,,3.0,,4.0,,,,0.0957,-0.1,1.0,,,1.0,2.0,,,1.0,,2.0,1.0,,,,,,
