match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_wasFouled,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_challengeLost,stat_totalContest,stat_goalAssist,stat_accurateCross,stat_keyPass,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_lastManTackle,stat_wonContest,stat_shotOffTarget,stat_penaltyWon,player_sofascoreId,stat_penaltyMiss
10408471,home,Elche,Édgar Badía,,,edgar-badia,É. Badía,G,13,181,194,M,811557,EUR,697852800,G,13,13,False,22.0,16.0,14.0,8.0,9.0,11.0,7.0,11.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,90.0,36.0,7.2,7.0,0.0,0.0,0.00116424,0,1.5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408471,home,Elche,Josan,,,josan,Josan,M,17,175,169,M,808955,EUR,628646400,D,17,17,False,8.0,6.0,1.0,1.0,,,6.0,9.0,2.0,2.0,1.0,2.0,,,,,,,,,57.0,20.0,6.5,7.0,0.0,0.0,0.00332637,0,,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10408471,home,Elche,Helibelton Palacios,,,helibelton-palacios,H. Palacios,D,13,181,376,M,329597,EUR,739584000,D,14,14,False,22.0,19.0,,,17.0,19.0,2.0,3.0,2.0,1.0,4.0,,,1.0,,,,,,,76.0,28.0,6.7,3.0,0.0,0.0,0.00045525,0,,,2.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408471,home,Elche,Gonzalo Verdú,,,gonzalo-verdu,G. Verdú,D,,190,44,M,150910,EUR,593395200,D,5,5,False,37.0,30.0,8.0,4.0,26.0,27.0,4.0,10.0,6.0,1.0,1.0,,,,,,,,,,90.0,46.0,6.7,7.0,0.0891,0.0,0.00814695,1,,,1.0,3.0,,2.0,6.0,2.0,1.0,,,True,1.0,,,,,,,,,,,,,,,,
10408471,home,Elche,Pedro Bigas,,,pedro-bigas,P. Bigas,D,6,180,322,M,141832,EUR,635040000,D,6,6,False,58.0,40.0,13.0,4.0,26.0,34.0,14.0,24.0,3.0,6.0,5.0,,1.0,2.0,,,,,,,90.0,74.0,6.6,19.0,0.0295,0.0526,0.0130774,1,,,3.0,6.0,1.0,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,
10408471,home,Elche,Carlos Clerc,,,carlos-clerc,C. Clerc,D,18,182,71,M,192430,EUR,698630400,D,23,23,False,20.0,15.0,2.0,,11.0,11.0,4.0,10.0,3.0,1.0,4.0,1.0,,1.0,,,,,,,63.0,33.0,6.7,9.0,0.0,0.0,0.0042159,0,,1.0,1.0,6.0,,1.0,,,,4.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,
10408471,home,Elche,Raúl Guti,,,raul-guti,R. Guti,M,10,180,150,M,591740,EUR,851904000,M,8,8,False,17.0,13.0,1.0,,6.0,9.0,7.0,8.0,2.0,,2.0,1.0,,1.0,,,,,,,76.0,26.0,6.6,7.0,0.0,0.0,0.00328173,0,,,1.0,4.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408471,home,Elche,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,20,20,False,33.0,28.0,8.0,5.0,18.0,18.0,11.0,21.0,3.0,1.0,3.0,1.0,,,,,,,,,90.0,44.0,7.0,11.0,0.04,0.0,0.163877,1,,6.0,2.0,2.0,,,2.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,
10408471,home,Elche,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,21,21,False,39.0,32.0,3.0,,19.0,23.0,13.0,16.0,1.0,3.0,5.0,1.0,,,,,,,,,90.0,46.0,6.6,8.0,0.0,0.0,0.00750801,0,,,2.0,4.0,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,
10408471,home,Elche,Ezequiel Ponce,,,ezequiel-ponce,E. Ponce,F,10,178,775,M,356444,EUR,859593600,F,19,19,False,12.0,5.0,1.0,,1.0,1.0,4.0,11.0,8.0,1.0,2.0,,,2.0,,,,,,,57.0,22.0,6.9,11.0,0.0467,0.5359,0.00160969,1,,,2.0,3.0,3.0,,2.0,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,
10408471,home,Elche,Roger Martí,,,roger-marti,R. Martí,F,9,178,227,M,212074,EUR,662860800,F,18,18,False,16.0,15.0,1.0,1.0,7.0,7.0,9.0,10.0,6.0,1.0,2.0,2.0,,3.0,,,,,,,90.0,28.0,6.5,3.0,0.0,0.0,0.238543,0,,1.0,,6.0,,5.0,3.0,,,1.0,,,,,1.0,,,1.0,2.0,,1.0,2.0,,,,,,,
10408471,home,Elche,Pol Lirola,,,pol-lirola,P. Lirola,D,14,183,660,M,844480,EUR,871430400,D,24,24,True,7.0,5.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,2.0,3.0,1.0,,,,,,,,,33.0,17.0,7.0,6.0,0.0,0.0,0.0469355,0,,2.0,1.0,2.0,,,,,,1.0,,,,,,1.0,,1.0,2.0,,,,1.0,1.0,,,,,
10408471,home,Elche,Lucas Boyé,,,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,9,9,True,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,4.0,3.0,3.6,1.0,0.0,0.0,0.0,0,,,,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,,
10408471,home,Elche,Nicolás Fernández,,,nicolas-fernandez,N. Fernández,M,7,172,663,M,962411,EUR,947548800,D,22,22,True,6.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,,,1.0,,,,,,,,,,27.0,8.0,6.3,4.0,0.0,0.0,0.00284625,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408471,home,Elche,Pere Milla,,,pere-milla,P. Milla,M,11,179,867,M,175185,EUR,717206400,F,10,10,True,5.0,3.0,,,1.0,1.0,2.0,4.0,,,1.0,,,,,,,,,,14.0,10.0,7.0,2.0,0.2934,0.0,0.00058278,2,,,2.0,4.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,
