match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,captain,player_firstName,player_lastName,stat_punches
10408267,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,31.0,25.0,7.0,1.0,25.0,28.0,3.0,1.0,1.0,12.0,1.0,1.0,5.0,90.0,49.0,7.3,6.0,0.0,0.0,7.305e-05,0,-0.3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408267,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,72.0,59.0,7.0,5.0,26.0,30.0,43.0,,1.0,4.0,,,,90.0,91.0,6.3,17.0,0.2518,0.0,0.0384346,1,,33.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
10408267,home,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,nachofdez90,69404,EUR,632620800,D,6,6,False,75.0,71.0,6.0,4.0,46.0,49.0,26.0,2.0,3.0,10.0,,,,90.0,79.0,6.9,4.0,0.0,0.0,0.0122117,0,,25.0,,2.0,,,,,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10408267,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,50.0,43.0,3.0,,37.0,39.0,11.0,2.0,2.0,11.0,,,,90.0,56.0,6.4,8.0,0.0,0.0,0.00386593,0,,6.0,,2.0,,1.0,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,
10408267,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,49.0,44.0,7.0,4.0,25.0,28.0,23.0,1.0,3.0,5.0,,,,83.0,71.0,7.1,10.0,0.0971,0.0,0.0214889,3,,19.0,2.0,5.0,,2.0,1.0,,,3.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10408267,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,78.0,72.0,3.0,2.0,33.0,37.0,41.0,1.0,10.0,8.0,,,,90.0,95.0,7.1,8.0,0.0341,0.0,0.0768745,1,,39.0,,8.0,2.0,2.0,1.0,1.0,,1.0,1.0,,3.0,,1.0,1.0,,3.0,2.0,1.0,5.0,,,,,,,,,,
10408267,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,40.0,39.0,1.0,1.0,11.0,12.0,30.0,3.0,3.0,2.0,,,,63.0,49.0,7.4,5.0,0.0708,0.0,0.356002,1,,28.0,2.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,
10408267,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,61.0,57.0,4.0,3.0,12.0,13.0,51.0,,2.0,2.0,,,,71.0,76.0,6.6,13.0,0.0,0.0,0.435333,0,,46.0,3.0,10.0,2.0,2.0,4.0,1.0,,,,2.0,2.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,
10408267,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,100.0,96.0,6.0,3.0,41.0,42.0,61.0,1.0,13.0,4.0,,,,90.0,127.0,7.6,13.0,0.0233,0.0,0.179324,1,,56.0,3.0,6.0,2.0,1.0,4.0,3.0,,,1.0,3.0,2.0,,2.0,,3.0,5.0,2.0,,4.0,,,1.0,1.0,,,,,,
10408267,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,M,21,21,False,56.0,51.0,,,17.0,17.0,41.0,1.0,8.0,7.0,,,,90.0,81.0,7.6,13.0,0.0919,0.3242,0.256366,2,,35.0,2.0,5.0,,,10.0,5.0,1.0,1.0,1.0,2.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,
