match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_errorLeadToAShot,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_lastManTackle,stat_ownGoals,stat_punches,stat_accurateKeeperSweeper
14065698,home,Nice,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,80,80,False,20.0,17.0,5.0,2.0,0.0,17.0,19.0,1.0,7.0,2.0,6.0,7.0,90.0,31.0,8.7,3.0,9.374e-05,0.8921,0,1.0148,0.02,0.07,-0.05,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065698,home,Nice,Antoine Mendy,,,mendy-antoine,A. Mendy,D,5,186,6281,M,1120615,EUR,1085529600,D,33,33,False,83.0,74.0,6.0,4.0,0.0,44.0,48.0,35.0,8.0,,,,90.0,101.0,8.1,11.0,0.0243215,,0,,0.28,0.23,-0.04,,30.0,8.0,1.0,12.0,1.0,8.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065698,home,Nice,Abdulay Juma Bah,,,abdulay-juma-bah,A. J. Bah,D,28,195,5965,M,1606792,EUR,1144713600,D,28,28,False,69.0,61.0,5.0,,0.0,40.0,43.0,26.0,5.0,,,,90.0,77.0,7.0,8.0,0.00884414,,0,,0.23,0.2,-0.01,,21.0,6.0,4.0,7.0,,4.0,1.0,1.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065698,home,Nice,Kojo Peprah Oppong,,,peprah-oppong-kojo,K. P. Oppong,D,37,185,1391,M,1473092,EUR,1086307200,D,37,37,False,52.0,49.0,1.0,1.0,0.0,18.0,19.0,33.0,2.0,,,,90.0,62.0,6.6,3.0,0.0135543,,0,,0.13,0.17,-0.11,,31.0,2.0,5.0,4.0,,2.0,2.0,1.0,,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14065698,home,Nice,Tom Louchet,,,tom-louchet,T. Louchet,M,20,176,395,M,1127313,EUR,1052006400,M,20,20,False,41.0,33.0,5.0,5.0,2.0,14.0,15.0,26.0,4.0,,,,89.0,62.0,9.1,12.0,0.393048,,2,,0.81,-0.05,0.14,,19.0,2.0,3.0,5.0,2.0,4.0,1.0,,,2.0,1.0,1.0,2.0,,5.0,4.0,1.0,3.0,2.0,0.0385,-0.29,,,,,,,,,,,,,,,,,,
14065698,home,Nice,Hicham Boudaoui,,,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,6,6,False,42.0,37.0,3.0,1.0,0.0,16.0,17.0,25.0,3.0,,,,90.0,61.0,6.5,13.0,0.106829,,2,,0.27,0.43,-0.06,,21.0,,7.0,4.0,,,1.0,1.0,2.0,2.0,1.0,,,2.0,2.0,2.0,1.0,,,0.2286,-0.56,hicham_boudaoui,4.0,1.0,1.0,1.0,1.0,1.0,0.0309,,,,,,,,,,
14065698,home,Nice,Salis Abdul Samed,,,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,99,99,False,26.0,25.0,,,0.0,15.0,15.0,11.0,1.0,,,,63.0,31.0,6.5,3.0,0.00476121,,0,,0.01,0.18,-0.03,,10.0,1.0,2.0,2.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14065698,home,Nice,Melvin Bard,,,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,M,26,26,False,38.0,34.0,3.0,2.0,0.0,17.0,18.0,20.0,3.0,,,,90.0,67.0,6.8,15.0,0.0540988,,1,,0.25,0.19,-0.11,,17.0,2.0,8.0,6.0,,3.0,,,3.0,3.0,2.0,,,3.0,,5.0,1.0,,,0.0461,-0.1,,4.0,1.0,1.0,,1.0,,0.0342,True,1.0,,,,,,,,
14065698,home,Nice,Isak Jansson,,,isak-jansson,I. Jansson,F,21,176,322,M,962064,EUR,1012435200,F,21,21,False,10.0,6.0,,,0.0,2.0,4.0,6.0,3.0,,,,63.0,28.0,6.3,8.0,0.00300583,,2,,-0.07,0.21,-0.15,,4.0,1.0,7.0,5.0,3.0,,1.0,,2.0,3.0,1.0,,3.0,1.0,,,,,1.0,0.1705,-0.27,,2.0,,,,1.0,,0.0266,,,,,,,,,,
14065698,home,Nice,Jérémie Boga,,,jeremie-boga,J. Boga,F,13,172,4912,M,367056,EUR,852249600,F,7,7,False,25.0,20.0,,,0.0,5.0,7.0,18.0,1.0,,,,73.0,38.0,7.8,11.0,0.202528,,1,,0.22,0.25,-0.01,,15.0,,3.0,3.0,,,,,1.0,1.0,,,,,3.0,4.0,2.0,1.0,,0.2129,0.52,jeremieboga,1.0,4.0,2.0,,1.0,,0.9309,,,1.0,,,,,,,
