match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_interceptionWon,stat_totalContest,stat_fouls,stat_keyPass,stat_totalCross,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAShot,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork
12420998,home,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,False,22.0,22.0,4.0,4.0,0.0,20.0,20.0,2.0,2.0,8.0,4.0,5.0,90.0,31.0,7.5,0.00116423,0,1.3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420998,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,94.0,89.0,4.0,1.0,0.0,55.0,55.0,34.0,39.0,3.0,,,90.0,102.0,6.8,0.0166226,0,,True,2.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
12420998,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,6,6,False,98.0,89.0,12.0,5.0,0.0,57.0,59.0,32.0,39.0,5.0,,,90.0,108.0,7.3,0.0132577,0,,,1.0,2.0,1.0,3.0,,2.0,3.0,1.0,1.0,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12420998,home,KRC Genk,Josue Ndenge Kongolo,,,josue-ndenge-kongolo,J. N. Kongolo,D,44,184,312,M,1396029,EUR,1144886400,D,44,44,False,52.0,46.0,6.0,3.0,0.0,26.0,27.0,20.0,25.0,7.0,,,64.0,65.0,6.8,0.0116636,0,,,,,3.0,3.0,,3.0,,3.0,3.0,,8.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12420998,home,KRC Genk,Ken Nkuba,,,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,M,27,27,False,25.0,21.0,1.0,,0.0,13.0,17.0,8.0,11.0,2.0,,,63.0,40.0,5.9,0.0112079,2,,,,1.0,4.0,2.0,1.0,1.0,,,,2.0,11.0,,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.1609,,,,,,,,,,,,,
12420998,home,KRC Genk,Nikolas Sattlberger,,,sattlberger-nikolas,N. Sattlberger,M,24,191,235,M,1086072,EUR,1074384000,M,24,24,False,27.0,26.0,2.0,1.0,0.0,13.0,13.0,13.0,14.0,1.0,,,64.0,33.0,6.2,0.00866151,0,,,2.0,,7.0,1.0,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12420998,home,KRC Genk,Patrik Hrošovský,,,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,False,38.0,32.0,2.0,1.0,0.0,16.0,17.0,16.0,21.0,2.0,,,90.0,50.0,7.2,0.0204115,2,,,1.0,2.0,7.0,6.0,1.0,1.0,,1.0,1.0,1.0,11.0,,2.0,1.0,1.0,,2.0,,1.0,,0.0631,4.0,1.0,1.0,1.0,0.3326,,,,,,,,
12420998,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,M,18,18,False,44.0,40.0,2.0,,0.0,10.0,12.0,32.0,36.0,3.0,,,90.0,68.0,6.7,0.118249,0,,,1.0,,5.0,4.0,1.0,1.0,,3.0,2.0,1.0,9.0,,1.0,1.0,1.0,4.0,1.0,,,,,2.0,,,,,joriskayembe23,2.0,1.0,,,,,
12420998,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,23,23,False,42.0,31.0,10.0,6.0,1.0,14.0,16.0,18.0,31.0,1.0,,,89.0,56.0,7.8,0.351971,2,,,1.0,,3.0,,,,,,,3.0,20.0,,,,2.0,5.0,,1.0,,,1.2135,2.0,2.0,1.0,,1.0496,,1.0,,1.0,,,,
12420998,home,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,12.0,6.0,1.0,,0.0,2.0,4.0,4.0,8.0,4.0,,,90.0,27.0,8.0,0.00914186,6,,,1.0,4.0,2.0,6.0,,2.0,,2.0,1.0,1.0,8.0,,,,1.0,,,,4.0,,0.9031,1.0,2.0,1.0,,1.3275,,,2.0,,,,,
