match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_sofascoreId,stat_outfielderBlock,player_firstName,player_lastName,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_wonContest,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_punches,stat_bigChanceCreated,stat_totalOffside,stat_goals
12764384,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,48.0,30.0,25.0,8.0,0.0,24.0,34.0,6.0,14.0,4.0,12.0,1.0,6.0,8.0,1.0,1.0,90.0,67.0,8.3,18.0,0.00560623,0,0.2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764384,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,744,M,996940,EUR,1061164800,D,8,8,False,61.0,55.0,3.0,3.0,0.0,34.0,38.0,21.0,24.0,4.0,6.0,,,,,,90.0,89.0,7.0,11.0,0.0118326,0,,1.0,2.0,1.0,8.0,7.0,1.0,1.0,3.0,3.0,6.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764384,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8858,M,1014288,EUR,989712000,D,2,2,False,55.0,47.0,4.0,1.0,0.0,39.0,45.0,8.0,10.0,6.0,6.0,,,,,,87.0,73.0,7.0,9.0,0.00218617,0,,,2.0,,4.0,10.0,1.0,,1.0,,8.0,2.0,2.0,,meeshilgerss,1.0,,,,,,,,,,,,,,,,,,
12764384,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,37.0,33.0,2.0,1.0,0.0,26.0,27.0,7.0,10.0,2.0,3.0,,,,,,45.0,43.0,6.3,6.0,0.00200323,1,,,,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,Max Bruns,,1.0,1.0,1.0,0.1085,,,,,,,,,,,,
12764384,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6700,M,961684,EUR,1011312000,D,34,34,False,51.0,43.0,5.0,1.0,0.0,27.0,32.0,16.0,20.0,2.0,5.0,,,,,,90.0,76.0,6.9,12.0,0.202902,3,,1.0,,1.0,4.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,,,,,3.0,,1.0,0.0683,2.0,1.0,,,,,,,,,,
12764384,home,FC Twente,Gijs Besselink,besselink-gijs,G. Besselink,M,6,180,105,M,1440801,EUR,1087344000,M,41,41,False,25.0,19.0,1.0,,0.0,11.0,14.0,8.0,13.0,2.0,2.0,,,,,,45.0,36.0,6.6,11.0,0.00584145,0,,2.0,2.0,1.0,3.0,5.0,,1.0,,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,
12764384,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,422,M,798181,EUR,865209600,M,18,18,False,63.0,55.0,7.0,4.0,0.0,32.0,35.0,25.0,37.0,1.0,7.0,,,,,,90.0,89.0,7.6,18.0,0.250854,0,,9.0,1.0,,3.0,8.0,,1.0,5.0,1.0,4.0,1.0,,,,1.0,,,,,1.0,,4.0,2.0,2.0,,,,,,,,,
12764384,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,10.0,4.0,3.0,1.0,0.0,1.0,3.0,4.0,8.0,3.0,1.0,,,,,,45.0,27.0,6.0,12.0,0.0684995,1,,1.0,1.0,1.0,10.0,5.0,1.0,4.0,3.0,,2.0,,1.0,2.0,,,,,,,,0.1044,1.0,1.0,1.0,1.0,1.0,0.207,,,,,,
12764384,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3409,M,944467,EUR,1005523200,M,14,14,False,20.0,12.0,1.0,,0.0,7.0,8.0,5.0,12.0,1.0,2.0,,,,,,74.0,30.0,6.8,11.0,0.00494506,2,,,2.0,,4.0,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,1.0,,2.0,0.1396,,,,,1.0,0.176,,,,,,
12764384,home,FC Twente,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,247,M,827662,EUR,935712000,M,7,7,False,25.0,21.0,1.0,,0.0,11.0,11.0,11.0,20.0,,4.0,,,,,,90.0,46.0,6.6,16.0,0.102044,2,,6.0,1.0,,5.0,3.0,,,4.0,,1.0,1.0,,2.0,,,,,,,2.0,0.1226,2.0,1.0,1.0,,,,2.0,,,,,
