match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_shotValueNormalized,captain,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_penaltyWon,stat_penaltyMiss
14426937,home,Cardiff City,Matthew Turner,,,matthew-turner,M. Turner,G,41,194.0,27,M,1461535,EUR,1017187200.0,G,41,41,False,52.0,35.0,23.0,8.0,0.0,32.0,41.0,3.0,11.0,1.0,13.0,3.0,1.0,1.0,4.0,90.0,64.0,7.8,17.0,0.6199,0,-0.02,0.02,0.26,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14426937,home,Cardiff City,Perry Ng,,,perry-ng,P. Ng,D,38,180.0,161,M,582190,EUR,830563200.0,D,38,38,False,26.0,21.0,2.0,2.0,0.0,12.0,15.0,9.0,11.0,,,,,,,65.0,49.0,7.2,8.0,,0,0.44,0.13,0.13,,1.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14426937,home,Cardiff City,Dylan Lawlor,,,dylan-lawlor,D. Lawlor,D,48,188.0,193,M,1424627,EUR,1136073600.0,D,48,48,False,51.0,45.0,10.0,7.0,0.0,29.0,30.0,16.0,21.0,1.0,3.0,,,,,90.0,64.0,7.3,11.0,,1,0.32,0.12,0.2,,1.0,,5.0,2.0,,,,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-0.15,,,,,,,,,,,,,,,,
14426937,home,Cardiff City,Calum Chambers,,,calum-chambers,C. Chambers,D,12,183.0,600,M,227942,EUR,790560000.0,D,12,12,False,67.0,54.0,10.0,5.0,0.0,43.0,49.0,11.0,18.0,1.0,5.0,,,,,90.0,73.0,8.0,15.0,,1,0.4,0.24,-0.38,,,3.0,2.0,4.0,,,1.0,,1.0,,2.0,,,,,,,0.51,True,1.0,1.0,1.0,1.0,,,,,,,,,,,
14426937,home,Cardiff City,Joel Bagan,,,joel-bagan,J. Bagan,D,3,183.0,112,M,1018684,EUR,999475200.0,D,3,3,False,34.0,27.0,5.0,3.0,0.0,15.0,18.0,12.0,16.0,1.0,4.0,,,,,65.0,45.0,7.3,11.0,,0,0.22,0.26,0.25,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
14426937,home,Cardiff City,Joel Colwill,Joel,Colwill,colwill-joel,J. Colwill,M,27,178.0,118,M,1388529,EUR,1098835200.0,M,27,27,False,27.0,27.0,1.0,1.0,0.0,19.0,19.0,8.0,8.0,3.0,2.0,,,,,90.0,54.0,8.2,6.0,,5,0.13,0.62,0.25,,,1.0,7.0,8.0,2.0,,4.0,1.0,2.0,3.0,1.0,2.0,2.0,,,,1.0,0.39,,,2.0,1.0,,3.0,1.0,,,,,,,,,
14426937,home,Cardiff City,Dakarai Mafico,,,dakarai-mafico,D. Mafico,M,28,,47,M,1424651,EUR,1165449600.0,M,28,28,False,40.0,35.0,4.0,4.0,1.0,20.0,24.0,15.0,16.0,1.0,2.0,,,,,90.0,53.0,7.2,8.0,,0,0.0,0.07,0.27,,,,3.0,5.0,2.0,1.0,2.0,2.0,,2.0,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
14426937,home,Cardiff City,Tanatswa Nyakuhwa,,,tanatswa-nyakuhwa,T. Nyakuhwa,F,33,,80,M,1159600,EUR,1126915200.0,M,29,29,False,16.0,16.0,,,0.0,8.0,8.0,8.0,8.0,,3.0,,,,,90.0,32.0,7.1,9.0,,3,0.94,0.29,-0.01,,,1.0,6.0,2.0,1.0,,,,5.0,1.0,2.0,,3.0,1.0,1.0,,,-0.83,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,
14426937,home,Cardiff City,Callum Robinson,,,callum-robinson,C. Robinson,F,47,178.0,376,M,190851,EUR,791683200.0,M,47,47,False,16.0,12.0,3.0,1.0,0.0,7.0,7.0,5.0,9.0,,4.0,,,,,45.0,24.0,6.6,6.0,,1,0.13,-0.01,0.0,,,,2.0,2.0,3.0,1.0,,,,1.0,,,,,,,,-0.36,,,,,,1.0,2.0,,,,,,,,,
14426937,home,Cardiff City,Isaak Davies,,,isaak-davies,I. Davies,F,39,175.0,111,M,1005908,EUR,1001376000.0,M,39,39,False,8.0,7.0,1.0,,1.0,4.0,5.0,3.0,3.0,,1.0,,,,,45.0,19.0,8.5,5.0,,3,0.36,0.3,-0.04,,2.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,,,0.53,,3.0,1.0,1.0,,,2.0,1.0,,,,,,,,
