match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonContest,player_sofascoreId,stat_accurateCross,stat_outfielderBlock,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_lastManTackle,stat_penaltyConceded
14572628,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189.0,4533,M,793986,EUR,935712000,G,99,99,False,36.0,23.0,21.0,8.0,0.0,17.0,17.0,6.0,19.0,8.0,1.0,90.0,44.0,6.1,13.0,0.00553038,1.0,0,-1.271,0.05,0.04,-0.18,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572628,home,Roma,Jan Ziółkowski,jan-ziolkowski,J. Ziółkowski,D,24,194.0,4010,M,1499991,EUR,1117929600,D,24,24,False,16.0,15.0,,,0.0,13.0,13.0,2.0,3.0,3.0,,30.0,22.0,6.4,2.0,0.00154791,,0,,-0.01,0.03,-0.33,,Jan Ziólkowski,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572628,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190.0,4065,M,611210,EUR,829699200,D,23,23,False,49.0,39.0,8.0,4.0,0.0,27.0,28.0,12.0,21.0,5.0,,90.0,62.0,6.1,13.0,0.0463017,,2,,0.01,0.07,-0.37,,,6.0,8.0,1.0,,,1.0,2.0,True,1.0,4.0,7.0,1.0,1.0,1.0,3.0,2.0,0.1294,-0.51,,,,,,,,,,,,,,,,,,,
14572628,home,Roma,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184.0,2636,M,353130,EUR,803433600,D,22,22,False,52.0,44.0,2.0,1.0,0.0,28.0,35.0,16.0,17.0,1.0,,90.0,66.0,6.7,12.0,0.0183442,,1,,0.07,0.02,-0.28,,,5.0,7.0,6.0,2.0,2.0,2.0,,,1.0,,1.0,,,,,,0.0184,-0.11,,1.0,1.0,0.0501,,,,,,,,,,,,,,,
14572628,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180.0,2952,M,893008,EUR,856137600,M,19,19,False,31.0,27.0,5.0,2.0,0.0,13.0,13.0,14.0,18.0,3.0,,67.0,44.0,6.5,11.0,0.0157885,,0,,-0.1,0.09,-0.1,,,2.0,3.0,1.0,,,,1.0,,3.0,,3.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
14572628,home,Roma,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186.0,16268,M,1128530,EUR,994032000,M,8,8,False,62.0,60.0,1.0,1.0,0.0,27.0,27.0,33.0,35.0,7.0,,90.0,78.0,7.1,2.0,0.0302106,,0,,0.27,0.09,-0.06,,Neil,,8.0,1.0,4.0,3.0,,3.0,,,3.0,6.0,,,,2.0,2.0,,,El Aynaoui,1.0,,,1.0,1.0,,,,,,,,,,,,,
14572628,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186.0,6978,M,974087,EUR,990057600,M,17,17,False,21.0,18.0,,,0.0,9.0,9.0,9.0,12.0,3.0,,45.0,31.0,6.6,5.0,0.0271578,,1,,0.23,0.11,-0.13,,,2.0,4.0,,1.0,1.0,,,,,2.0,4.0,1.0,,1.0,1.0,1.0,0.0227,-0.05,,2.0,,,,1.0,,,,,,,,,,,,,
14572628,home,Roma,Wesley,wesley-franca,Wesley,D,43,178.0,26920,M,1134200,EUR,1062806400,M,43,43,False,37.0,32.0,2.0,2.0,0.0,8.0,10.0,24.0,27.0,5.0,,90.0,79.0,8.3,16.0,0.267331,3.0,1,,0.45,0.38,0.3,,,,10.0,3.0,5.0,4.0,3.0,5.0,,7.0,,1.0,1.0,,,1.0,1.0,0.0281,-0.11,,,1.0,0.1678,,,WesleyFranca03,1.0,1.0,,,,,,,,,,
14572628,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177.0,117206,M,256219,EUR,753321600,F,21,21,False,58.0,45.0,5.0,3.0,0.0,10.0,13.0,35.0,45.0,3.0,,90.0,93.0,8.8,28.0,0.8179,6.0,2,,0.92,0.33,-0.02,,,,7.0,,1.0,1.0,1.0,2.0,,12.0,,6.0,4.0,,1.0,,,0.8484,0.32,,6.0,1.0,0.7514,,4.0,LaJoya,4.0,,2.0,1.0,,,,,,,,
14572628,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182.0,12547,M,1082406,EUR,1050364800,F,18,18,False,36.0,32.0,1.0,1.0,0.0,8.0,9.0,24.0,27.0,2.0,,74.0,57.0,6.8,11.0,0.177184,1.0,4,,0.41,0.24,0.15,,,,3.0,,1.0,,2.0,1.0,,2.0,,3.0,,3.0,,,,0.4702,-0.73,,4.0,1.0,0.4197,,1.0,matiassoule11,,,,,1.0,,,,,,,
