match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_interceptionWon,stat_totalOffside,stat_errorLeadToAShot,stat_punches,stat_lastManTackle,stat_errorLeadToAGoal,stat_blockedScoringAttempt
12624403,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000.0,G,16,16,False,44.0,33.0,17.0,7.0,0.0,28.0,30.0,5.0,14.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,47.0,7.2,11.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624403,home,Al-Ahli,Mohammed Sulaiman,,,sulaiman-mohammed,M. Sulaiman,D,5,180.0,243,M,,1854314,EUR,1081382400.0,D,5,5,False,21.0,18.0,2.0,2.0,0.0,14.0,14.0,5.0,8.0,,3.0,4.0,,,,,90.0,45.0,8.3,8.0,1.0,1,1.0,1.0,2.0,3.0,5.0,11.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,
12624403,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000.0,D,28,28,False,39.0,35.0,6.0,5.0,0.0,24.0,25.0,11.0,14.0,,,1.0,,,,,90.0,45.0,7.6,5.0,,0,,,,,1.0,4.0,,1.0,1.0,,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,
12624403,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200.0,D,3,3,False,48.0,40.0,5.0,1.0,0.0,30.0,31.0,10.0,17.0,,3.0,3.0,,,,,88.0,60.0,6.6,9.0,,1,,,,2.0,5.0,7.0,1.0,,,,,1.0,1.0,,4.0,4.0,,,,1.0,1.0,,,,,,,,
12624403,home,Al-Ahli,Matteo Dams,Matteo Dams,,matteo-dams,M. Dams,D,32,184.0,819,M,,1162305,EUR,1078790400.0,D,32,32,False,14.0,12.0,1.0,1.0,0.0,6.0,6.0,6.0,9.0,,2.0,,,,,,38.0,21.0,6.8,3.0,,0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12624403,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600.0,M,79,79,False,48.0,41.0,9.0,3.0,0.0,24.0,24.0,17.0,24.0,,2.0,6.0,,,,,90.0,55.0,7.0,8.0,,0,,,,1.0,2.0,4.0,,,,,,2.0,2.0,1.0,1.0,2.0,,,,,,True,,,,,,,
12624403,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800.0,M,30,30,False,39.0,34.0,4.0,2.0,0.0,21.0,22.0,13.0,17.0,,1.0,6.0,,,,,89.0,47.0,6.6,6.0,,0,,,,,3.0,2.0,,2.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,
12624403,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400.0,M,7,7,False,21.0,14.0,3.0,2.0,0.0,6.0,7.0,8.0,17.0,1.0,,2.0,,,,,70.0,35.0,6.6,13.0,1.0,2,3.0,,,2.0,6.0,4.0,,2.0,,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,,,,,,,,,
12624403,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600.0,M,24,24,False,15.0,12.0,,,1.0,7.0,7.0,6.0,11.0,1.0,,7.0,,,,,90.0,34.0,8.4,8.0,1.0,1,3.0,1.0,,,2.0,6.0,,5.0,4.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,2.0,,,,,,
12624403,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,,893307,EUR,958262400.0,M,9,9,False,14.0,10.0,,,0.0,3.0,5.0,7.0,9.0,1.0,,3.0,,,,,89.0,26.0,6.9,4.0,1.0,1,,,2.0,,3.0,4.0,,,,1.0,,3.0,2.0,,1.0,,1.0,,,1.0,,,,,,,,,
