match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_shotOffTarget,player_sofascoreId,stat_accurateCross,stat_wonTackle,stat_bigChanceCreated,captain,player_firstName,player_lastName,stat_totalOffside
13473353,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,25.0,24.0,4.0,3.0,0.0,24.0,24.0,1.0,1.0,4.0,2.0,4.0,1.0,90.0,34.0,7.7,1.0,0.00014754,49.981996172298,6.0,-0.2362395699668,0.0,0,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473353,home,Atlético Mineiro,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,2,2,False,9.0,7.0,,,0.0,4.0,4.0,5.0,,1.0,,,,55.0,18.0,6.7,5.0,0.00425541,49.906302500096,4.0,32.20916616722,1.0,0,,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,21.962222314106,22.137322692683,,,,,,,,,,,,,,,,,,,,
13473353,home,Atlético Mineiro,Lyanco,lyanco,Lyanco,D,4,187,2874,M,797893,EUR,854755200,D,4,4,False,60.0,53.0,7.0,2.0,0.0,34.0,37.0,23.0,2.0,11.0,,,,90.0,74.0,7.2,11.0,0.0237173,243.32177326647,25.0,147.21696481216,2.0,2,,19.0,,2.0,4.0,4.0,1.0,,,4.0,1.0,2.0,31.583336807763,43.511556466373,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.273,0.6994,1.0,,,,,,,,,,
13473353,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185,1792,M,333275,EUR,729216000,D,6,6,False,65.0,56.0,6.0,3.0,0.0,32.0,34.0,31.0,5.0,6.0,,,,85.0,79.0,7.2,10.0,0.00888275,242.96630704878,29.0,145.7126382919,2.0,1,,24.0,,4.0,3.0,5.0,,,,,1.0,1.0,31.033297593066,54.050363146188,2.0,,,,,4.0,,0.1284,,,1.0,1.0,,,,,,,,
13473353,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,56.0,52.0,5.0,2.0,0.0,25.0,27.0,29.0,1.0,6.0,,,,90.0,75.0,7.5,8.0,0.443679,209.76441091994,23.0,90.154493785523,3.0,1,,27.0,7.0,,2.0,2.0,,,,1.0,,1.0,16.540322465267,49.544749461022,1.0,,,1.0,,1.0,2.0,0.0233,,3.0,,,guiarana,4.0,2.0,,,,,
13473353,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,10,10,False,48.0,40.0,11.0,8.0,0.0,12.0,15.0,33.0,1.0,2.0,,,,90.0,81.0,7.8,26.0,0.424571,262.47858467062,27.0,135.66001533162,6.0,4,,28.0,19.0,1.0,2.0,3.0,1.0,,,1.0,2.0,,20.005795065721,116.44622802537,,,1.0,2.0,,2.0,,0.1267,0.2386,3.0,1.0,1.0,gustavoscarpa10,3.0,,1.0,,,,
13473353,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,21,21,False,48.0,47.0,2.0,2.0,0.0,19.0,20.0,28.0,1.0,4.0,,,,90.0,55.0,7.0,1.0,0.0155306,108.97202842243,15.0,5.7600226994959,0.0,1,,28.0,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,1.0,0.0193,,,,,,,1.0,,,,,
13473353,home,Atlético Mineiro,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,974556,EUR,970185600,M,25,25,False,36.0,33.0,3.0,2.0,0.0,13.0,14.0,22.0,,2.0,,,,45.0,40.0,6.9,6.0,0.0383132,194.85301374554,19.0,99.056378006904,2.0,0,,20.0,,,,1.0,,,,3.0,1.0,,23.018978368128,52.159742368516,,,,,,,,,,2.0,,,,,,,,,,
13473353,home,Atlético Mineiro,Rony,rony,Rony,F,11,167,5631,M,835260,EUR,800150400,F,33,33,False,9.0,8.0,,,0.0,2.0,2.0,7.0,1.0,1.0,,,,78.0,25.0,7.0,3.0,0.00865688,73.100209979082,9.0,13.517174812259,1.0,6,,6.0,2.0,,7.0,3.0,1.0,,,,1.0,5.0,14.900088011417,15.224850869549,3.0,,1.0,4.0,,1.0,2.0,0.2628,0.072,,,1.0,Rony,,1.0,,,,,
13473353,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,14.0,9.0,,,0.0,2.0,3.0,11.0,,1.0,,,,90.0,34.0,7.2,14.0,0.0932535,116.64571176839,13.0,25.440275425613,1.0,5,,7.0,2.0,1.0,6.0,6.0,,5.0,3.0,4.0,2.0,2.0,5.8723009172326,6.9950842739741,2.0,,2.0,2.0,,,,0.3107,0.3987,2.0,1.0,1.0,Hulk,,,,True,,,
13473353,home,Atlético Mineiro,Tomás Cuello,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,F,28,28,False,18.0,16.0,,,0.0,5.0,5.0,13.0,,2.0,,,,45.0,28.0,6.8,8.0,0.0170139,82.201235041472,11.0,6.9640533242019,0.0,1,,11.0,2.0,,4.0,1.0,,2.0,1.0,2.0,,1.0,,,1.0,,,,,,,0.0273,,2.0,1.0,1.0,,1.0,,,,,,
13473353,home,Atlético Mineiro,Bernard,bernard,Bernard,M,11,164,2389,M,241488,EUR,715910400,M,11,11,True,23.0,21.0,3.0,2.0,0.0,8.0,9.0,14.0,,3.0,,,,45.0,33.0,6.2,9.0,0.0757951,118.91805469175,12.0,58.683161744474,2.0,0,,13.0,1.0,,7.0,,1.0,5.0,,,,,17.476049338243,51.373491033882,,,,,,,,,,2.0,1.0,,,,,,,,,
13473353,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,D,44,44,True,23.0,22.0,,,0.0,8.0,8.0,15.0,3.0,2.0,,,,45.0,33.0,7.0,2.0,0.0123409,67.233665696317,10.0,39.551735282204,0.0,1,,14.0,,,2.0,3.0,,1.0,,,,,,,1.0,,,,,,3.0,0.0175,,1.0,,1.0,,,2.0,,,Rubens,,
13473353,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,True,18.0,18.0,,,0.0,5.0,5.0,13.0,,3.0,,,,35.0,27.0,6.6,3.0,0.00574213,143.28519503375,14.0,78.736128483316,2.0,2,,13.0,2.0,,3.0,2.0,,,,1.0,2.0,2.0,16.256181718535,32.854372021269,1.0,,,2.0,,,,0.0349,,,,,,,,,,,,
13473353,home,Atlético Mineiro,Júnior Santos,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,F,37,37,True,5.0,5.0,1.0,1.0,0.0,,,5.0,,,,,,12.0,10.0,6.6,3.0,0.00454547,39.27912977679,3.0,20.020295934085,1.0,1,,5.0,,1.0,4.0,2.0,,1.0,,,1.0,,16.495229884111,16.625395062975,1.0,,1.0,,,,,0.1361,0.3988,,2.0,,,,,,,,,
13473353,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,True,6.0,5.0,,,0.0,,,6.0,,,,,,15.0,9.0,6.6,3.0,0.00273624,23.453335916601,3.0,14.81974964587,0.0,0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473353,home,Atlético Mineiro,Gabriel Delfim,gabriel-delfim,G. Delfim,G,1,192,505,M,1117032,EUR,1026259200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Delfim,,
13473353,home,Atlético Mineiro,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473353,home,Atlético Mineiro,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473353,home,Atlético Mineiro,Rômulo,romulo,Rômulo,D,49,182,592,M,1117102,EUR,1075507200,D,47,47,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rômulo,,
13473353,home,Atlético Mineiro,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473353,home,Atlético Mineiro,Patrick,patrick-silva,Patrick,M,20,187,803,M,1485290,EUR,1079654400,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473353,home,Atlético Mineiro,João Marcelo,joao-marcelo-soares,J. Marcelo,F,79,182,492,M,2025719,EUR,1113523200,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,João Marcelo Soares,,
13473353,away,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,24.0,13.0,12.0,1.0,0.0,12.0,12.0,12.0,1.0,6.0,5.0,6.0,1.0,90.0,35.0,8.3,11.0,0.00020272,11.241966021879,2.0,-0.67589196273978,0.0,0,1.8075,1.0,,2.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
13473353,away,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,45.0,36.0,5.0,2.0,0.0,17.0,18.0,27.0,5.0,5.0,,,,90.0,73.0,7.6,13.0,0.0139073,94.662478418659,8.0,70.950772292035,2.0,0,,19.0,1.0,3.0,3.0,9.0,1.0,,,1.0,2.0,,22.757346314514,47.412382432761,2.0,,,,,3.0,5.0,,,,,,,,3.0,,,,,
13473353,away,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,41.0,29.0,10.0,2.0,0.0,23.0,23.0,18.0,11.0,1.0,,,,90.0,62.0,7.9,12.0,0.0023315,160.73624130112,16.0,64.284658405378,1.0,0,,6.0,,3.0,2.0,4.0,2.0,,,,1.0,,24.117866966206,27.229539860233,,,,,5.0,3.0,1.0,,,,,,,,,,,,,
13473353,away,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,29.0,24.0,5.0,1.0,0.0,17.0,19.0,10.0,5.0,5.0,,,,90.0,41.0,6.9,6.0,0.00306323,111.64826192033,9.0,80.394434442609,2.0,0,,7.0,,2.0,4.0,3.0,,,,,2.0,2.0,26.062545426368,47.998212610316,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0
13473353,away,São Paulo,Wendell,wendell,Wendell,D,18,176,3255,M,335033,EUR,743126400,D,18,18,False,29.0,27.0,1.0,1.0,0.0,15.0,15.0,14.0,3.0,6.0,,,,65.0,51.0,6.9,8.0,0.0426077,67.888529771998,11.0,32.736782282231,0.0,0,,12.0,2.0,,2.0,3.0,,2.0,1.0,2.0,2.0,1.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,
13473353,away,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,38.0,36.0,3.0,2.0,0.0,17.0,18.0,20.0,1.0,7.0,,,,90.0,44.0,7.4,3.0,0.0375719,77.725114360438,9.0,23.320354962327,0.0,1,,19.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,0.0381,0.5582,1.0,,,,,,1.0,,,,
13473353,away,São Paulo,Marcos Antônio,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,M,20,20,False,34.0,29.0,2.0,,0.0,11.0,12.0,22.0,2.0,3.0,,,,90.0,50.0,7.3,6.0,0.00533606,119.4450966404,14.0,52.757649919395,2.0,1,,18.0,,,3.0,5.0,,,,,1.0,1.0,25.794540291579,51.2255832787,1.0,,1.0,,1.0,3.0,4.0,0.0216,0.0252,,1.0,,,,2.0,,,,,
13473353,away,São Paulo,Cédric Soares,cedric-soares,C. Soares,M,6,172,2813,M,44760,EUR,683596800,M,6,6,False,24.0,18.0,1.0,,0.0,9.0,13.0,11.0,2.0,7.0,,,,89.0,49.0,7.2,14.0,0.0804857,90.505820215493,12.0,16.073289145056,0.0,0,,9.0,6.0,,3.0,4.0,,3.0,2.0,2.0,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,,,4.0,1.0,,,,,
13473353,away,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,18.0,15.0,,,0.0,6.0,7.0,11.0,,,,,,70.0,23.0,6.9,3.0,0.0266744,63.884804769438,6.0,22.138227304833,1.0,1,,9.0,,,1.0,2.0,,,,,2.0,,30.148989952228,30.922909323025,1.0,,1.0,,,,,0.0388,0.0797,1.0,,,luciano10,,,,True,,,
13473353,away,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,M,11,11,False,22.0,18.0,,,0.0,3.0,4.0,18.0,1.0,,,,,70.0,38.0,7.3,9.0,0.0510777,94.454885979202,11.0,63.865574126536,2.0,0,,15.0,1.0,1.0,5.0,6.0,1.0,3.0,3.0,3.0,2.0,3.0,17.898298255719,39.080577485654,1.0,,,,1.0,1.0,,,,2.0,,,,,,,,,,
13473353,away,São Paulo,André Silva,andre-silva,A. Silva,F,17,181,2973,M,925072,EUR,865296000,F,17,17,False,12.0,8.0,,,0.0,3.0,4.0,8.0,,1.0,,,,71.0,18.0,6.6,6.0,0.00476291,25.641017433246,4.0,13.466351724811,1.0,2,,5.0,1.0,2.0,4.0,2.0,,,,1.0,,1.0,15.080111371723,15.08767390952,3.0,,,1.0,,1.0,,0.1432,,,,1.0,,,,,,,,
13473353,away,São Paulo,Enzo Díaz,enzo-diaz,E. Díaz,D,13,175,2362,M,932937,EUR,818294400,D,13,13,True,6.0,3.0,1.0,,0.0,,1.0,5.0,1.0,1.0,,,,25.0,14.0,7.1,3.0,0.0005297,10.727917490117,2.0,9.9162054901626,0.0,0,,3.0,,,,3.0,,,,,,,,,,,,,2.0,,3.0,,,,,,,,2.0,,,,,
