match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_goalAssist,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_penaltyWon,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
11396370,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,40.0,36.0,7.0,4.0,31.0,32.0,5.0,8.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,90.0,47.0,6.8,4.0,0.00188054,0,-0.1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396370,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,62.0,55.0,5.0,4.0,29.0,32.0,27.0,32.0,1.0,8.0,2.0,14.0,2.0,,,,90.0,86.0,7.7,11.0,0.304745,1,,,,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0541,3.0,,,,,,,,,,,,,,,,,,,
11396370,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,79.0,72.0,9.0,7.0,43.0,46.0,29.0,33.0,1.0,5.0,5.0,3.0,2.0,,,,90.0,94.0,7.8,7.0,0.281715,0,,,,,,2.0,3.0,,,,,,2.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11396370,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,101.0,91.0,7.0,4.0,55.0,61.0,36.0,40.0,2.0,4.0,5.0,12.0,1.0,,,,90.0,113.0,7.1,10.0,0.0223589,1,,,,,,1.0,2.0,,,,,,1.0,,,1.0,0.1019,,,1.0,1.0,1.0,0.0229,,,,,,,,,,,,,,
11396370,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,69.0,53.0,5.0,1.0,21.0,24.0,34.0,55.0,,4.0,,6.0,,,,,89.0,95.0,7.9,28.0,0.627913,1,,,,10.0,2.0,1.0,2.0,,3.0,3.0,2.0,,1.0,1.0,,1.0,0.0349,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11396370,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,79.0,75.0,2.0,2.0,22.0,25.0,53.0,54.0,,6.0,2.0,7.0,1.0,,,,90.0,93.0,7.7,4.0,0.103626,1,,,,,,3.0,6.0,,2.0,2.0,1.0,1.0,3.0,2.0,,1.0,0.0457,2.0,2.0,,,1.0,,,,,,amadou_haidara04,,,,,,,,,
11396370,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,108.0,101.0,7.0,6.0,43.0,45.0,58.0,64.0,,2.0,,12.0,,,,,90.0,118.0,7.2,10.0,0.136001,1,,,,1.0,,1.0,4.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,0.3155,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,
11396370,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,48.0,42.0,1.0,1.0,14.0,18.0,28.0,30.0,3.0,7.0,,4.0,2.0,,,,89.0,68.0,7.1,11.0,0.138596,3,,,,,,2.0,7.0,,3.0,2.0,,1.0,1.0,1.0,3.0,3.0,0.2179,,1.0,,1.0,2.0,0.0955,,1.0,,,,1.0,,,,,,,,
11396370,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,20,20,False,59.0,52.0,4.0,2.0,20.0,23.0,33.0,39.0,2.0,7.0,,5.0,1.0,,,,78.0,82.0,7.8,18.0,0.196094,2,,,,3.0,1.0,1.0,3.0,,5.0,3.0,1.0,1.0,1.0,,7.0,,0.2052,4.0,,,,1.0,,,1.0,,,XaviSimons,,,,,,,,,
11396370,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,17,17,False,24.0,14.0,1.0,1.0,5.0,6.0,9.0,20.0,,6.0,,,4.0,,,,90.0,50.0,7.4,18.0,0.289722,9,,,,2.0,,,8.0,1.0,6.0,2.0,1.0,4.0,,,1.0,3.0,2.0741,2.0,,,4.0,,2.0785,,1.0,1.0,2.0,l_openda,3.0,1.0,1.0,,,,,,
