match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_challengeLost,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_lastManTackle,stat_errorLeadToAShot,stat_totalOffside
12117272,home,Atlético Goianiense,Ronaldo,ronaldo,Ronaldo,G,96,193.0,1025,M,840106,EUR,840672000.0,G,1,1,False,20.0,13.0,10.0,3.0,0.0,12.0,15.0,1.0,5.0,2.0,3.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,90.0,32.0,7.2,7.0,0.00024001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Bruno Tubarão,bruno-tubarao,B. Tubarão,D,29,180.0,421,M,931588,EUR,796348800.0,D,2,2,False,47.0,43.0,2.0,1.0,0.0,9.0,10.0,36.0,46.0,3.0,6.0,1.0,3.0,,,,,,90.0,76.0,7.7,15.0,0.187115,1,9.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0201,3.0,,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Adriano Martins,adriano-martins,Adriano Martins,D,4,193.0,138,M,1008459,EUR,859852800.0,D,3,3,False,48.0,46.0,7.0,6.0,0.0,23.0,24.0,23.0,24.0,,3.0,,3.0,1.0,,,,,90.0,60.0,7.4,6.0,0.0144261,0,,,1.0,1.0,,,,,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Luiz Felipe,luiz-felipe,Luiz Felipe,D,3,187.0,139,M,831993,EUR,747532800.0,D,4,4,False,57.0,49.0,6.0,3.0,0.0,30.0,35.0,19.0,22.0,4.0,6.0,6.0,4.0,,,,,,90.0,71.0,7.6,9.0,0.00569124,0,,,3.0,5.0,,,,,1.0,2.0,1.0,1.0,3.0,,,,,3.0,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Alejo Cruz,alejo-cruz,A. Cruz,M,15,169.0,217,M,1086925,EUR,967766400.0,D,6,6,False,67.0,48.0,12.0,7.0,0.0,15.0,19.0,35.0,56.0,2.0,6.0,1.0,3.0,,,,,,90.0,107.0,7.6,31.0,0.331928,3,8.0,2.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0537,5.0,Alejo Cruz Techera,,,2.0,2.0,,,,,,,,,,
12117272,home,Atlético Goianiense,Rhaldney,rhaldney,Rhaldney,M,26,184.0,223,M,992024,EUR,911520000.0,M,7,7,False,45.0,43.0,3.0,3.0,0.0,10.0,10.0,33.0,35.0,2.0,6.0,,6.0,2.0,,,,,83.0,55.0,7.4,3.0,0.0429281,1,,,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,0.0306,1.0,,,,,1.0,,,,,,,,,,
12117272,home,Atlético Goianiense,Roni,roni,Roni,M,70,174.0,491,M,1046440,EUR,924134400.0,M,5,5,False,36.0,35.0,3.0,3.0,0.0,16.0,17.0,19.0,19.0,,1.0,1.0,8.0,,,,,,58.0,40.0,6.9,3.0,0.0791769,0,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,1.0,Roni,,,1.0,,,,,,,,,,,
12117272,home,Atlético Goianiense,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178.0,849,M,922575,EUR,907977600.0,M,8,8,False,40.0,32.0,4.0,2.0,0.0,9.0,11.0,23.0,29.0,2.0,6.0,,7.0,2.0,,,,,90.0,54.0,7.1,10.0,0.0391095,3,,,2.0,8.0,,,,1.0,,2.0,2.0,2.0,3.0,0.2051,,,,,3.0,,True,2.0,0.1599,,,,,,,
12117272,home,Atlético Goianiense,Janderson,janderson,Janderson,M,99,161.0,276,M,870898,EUR,919987200.0,F,11,11,False,33.0,29.0,,,0.0,5.0,5.0,25.0,36.0,,7.0,,4.0,5.0,,,,,83.0,57.0,7.0,15.0,0.109313,1,8.0,1.0,,3.0,,3.0,1.0,,,1.0,,2.0,1.0,0.0614,,,,,1.0,1.0,,,,,,,,,,
12117272,home,Atlético Goianiense,Derek Freitas,derek-freitas,Derek,F,9,185.0,128,M,924423,EUR,881020800.0,F,9,9,False,9.0,6.0,,,0.0,2.0,3.0,4.0,6.0,2.0,4.0,1.0,1.0,1.0,,,,,68.0,22.0,7.1,5.0,0.0283065,3,,,4.0,8.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,0.2536,1.0,,,,1.0,,,1.0,0.2032,1.0,,,,,,
12117272,home,Atlético Goianiense,Matías Lacava,matias-lacava,M. Lacava,F,36,167.0,824,M,1016029,EUR,1034208000.0,F,10,10,False,20.0,17.0,,,0.0,5.0,5.0,12.0,24.0,,3.0,,2.0,1.0,,,,,68.0,46.0,7.0,20.0,0.0136068,4,9.0,,,6.0,1.0,5.0,2.0,2.0,,,,4.0,2.0,0.5358,,,,,,1.0,,1.0,0.6826,,,,,,,
12117272,home,Atlético Goianiense,Shaylon,shaylon,Shaylon,M,7,180.0,381,M,874723,EUR,862099200.0,M,17,17,True,13.0,10.0,2.0,1.0,0.0,3.0,3.0,7.0,11.0,,,,1.0,,,,,,32.0,18.0,6.7,6.0,0.0327675,0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Jean Carlos,jean-carlos-alves-ferreira,J. Carlos,M,21,174.0,39,M,1588737,EUR,1115510400.0,M,20,20,True,10.0,9.0,,,0.0,1.0,1.0,8.0,10.0,,4.0,1.0,,,,,,,22.0,24.0,6.5,6.0,0.0120237,0,1.0,,,3.0,1.0,4.0,2.0,,,2.0,,,,,,Jean,Carlos,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Jan Hurtado,jan-hurtado,J. Hurtado,F,9,181.0,694,M,868777,EUR,952214400.0,F,18,18,True,5.0,2.0,,,0.0,,1.0,2.0,4.0,1.0,2.0,,,1.0,,,,,22.0,12.0,6.4,7.0,0.00022982,0,,,,3.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Campanharo,campanharo,Campanharo,M,,178.0,121,M,220094,EUR,702345600.0,M,15,15,True,11.0,10.0,,,0.0,5.0,5.0,5.0,6.0,,,,,,,,,,12.0,15.0,6.4,3.0,0.0050843,0,,,1.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Geovane,geovane,Geovane,,19,,3,M,1936570,EUR,,F,19,19,True,5.0,5.0,,,0.0,1.0,1.0,5.0,5.0,,,,2.0,,,,,,12.0,6.0,6.7,,0.0466976,0,1.0,1.0,,,,,,,,,,,,,1.0,Geovane,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Emerson  Júnior,emerson-junior,E. Júnior,G,1,195.0,50,M,1066552,EUR,949881600.0,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Emerson  Júnior,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Yeferson Rodallega,yeferson-rodallega,Y. Rodallega,D,17,178.0,46,M,1017363,EUR,974937600.0,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Pedro Henrique,pedro-henrique,Pedrão,D,14,190.0,46,M,364778,EUR,724636800.0,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117272,home,Atlético Goianiense,Gonzalo Freitas,gonzalo-freitas,G. Freitas,M,5,186.0,80,M,162579,EUR,686361600.0,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117272,away,Cuiabá,Walter,walter,Walter,G,22,188.0,774,M,329055,EUR,564192000.0,G,1,1,False,24.0,17.0,12.0,5.0,0.0,13.0,14.0,4.0,10.0,,,4.0,8.0,,,2.0,,,90.0,36.0,7.6,7.0,0.00034309,0,,,,,,,,,,,,,,,,,,,,,True,,,,2.0,4.0,1.0457,,,
12117272,away,Cuiabá,Marllon,marllon,Marllon,D,3,184.0,365,M,221206,EUR,703382400.0,D,4,4,False,39.0,28.0,7.0,1.0,0.0,26.0,29.0,2.0,10.0,1.0,3.0,2.0,3.0,1.0,,,,,90.0,48.0,7.2,11.0,0.00261838,0,,,,,,,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
12117272,away,Cuiabá,Bruno Alves,bruno-alves,B. Alves,D,3,184.0,261,M,551810,EUR,671760000.0,D,34,34,False,30.0,27.0,3.0,2.0,0.0,16.0,17.0,11.0,13.0,3.0,5.0,5.0,3.0,2.0,,,,,90.0,44.0,7.6,4.0,0.00431744,1,,,2.0,3.0,,,,1.0,3.0,,,,1.0,0.0578,,,,2.0,,,,,,,,,,,,
