match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_lastManTackle,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,stat_accurateCross,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10411723,home,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185.0,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,38.0,23.0,22.0,7.0,18.0,22.0,5.0,16.0,1.0,90.0,39.0,5.9,15.0,0.0,0.0,0.00751076,0,-0.9259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411723,home,Salernitana,Flavius Daniliuc,,,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,,901885,EUR,988329600,D,5,5,False,69.0,53.0,6.0,1.0,39.0,50.0,14.0,19.0,5.0,90.0,80.0,6.4,18.0,0.0,0.0,0.0054038,0,,1.0,3.0,4.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411723,home,Salernitana,Norbert Gyömbér,,,norbert-gyomber,N. Gyömbér,D,23,189.0,301,M,,224456,EUR,710121600,D,23,23,False,40.0,36.0,5.0,4.0,31.0,33.0,5.0,7.0,3.0,87.0,48.0,7.1,4.0,0.0,0.0,0.00226593,0,,,1.0,,4.0,,,2.0,1.0,3.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10411723,home,Salernitana,Lorenzo Pirola,,,lorenzo-pirola,L. Pirola,D,5,185.0,996,M,,965014,EUR,1014163200,D,98,98,False,41.0,38.0,3.0,2.0,29.0,31.0,9.0,10.0,3.0,90.0,53.0,7.7,3.0,0.2061,0.191,0.00588527,2,,,5.0,3.0,6.0,,,6.0,,1.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,
10411723,home,Salernitana,Pasquale Mazzocchi,,,pasquale-mazzocchi,P. Mazzocchi,M,30,183.0,1368,M,,377512,EUR,806803200,M,30,30,False,22.0,18.0,1.0,,13.0,15.0,5.0,9.0,4.0,69.0,48.0,6.7,13.0,0.1367,0.0595,0.00481568,1,,,,4.0,5.0,,2.0,,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,True,2.0,4.0,3.0,,,,,,,
10411723,home,Salernitana,Emil Bohinen,,,emil-bohinen,E. Bohinen,M,37,185.0,230,M,,824584,EUR,921196800,M,8,8,False,33.0,30.0,,,22.0,23.0,8.0,10.0,2.0,56.0,39.0,6.4,5.0,0.0,0.0,0.00316582,0,,,,3.0,2.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,1.0,,2.0,,,,,,
10411723,home,Salernitana,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183.0,2761,M,,804621,EUR,829094400,M,18,18,False,32.0,29.0,4.0,3.0,13.0,14.0,16.0,19.0,12.0,90.0,47.0,6.5,8.0,0.0,0.0,0.011654,0,,,2.0,9.0,7.0,1.0,2.0,,2.0,1.0,,,,,,,4.0,,,,,1.0,3.0,1.0,3.0,,,,,,
10411723,home,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178.0,1470,M,,897594,EUR,944784000,M,3,3,False,28.0,19.0,1.0,,11.0,14.0,8.0,14.0,8.0,90.0,42.0,7.0,12.0,0.0,0.0,0.0114866,0,,,1.0,1.0,4.0,,,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,
10411723,home,Salernitana,Grigoris Kastanos,,,grigoris-kastanos,G. Kastanos,M,28,179.0,526,M,,791566,EUR,886118400,F,20,20,False,21.0,15.0,1.0,,7.0,8.0,8.0,13.0,,56.0,28.0,6.6,7.0,0.1533,0.0,0.00433701,3,,,1.0,3.0,3.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,,,,
10411723,home,Salernitana,Antonio Candreva,,,antonio-candreva,A. Candreva,F,87,180.0,936,M,,27982,EUR,541468800,F,87,87,False,30.0,27.0,1.0,1.0,12.0,12.0,19.0,27.0,1.0,88.0,43.0,7.4,9.0,0.0,0.0,0.516884,0,,1.0,,,2.0,,,,,,,1.0,,4.0,,,,,,,,9.0,,,2.0,,4.0,,,,
10411723,home,Salernitana,Boulaye Dia,,,dia-boulaye,B. Dia,F,19,180.0,11046,M,boulaye_dia,960080,EUR,848102400,F,29,29,False,19.0,15.0,,,8.0,9.0,7.0,10.0,5.0,90.0,34.0,7.3,9.0,0.2206,0.0798,0.0126622,4,,,,6.0,3.0,,2.0,3.0,,,,1.0,,2.0,,,3.0,,1.0,1.0,,,2.0,1.0,2.0,3.0,,,,,
10411723,home,Salernitana,Tonny Vilhena,,,tonny-vilhena,T. Vilhena,M,52,175.0,505,M,,149659,EUR,789091200,M,10,10,True,11.0,10.0,1.0,1.0,5.0,5.0,6.0,8.0,3.0,34.0,18.0,6.9,3.0,0.0,0.0,0.0302026,0,,,,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,2.0,,,,,1.0,,,,
10411723,home,Salernitana,Krzysztof Piątek,,,krzysztof-piatek,K. Piątek,F,9,183.0,13210,M,pjona_9,558738,EUR,804556800,F,99,99,True,9.0,7.0,,,2.0,2.0,5.0,7.0,1.0,34.0,15.0,6.8,4.0,0.1194,0.1261,0.0273684,3,,,2.0,4.0,3.0,,,,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,1.0,,1.0,,,,,,
10411723,home,Salernitana,Junior Sambia,,,junior-sambia,J. Sambia,M,,185.0,154,M,,603738,EUR,842054400,M,6,6,True,6.0,5.0,1.0,1.0,1.0,2.0,4.0,7.0,1.0,21.0,20.0,6.8,6.0,0.0317,0.0,0.00471321,1,,,1.0,2.0,6.0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,3.0,2.0,2.0,2.0,,,,,,
10411723,home,Salernitana,Federico Fazio,,,federico-fazio,F. Fazio,D,,195.0,373,M,,27569,EUR,542937600,D,17,17,True,4.0,1.0,1.0,,1.0,2.0,,2.0,,3.0,4.0,,3.0,0.0,0.0,4.915e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411723,home,Salernitana,Erik Botheim,,,erik-botheim,E. Botheim,F,20,187.0,1101,M,,844292,EUR,947462400,F,11,11,True,1.0,1.0,,,,,1.0,1.0,,2.0,1.0,,,0.0,0.0,0.0032616,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411723,home,Salernitana,Luigi Sepe,,,luigi-sepe,L. Sepe,G,,185.0,170,M,,46714,EUR,673660800,G,33,33,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
