match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_outfielderBlock,stat_dispossessed,stat_challengeLost,stat_goalAssist,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_blockedScoringAttempt
10382117,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,42.0,23.0,32.0,13.0,13.0,14.0,10.0,28.0,2.0,2.0,1.0,14.0,2.0,5.0,7.0,1.0,90.0,59.0,7.9,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382117,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,19.0,13.0,5.0,3.0,7.0,9.0,6.0,11.0,1.0,6.0,2.0,1.0,,,,,90.0,51.0,7.9,9.0,1,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10382117,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,31.0,19.0,9.0,3.0,13.0,18.0,6.0,13.0,4.0,7.0,10.0,5.0,,,,,90.0,49.0,7.1,13.0,0,,3.0,3.0,,,,,4.0,2.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,
10382117,home,Excelsior,Serano Seymor,Serano Seymor,,serano-seymor,S. Seymor,D,34,190,15,M,1091021,EUR,1010102400,D,34,34,False,21.0,16.0,3.0,2.0,14.0,17.0,2.0,4.0,,2.0,2.0,1.0,,,,,73.0,33.0,7.0,6.0,0,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,
10382117,home,Excelsior,Nathan Markelo,,,nathan-markelo,N. Markelo,M,24,182,73,M,920489,EUR,915667200,D,24,24,False,22.0,12.0,3.0,1.0,8.0,11.0,4.0,11.0,,6.0,4.0,5.0,,,,,90.0,47.0,7.0,14.0,0,,,3.0,,,,,1.0,3.0,1.0,,3.0,2.0,,,1.0,,,,,,,,,,,
10382117,home,Excelsior,Adrian Fein,Adrian,Fein,adrian-fein,A. Fein,M,29,187,138,M,855846,EUR,921715200,M,5,5,False,17.0,13.0,2.0,1.0,7.0,8.0,6.0,9.0,,,1.0,4.0,,,,,68.0,21.0,6.4,6.0,0,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,
10382117,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,23.0,15.0,4.0,1.0,5.0,7.0,10.0,19.0,1.0,1.0,2.0,4.0,,,,,90.0,36.0,6.5,13.0,0,3.0,1.0,4.0,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,
10382117,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,36.0,27.0,5.0,2.0,10.0,14.0,17.0,24.0,,5.0,,7.0,,,,,90.0,50.0,6.8,15.0,0,2.0,3.0,7.0,3.0,2.0,,,1.0,3.0,3.0,2.0,,2.0,,,1.0,1.0,,,,,,,,,,
10382117,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,F,10,10,False,13.0,7.0,,,1.0,4.0,7.0,12.0,,4.0,,4.0,,,,,68.0,35.0,7.7,16.0,1,3.0,,5.0,4.0,,1.0,1.0,,,,3.0,4.0,,,,,1.0,1.0,1.0,1.0,,,,,,,
10382117,home,Excelsior,Reda Kharchouch,,,reda-kharchouch,R. Kharchouch,F,99,192,100,M,907909,EUR,809481600,F,9,9,False,23.0,13.0,1.0,,3.0,4.0,10.0,20.0,3.0,4.0,,,,,,,90.0,42.0,6.4,22.0,1,1.0,2.0,8.0,1.0,,,,,,,6.0,1.0,1.0,,,4.0,,,,1.0,1.0,1.0,,,,,
