match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAGoal,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wasFouled,stat_wonContest,captain,stat_shotOffTarget,stat_penaltyConceded,stat_totalOffside,stat_goodHighClaim,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon,stat_goalAssist,stat_bigChanceCreated
11360039,home,FC-Astoria Walldorf,Luis Idjaković,luis-idjakovic,L. Idjaković,G,30,192.0,4,M,1163966,EUR,1013472000,G,1,1,False,33.0,18.0,20.0,5.0,13.0,14.0,5.0,19.0,2.0,6.0,3.0,1.0,3.0,90.0,42.0,6.1,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Lennart Grimmer,lennart-grimmer,L. Grimmer,D,8,175.0,1,M,1510006,EUR,929664000,D,31,31,False,41.0,31.0,3.0,1.0,19.0,24.0,12.0,17.0,3.0,8.0,,,,90.0,66.0,6.4,16.0,2,2.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Laurin Stich,laurin-stich,L. Stich,D,,183.0,3,M,1134602,EUR,957225600,D,4,4,False,59.0,51.0,6.0,3.0,42.0,44.0,9.0,15.0,7.0,7.0,,,,90.0,74.0,6.3,10.0,0,2.0,1.0,3.0,1.0,,,,2.0,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Roman Hauk,roman-hauk,R. Hauk,D,5,193.0,1,M,989264,EUR,924134400,D,5,5,False,60.0,43.0,8.0,2.0,40.0,50.0,3.0,10.0,1.0,5.0,,,,90.0,65.0,6.3,17.0,0,,6.0,2.0,7.0,,,,2.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Mario Müller,mario-muller,M. Müller,D,,171.0,3,M,142161,EUR,695520000,D,23,23,False,38.0,33.0,1.0,1.0,16.0,20.0,18.0,20.0,2.0,3.0,,,,68.0,58.0,6.2,10.0,0,3.0,,7.0,3.0,,,,1.0,2.0,1.0,2.0,,1.0,,,,2.0,Mario,Müller,2.0,1.0,2.0,1.0,,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Maximilian Waack,maximilian-waack,M. Waack,M,10,174.0,1,M,812135,EUR,821404800,M,10,10,False,33.0,25.0,2.0,,14.0,14.0,13.0,22.0,,6.0,,,,75.0,42.0,6.6,12.0,0,1.0,,3.0,2.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,3.0,2.0,2.0,1.0,,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Emilian Lässig,emilian-lassig,E. Lässig,M,13,173.0,1,M,929601,EUR,943920000,M,13,13,False,55.0,48.0,5.0,3.0,31.0,37.0,17.0,18.0,3.0,6.0,,,,90.0,62.0,6.6,7.0,0,2.0,,2.0,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Theodoros Politakis,theodoros-politakis,T. Politakis,M,17,182.0,5,M,885881,EUR,892684800,M,17,17,False,49.0,45.0,6.0,5.0,27.0,28.0,18.0,22.0,,6.0,,,,81.0,59.0,6.6,8.0,1,2.0,,6.0,2.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Tim Fahrenholz,tim-fahrenholz,T. Fahrenholz,M,7,171.0,1,M,149484,EUR,764294400,F,7,7,False,11.0,9.0,1.0,,5.0,6.0,4.0,7.0,,1.0,,,,75.0,24.0,6.7,8.0,0,2.0,,5.0,3.0,3.0,,,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,,,2.0,,,,2.0,,,,,,,,,,,
11360039,home,FC-Astoria Walldorf,Marcel Carl,marcel-carl,M. Carl,F,94,185.0,1,M,142124,EUR,742262400,F,9,9,False,16.0,11.0,2.0,1.0,6.0,6.0,5.0,11.0,1.0,1.0,,,,68.0,32.0,6.5,14.0,3,3.0,1.0,9.0,3.0,1.0,2.0,1.0,,1.0,,5.0,3.0,,,,,,,,1.0,,2.0,1.0,,True,,,,,,,,,,
