match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_aerialWon,stat_wasFouled,stat_challengeLost,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_outfielderBlock,stat_hitWoodwork
13473375,home,Vitória,Janderson,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,False,15.0,12.0,,,0.0,5.0,6.0,7.0,9.0,2.0,1.0,,,,,90.0,27.0,7.4,7.0,0.0314517,2,,Janderson,,,,4.0,8.0,4.0,,1.0,,2.0,1.0,1.0,0.2517,,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,0.8208,,1.0,1.0,,,,,
13473375,home,Vitória,Pepê,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,6,6,True,9.0,7.0,2.0,1.0,0.0,2.0,2.0,5.0,7.0,,1.0,,,,,31.0,12.0,6.4,3.0,0.0257003,0,,,,1.0,1.0,1.0,4.0,,,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
13473375,home,Vitória,Fabrício Santos,fabricio-santos,F. Santos,F,23,186,460,M,975351,EUR,970963200,F,23,23,True,8.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,5.0,1.0,2.0,,,,,31.0,23.0,6.9,12.0,0.00110214,2,,,,3.0,,1.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0479,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,
13473375,home,Vitória,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,8,8,True,7.0,6.0,1.0,,0.0,1.0,2.0,5.0,5.0,,,,,,,19.0,7.0,6.7,1.0,0.0120731,0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,
13473375,home,Vitória,Edu,edu,Edu,D,43,188,302,M,989715,EUR,961113600,D,43,43,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,12.0,1.0,6.5,,7.36e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170,559,M,90468,EUR,545097600,F,11,11,True,4.0,4.0,,,0.0,,,4.0,4.0,,1.0,,,,,12.0,6.0,6.7,1.0,0.0023048,1,,,,,,,,,,,,,,,0.0447,,,,,,,,,,,1.0,0.1245,,,,,,,,
13473375,home,Vitória,Alexandre Fintelman,alexandre-fintelman,A. Fintelman,G,35,194,183,M,1017274,EUR,995587200,G,35,35,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180,356,M,122971,EUR,685152000,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,home,Vitória,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,home,Vitória,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,F,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,home,Vitória,Carlinhos,carlinhos,Carlinhos,F,99,195,1670,M,852534,EUR,855705600,F,99,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,home,Vitória,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,96,96,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,away,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,17.0,15.0,4.0,2.0,0.0,14.0,14.0,1.0,3.0,2.0,7.0,,3.0,6.0,,90.0,30.0,7.4,2.0,0.00071234,0,-0.00069999999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
13473375,away,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,61.0,55.0,2.0,1.0,0.0,37.0,39.0,18.0,22.0,2.0,2.0,,,,,81.0,70.0,6.6,8.0,0.0169236,0,,,,1.0,1.0,1.0,2.0,4.0,,,,1.0,1.0,,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,
13473375,away,Fortaleza,David Luiz,david-luiz,D. Luiz,D,4,189,22748,M,21300,EUR,546048000,D,23,23,False,88.0,81.0,6.0,3.0,0.0,54.0,57.0,27.0,31.0,8.0,3.0,,,,,90.0,103.0,7.3,8.0,0.00845067,1,,,,,,,,4.0,,1.0,,1.0,1.0,,0.0313,,3.0,,,,,1.0,,,,,,,,,,,davidluiz23,2.0,
13473375,away,Fortaleza,Gustavo Mancha,gustavo-mancha,G. Mancha,D,39,190,583,M,2034540,EUR,1089849600,D,39,39,False,77.0,67.0,10.0,4.0,0.0,34.0,36.0,33.0,41.0,4.0,6.0,,,,,90.0,86.0,6.7,10.0,0.0165986,0,,,,,,1.0,1.0,4.0,1.0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,842682,EUR,833760000,M,20,20,False,66.0,63.0,2.0,1.0,0.0,32.0,33.0,31.0,33.0,1.0,4.0,,,,,75.0,76.0,6.9,5.0,0.0204432,0,,,,,,,1.0,5.0,,,,2.0,1.0,,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,
13473375,away,Fortaleza,Eros Mancuso,eros-mancuso,E. Mancuso,D,40,171,489,M,1116624,EUR,924307200,M,14,14,False,37.0,35.0,1.0,,0.0,14.0,15.0,21.0,22.0,1.0,2.0,,,,,75.0,62.0,7.2,7.0,0.157587,1,,Eros Mancuso,,5.0,3.0,1.0,2.0,5.0,3.0,1.0,,,,,0.027,,,2.0,1.0,3.0,,1.0,1.0,,1.0,,,,,1.0,,,,,
13473375,away,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,8,8,False,72.0,71.0,1.0,1.0,0.0,31.0,31.0,40.0,41.0,1.0,5.0,,,,,90.0,89.0,7.2,8.0,0.0863752,1,,,,4.0,,,5.0,5.0,,,,1.0,,3.0,0.0112,,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,0.2205,,,,,,,1.0,
13473375,away,Fortaleza,Pol Fernández,pol-fernandez,G. Fernández,M,28,178,378,M,250231,EUR,689731200,M,5,5,False,37.0,34.0,1.0,,1.0,14.0,15.0,20.0,22.0,,5.0,,,,,67.0,46.0,7.3,5.0,0.0641326,1,,,,1.0,,,1.0,3.0,,,,2.0,1.0,1.0,0.349,,,1.0,,,,,2.0,1.0,1.0,1.0,0.2924,1.0,,,,,,1.0,
13473375,away,Fortaleza,Diogo Barbosa,diogo-barbosa,D. Barbosa,D,16,180,555,M,243107,EUR,714009600,M,16,16,False,31.0,27.0,3.0,2.0,0.0,8.0,8.0,19.0,23.0,3.0,1.0,,,,,90.0,60.0,7.6,12.0,0.0189013,2,,,,4.0,,1.0,5.0,7.0,,1.0,,2.0,2.0,,0.286,,2.0,3.0,3.0,,,3.0,,1.0,,1.0,0.8202,,1.0,,,,,,
13473375,away,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,F,11,11,False,17.0,13.0,2.0,,0.0,4.0,4.0,9.0,13.0,,1.0,,,,,45.0,31.0,6.7,12.0,0.193315,0,,,,7.0,1.0,2.0,5.0,4.0,3.0,,,,,2.0,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,2.0,,,,,
13473375,away,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,18.0,15.0,1.0,,0.0,4.0,5.0,11.0,13.0,,1.0,,,,,90.0,29.0,6.5,12.0,0.274698,0,,,,1.0,,,7.0,3.0,,,,1.0,,1.0,,True,2.0,,1.0,,,3.0,1.0,5.0,1.0,,,,,1.0,,,,,
13473375,away,Fortaleza,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,18,18,True,13.0,8.0,,,0.0,2.0,2.0,6.0,11.0,,,,,,,45.0,18.0,6.7,7.0,0.00494898,3,,,,,,1.0,1.0,2.0,,2.0,,,,1.0,0.3168,,2.0,,,,,,1.0,,,1.0,0.4547,1.0,,,,,,,1.0
13473375,away,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,10,10,True,9.0,7.0,1.0,,0.0,4.0,5.0,3.0,4.0,,2.0,,,,,23.0,11.0,6.6,2.0,0.0588061,0,,Calebe,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
13473375,away,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,True,23.0,21.0,2.0,1.0,0.0,5.0,7.0,16.0,16.0,,1.0,,,,,15.0,26.0,6.7,4.0,0.0258211,0,,,,2.0,1.0,,2.0,1.0,,,,,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
13473375,away,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,True,11.0,9.0,,,0.0,2.0,2.0,7.0,9.0,,1.0,,,,,15.0,16.0,6.8,4.0,0.0230553,0,,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Kervin Andrade,kervin-andrade,K. Andrade,F,10,163,2620,M,1117065,EUR,1113350400,F,77,77,True,4.0,2.0,1.0,1.0,0.0,,,2.0,4.0,,,,,,,9.0,12.0,6.5,6.0,0.00869368,0,,Kervin Andrade,,,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,
13473375,away,Fortaleza,Magrão,magrao,Magrão,G,15,197,179,M,1083070,EUR,958348800,G,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,Magrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Bruninho,bruninho,Bruninho,M,35,177,61,M,2104054,EUR,1118448000,M,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,Bruninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Dylan Borrero,dylan-borrero,D. Borrero,M,8,179,515,M,980933,EUR,1010188800,M,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473375,away,Fortaleza,Allanzinho,allanzinho,Allanzinho,M,19,178,301,M,988782,EUR,954806400,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
