match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_fouls,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_punches
10433849,away,Konyaspor,Endri Çekiçi,endri-cekici,E. Çekiçi,M,179,229,M,187153,EUR,848707200,M,23,23,False,8.0,7.0,3.0,2.0,2.0,2.0,5.0,6.0,3.0,2.0,2.0,,,,45.0,16.0,6.6,5.0,0,22,,,2.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
10433849,away,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,179,82,M,847782,EUR,746841600,M,14,14,False,15.0,12.0,,,6.0,9.0,6.0,6.0,4.0,4.0,1.0,,,,45.0,24.0,6.4,6.0,0,6,,1.0,5.0,1.0,,,1.0,,1.0,2.0,2.0,2.0,,,2.0,,,1.0,,,,,,,,,,,
10433849,away,Konyaspor,Zymer Bytyqi,zymer-bytyqi,Z. Bytyqi,M,176,255,M,226784,EUR,842400000,M,7,7,False,8.0,8.0,,,3.0,3.0,5.0,8.0,1.0,1.0,,,,,60.0,21.0,6.4,8.0,2,,3.0,1.0,3.0,,,,3.0,,,,2.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,
10433849,away,Konyaspor,Mame Biram Diouf,mame-biram-diouf,M. B. Diouf,F,185,388,M,22481,EUR,566611200,F,99,99,False,19.0,11.0,1.0,,5.0,6.0,6.0,13.0,8.0,4.0,1.0,,,,66.0,30.0,7.3,12.0,1,55,,2.0,6.0,,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,Mame,Biram Diouf,3.0,,,,,1.0,,1.0,,1.0,,
10433849,away,Konyaspor,Bruno Paz,bruno-paz,B. Paz,M,178,194,M,845821,EUR,893289600,M,80,80,True,18.0,16.0,2.0,1.0,6.0,7.0,10.0,11.0,8.0,3.0,1.0,,,,45.0,32.0,7.3,7.0,1,80,,,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,2.0,,,,,1.0,,,,,,
10433849,away,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,178,135,M,1063942,EUR,894844800,M,35,35,True,15.0,13.0,2.0,1.0,5.0,5.0,8.0,10.0,2.0,3.0,1.0,,,,45.0,23.0,6.6,4.0,2,35,,1.0,7.0,3.0,1.0,1.0,2.0,,,,,,1.0,,1.0,Ogulcan Ülgün,,3.0,1.0,,1.0,,,,,,,,
10433849,away,Konyaspor,Amilton da Silva,amilton-da-silva,A. d. Silva,M,172,45,M,803148,EUR,618883200,F,93,93,True,7.0,6.0,,,1.0,1.0,5.0,8.0,2.0,1.0,,,,,30.0,19.0,6.6,10.0,1,89,2.0,,5.0,1.0,,,4.0,1.0,,1.0,4.0,2.0,,,,,,1.0,1.0,,,,,,,,,,
10433849,away,Konyaspor,Muhammet Demir,muhammet-demir,M. Demir,F,180,108,M,43543,EUR,695001600,F,9,9,True,11.0,8.0,1.0,1.0,2.0,2.0,6.0,9.0,2.0,1.0,,,,,24.0,14.0,6.7,4.0,0,99,,2.0,3.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10433849,away,Konyaspor,Robert Murić,robert-muric,R. Murić,M,182,210,M,283853,EUR,826588800,M,11,11,True,3.0,2.0,,,,,2.0,3.0,,2.0,,,,,10.0,6.0,6.1,3.0,0,,,,3.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,
10433849,away,Konyaspor,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,190,42,M,997705,EUR,801792000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433849,away,Konyaspor,Kahraman Demirtaş,kahraman-demirtas,K. Demirtaş,D,184,25,M,845313,EUR,762480000,D,20,20,True,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433849,away,Konyaspor,Yasir Subaşı,yasir-subasi,Y. Subaşı,D,180,51,M,796555,EUR,820454400,D,3,3,True,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433849,away,Konyaspor,Ahmet Karademir,karademir-ahmet,A. Karademir,F,173,37,M,1091506,EUR,1080864000,M,88,88,True,,,,,,,,,,,,,,,,,,,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433849,away,Konyaspor,Uche Ikpeazu,uche-ikpeazu,U. Ikpeazu,F,190,726,M,368128,EUR,793929600,F,29,29,True,,,,,,,,,,,,,,,,,,,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
