match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_totalCross,stat_accurateCross,captain,stat_shotOffTarget,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_errorLeadToAShot
10909913,home,Sheffield Wednesday,Cameron Dawson,cameron-dawson,C. Dawson,G,1,193,32,M,329425,EUR,805075200,G,25,25,False,33.0,15.0,30.0,12.0,7.0,8.0,8.0,25.0,2.0,2.0,8.0,1.0,4.0,6.0,4.0,2.0,90.0,43.0,7.2,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Dominic Iorfa,dominic-iorfa,D. Iorfa,D,6,188,73,M,544812,EUR,803952000,D,6,6,False,20.0,13.0,4.0,,11.0,13.0,2.0,7.0,3.0,1.0,5.0,,,,,,90.0,46.0,7.4,9.0,0,2.0,12.0,1.0,5.0,2.0,9.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Mark McGuinness,mark-mcguinness,M. McGuinness,D,25,193,237,M,988343,EUR,978652800,D,34,34,False,22.0,18.0,3.0,1.0,16.0,18.0,2.0,4.0,3.0,,6.0,,,,,,90.0,45.0,7.6,4.0,0,5.0,6.0,,15.0,1.0,1.0,1.0,,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Reece James,reece-james,R. James,D,6,182,57,M,339603,EUR,752630400,D,33,33,False,24.0,17.0,3.0,,15.0,18.0,3.0,8.0,2.0,1.0,8.0,,,,,,90.0,40.0,6.5,9.0,0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Liam Palmer,liam-palmer,L. Palmer,D,2,188,83,M,104857,EUR,685238400,M,2,2,False,14.0,6.0,2.0,,4.0,7.0,2.0,8.0,4.0,1.0,2.0,,,,,,88.0,26.0,6.6,11.0,1,1.0,4.0,,,1.0,2.0,2.0,1.0,2.0,,,1.0,,1.0,,True,1.0,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,George Byers,george-byers,G. Byers,M,7,180,51,M,787586,EUR,833328000,M,14,14,False,19.0,13.0,2.0,1.0,7.0,8.0,6.0,11.0,9.0,1.0,5.0,,,,,,89.0,35.0,7.1,8.0,0,,9.0,1.0,2.0,,7.0,1.0,1.0,2.0,George,Byers,5.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Will Vaulks,will-vaulks,W. Vaulks,M,4,180,83,M,254849,EUR,747878400,M,4,4,False,22.0,13.0,7.0,4.0,7.0,9.0,6.0,14.0,4.0,1.0,5.0,,,,,,90.0,43.0,7.1,12.0,0,1.0,8.0,2.0,6.0,2.0,5.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Marvin Johnson,marvin-johnson,M. Johnson,M,28,178,56,M,222188,EUR,660009600,M,18,18,False,15.0,8.0,5.0,2.0,5.0,9.0,4.0,8.0,,,2.0,,,,,,90.0,33.0,6.9,11.0,1,1.0,3.0,,2.0,2.0,2.0,2.0,,,Marvin,Johnson,,,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,
10909913,home,Sheffield Wednesday,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,F,17,17,False,4.0,3.0,1.0,,1.0,2.0,2.0,2.0,3.0,,1.0,,,,,,45.0,11.0,6.5,4.0,0,,2.0,,,1.0,2.0,,,2.0,,,1.0,,,,,,1.0,,2.0,,,1.0,,,,,,,,
10909913,home,Sheffield Wednesday,Josh Windass,josh-windass,J. Windass,M,10,175,474,M,340621,EUR,758073600,F,11,11,False,12.0,10.0,1.0,1.0,3.0,4.0,7.0,8.0,7.0,1.0,1.0,,,,,,89.0,24.0,8.4,5.0,5,,3.0,,,,2.0,,1.0,1.0,,,3.0,,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,,
10909913,home,Sheffield Wednesday,Michael Smith,michael-smith,M. Smith,F,24,193,106,M,112761,EUR,687657600,F,24,24,False,16.0,9.0,,,5.0,7.0,4.0,10.0,11.0,,2.0,,,,,,88.0,28.0,7.2,11.0,1,2.0,4.0,2.0,1.0,1.0,2.0,1.0,,4.0,,,4.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,
10909913,home,Sheffield Wednesday,Dennis Adeniran,dennis-adeniran,D. Adeniran,M,35,180,43,M,826147,EUR,915235200,M,8,8,True,8.0,5.0,1.0,,2.0,5.0,3.0,3.0,3.0,2.0,4.0,,,,,,45.0,15.0,6.9,4.0,1,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,1.0,,
10909913,home,Sheffield Wednesday,Jack Hunt,jack-hunt,J. Hunt,D,32,175,26,M,73586,EUR,660441600,D,32,32,True,,,,,,,,,1.0,,,,,,,,10.0,3.0,6.6,,0,,,,2.0,,,,,,Jack,Hunt,1.0,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Callum Paterson,callum-paterson,C. Paterson,F,13,183,173,M,250211,EUR,782006400,F,13,13,True,2.0,,,,,,,2.0,1.0,,,,,,,,10.0,4.0,6.6,3.0,0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Tyreeq Bakinson,tyreeq-bakinson,T. Bakinson,M,15,185,31,M,839831,EUR,884217600,M,19,19,True,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Mallik Wilks,mallik-wilks,M. Wilks,F,10,183,107,M,863401,EUR,913680000,F,7,7,True,1.0,,1.0,,,,,1.0,,,2.0,,,,,,1.0,2.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,David Stockdale,david-stockdale,D. Stockdale,G,,191,11,M,19755,EUR,496022400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,David,Stockdale,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Akin Famewo,akin-famewo,A. Famewo,D,23,180,72,M,999810,EUR,910569600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Jaden Brown,jaden-brown,J. Brown,M,,175,21,M,826132,EUR,917136000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909913,home,Sheffield Wednesday,Alex Mighten,alex-mighten,A. Mighten,F,77,171,205,M,992044,EUR,1018483200,F,45,45,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909913,away,Newcastle United,Martin Dúbravka,martin-dubravka,M. Dúbravka,G,1,190,3069,M,42209,EUR,600825600,G,1,1,False,27.0,23.0,5.0,1.0,23.0,24.0,,3.0,,,3.0,1.0,1.0,2.0,,,90.0,32.0,6.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
