match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_interceptionWon,stat_aerialWon,stat_challengeLost,stat_totalCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,player_sofascoreId,stat_punches,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goalAssist
10433855,away,Galatasaray,Emin Bayram,emin-bayram,E. Bayram,D,193,768,M,997153,EUR,1049241600,D,40,40,False,,79.0,69.0,7.0,4.0,39.0,43.0,30.0,36.0,9.0,14.0,1.0,,,,,,90.0,93.0,7.9,11.0,3,,,40,1.0,5.0,2.0,1.0,4.0,2.0,,,2.0,4.0,,,2.0,,3.0,,1.0,,,1.0,,,,,,,,
10433855,away,Galatasaray,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,176,74,M,190191,EUR,807840000,D,13,13,False,,47.0,40.0,4.0,2.0,16.0,16.0,24.0,35.0,2.0,8.0,1.0,,,,,,90.0,72.0,7.7,15.0,1,,,33,1.0,5.0,4.0,1.0,1.0,,,1.0,1.0,,,4.0,,,1.0,1.0,2.0,,,1.0,,,,,,,1.0,
10433855,away,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,168,8760,M,754794,EUR,823996800,M,5,5,False,,68.0,64.0,11.0,9.0,18.0,19.0,46.0,49.0,5.0,7.0,2.0,,,,,,89.0,76.0,7.6,4.0,2,,,34,,1.0,,,3.0,2.0,,3.0,1.0,,,,1.0,1.0,1.0,,,,,,ltorreira34,,,,,,,
10433855,away,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,181,1610,M,991493,EUR,707443200,M,27,27,False,,69.0,60.0,8.0,8.0,18.0,19.0,46.0,59.0,7.0,3.0,1.0,,,,,,90.0,94.0,8.9,16.0,6,,,27,,1.0,1.0,,4.0,3.0,1.0,5.0,,1.0,,9.0,3.0,1.0,,,2.0,1.0,,2.0,,,4.0,1.0,,,,
10433855,away,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,177,3712,M,800411,EUR,835920000,M,26,26,False,,24.0,18.0,,,5.0,5.0,14.0,23.0,1.0,7.0,,,,,,,84.0,40.0,7.6,11.0,5,,,7,,2.0,1.0,1.0,,,,3.0,1.0,,,4.0,1.0,2.0,,1.0,2.0,1.0,,2.0,MRashica,,1.0,1.0,1.0,,,1.0
10433855,away,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,169,10127,M,32493,EUR,547257600,M,10,10,False,,23.0,18.0,,,5.0,5.0,15.0,23.0,5.0,4.0,2.0,,,,,,75.0,42.0,7.7,12.0,5,,,,,5.0,,,1.0,1.0,1.0,4.0,,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,,,1.0,driesmertens,,2.0,1.0,1.0,,,
10433855,away,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,173,24917,M,903324,EUR,908928000,M,7,7,False,,10.0,8.0,1.0,,2.0,2.0,6.0,8.0,2.0,3.0,1.0,,,,,,45.0,24.0,6.4,8.0,0,,,9,,4.0,,,,,4.0,1.0,1.0,,,,,,2.0,1.0,2.0,1.0,,,KAktürkoğlu,,,,,,,
10433855,away,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,181,38623,M,233114,EUR,730080000,F,99,99,False,,13.0,9.0,,,2.0,2.0,7.0,11.0,4.0,,,,,,,,84.0,22.0,7.3,4.0,3,,,9,,,1.0,,1.0,,,3.0,,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,MauroIcardi,,,,,,,
10433855,away,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,186,13210,M,904096,EUR,959040000,F,53,53,True,,15.0,12.0,1.0,,2.0,3.0,10.0,16.0,1.0,5.0,,,,,,,45.0,26.0,6.5,9.0,1,,,53,3.0,5.0,1.0,,1.0,1.0,,1.0,,,,4.0,,1.0,,1.0,1.0,,,,barisalperyilmaz,,,,,,,
10433855,away,Galatasaray,Juan Mata,juan-mata,J. Mata,M,170,3301,M,28367,EUR,578188800,M,64,64,True,,12.0,10.0,1.0,1.0,3.0,3.0,7.0,9.0,1.0,2.0,1.0,,,,,,15.0,20.0,7.2,3.0,5,,,64,,2.0,,,,,,,,,1.0,,,3.0,1.0,,,,,2.0,,,,,1.0,,1.0,
10433855,away,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,173,9047,M,857738,EUR,962928000,F,11,11,True,,2.0,2.0,,,,,3.0,3.0,,1.0,,,,,,,10.0,4.0,6.6,1.0,0,,,11,,,,,,,1.0,,,,,1.0,,,,,,,,,yunusakgun17,,1.0,,,,,
10433855,away,Galatasaray,Bafetimbi Gomis,bafetimbi-gomis,B. Gomis,F,184,1063,M,3530,EUR,492134400,F,18,18,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,10.0,6.0,6.6,2.0,0,,,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,
10433855,away,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,186,2127,M,992912,EUR,885686400,M,22,22,True,,9.0,9.0,,,4.0,4.0,5.0,5.0,,,,,,,,,1.0,9.0,,,0,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433855,away,Galatasaray,Okan Kocuk,okan-kocuk,O. Koçuk,G,187,289,M,190179,EUR,806803200,G,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433855,away,Galatasaray,Metehan Baltacı,metehan-baltaci,M. Baltacı,D,189,2121,M,997155,EUR,1036281600,D,90,90,True,,,,,,,,,,,,,,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433855,away,Galatasaray,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,175,555,M,74577,EUR,651888000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433855,away,Galatasaray,Fredrik Midtsjø,fredrik-midtsjo,F. Midtsjø,M,176,251,M,98198,EUR,745027200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433855,away,Galatasaray,Haris Seferović,haris-seferovic,H. Seferović,F,189,999,M,50899,EUR,698716800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
