match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_clearanceOffLine,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_hitWoodwork,player_sofascoreId
12116991,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,24.0,16.0,20.0,12.0,9.0,9.0,7.0,15.0,9.0,2.0,4.0,90.0,29.0,7.3,8.0,0.00105971,0,0.2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116991,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,34.0,27.0,2.0,1.0,9.0,10.0,18.0,25.0,3.0,,,90.0,49.0,6.7,10.0,0.0213342,0,,True,1.0,6.0,2.0,10.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116991,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,31.0,22.0,10.0,3.0,15.0,16.0,7.0,15.0,1.0,,,90.0,40.0,7.2,9.0,0.023205,1,,,,2.0,3.0,2.0,4.0,,,3.0,,,1.0,1.0,2.0,1.0,0.0265,0.0194,,,,,,,,,,,,,,,,,,,,,,
12116991,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,24.0,23.0,1.0,1.0,13.0,14.0,10.0,10.0,5.0,,,90.0,36.0,7.4,1.0,0.00261495,2,,,,2.0,1.0,5.0,3.0,2.0,,4.0,1.0,1.0,,,1.0,1.0,0.0813,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12116991,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,18.0,15.0,4.0,2.0,3.0,3.0,12.0,16.0,2.0,,,67.0,28.0,6.8,7.0,0.00593642,2,,,1.0,,,1.0,2.0,,,,1.0,,,,,,0.1902,,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12116991,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,20.0,14.0,2.0,1.0,5.0,5.0,12.0,21.0,6.0,,,79.0,37.0,6.9,13.0,0.0965529,3,,,6.0,1.0,,7.0,,2.0,,,,3.0,3.0,,,,0.0383,,1.0,,,,1.0,2.0,3.0,,,3.0,,,,,,,,,,,,
12116991,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,20.0,12.0,3.0,1.0,5.0,9.0,7.0,13.0,4.0,,,67.0,33.0,6.7,12.0,0.00527672,0,,,2.0,,1.0,4.0,4.0,1.0,,1.0,,1.0,,,,3.0,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,
12116991,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,32.0,28.0,2.0,2.0,11.0,11.0,17.0,22.0,5.0,,,90.0,45.0,7.2,7.0,0.017767,3,,,1.0,1.0,,5.0,4.0,3.0,,1.0,,,,1.0,,3.0,0.1449,0.4678,1.0,,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
12116991,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,M,6,6,False,30.0,21.0,2.0,,8.0,12.0,13.0,20.0,5.0,,,90.0,55.0,7.1,16.0,0.00749431,0,,,2.0,,3.0,4.0,9.0,,,2.0,3.0,,1.0,,,3.0,,,,,2.0,1.0,4.0,,1.0,,,,2.0,2.0,,,,,,,,,,
12116991,home,Fortaleza,Imanol Machuca,imanol-machuca,I. Machuca,F,7,169,1281,M,974698,EUR,947894400,F,39,39,False,18.0,14.0,,,6.0,9.0,8.0,12.0,4.0,,,64.0,30.0,6.1,14.0,0.0834205,0,,,3.0,1.0,,8.0,,1.0,,,,,1.0,,,,,,,,,,5.0,,1.0,,,,1.0,,,,,,,,,,,
