match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_challengeLost,captain,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_fouls,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_aerialWon,stat_shotOffTarget,stat_unsuccessfulTouch,player_sofascoreId,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10408308,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,24.0,16.0,20.0,12.0,5.0,5.0,11.0,19.0,1.0,8.0,2.0,5.0,90.0,35.0,7.4,10.0,0.0,0.0,0.00483166,0,0.2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408308,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,D,15,15,False,23.0,18.0,3.0,1.0,4.0,5.0,14.0,20.0,2.0,7.0,,,90.0,47.0,7.0,10.0,0.0,0.0,0.00861903,0,,,,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408308,home,Osasuna,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,23,23,False,23.0,21.0,1.0,,19.0,20.0,2.0,3.0,9.0,2.0,,,90.0,34.0,6.7,2.0,0.0,0.0,0.00103372,0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408308,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,6.0,1.0,,,0.0,0.0,0.00017528,0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
10408308,home,Osasuna,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,20,20,False,36.0,30.0,7.0,3.0,18.0,21.0,13.0,16.0,1.0,10.0,,,90.0,46.0,6.7,7.0,0.0311,0.0185,0.144682,1,,,,1.0,5.0,2.0,,,,,,2.0,1.0,,3.0,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,
10408308,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,38.0,28.0,5.0,2.0,9.0,11.0,20.0,35.0,1.0,8.0,,,85.0,55.0,6.9,18.0,0.0,0.0,0.35161,0,,,,8.0,7.0,3.0,,1.0,,,1.0,3.0,3.0,,3.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10408308,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,38.0,31.0,4.0,3.0,13.0,14.0,18.0,24.0,4.0,8.0,,,90.0,50.0,6.7,10.0,0.0176,0.0,0.0106778,1,,,,,4.0,6.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,5.0,1.0,2.0,,,,,,,,,
10408308,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,22,22,False,43.0,36.0,,,11.0,12.0,25.0,31.0,1.0,6.0,,,90.0,60.0,6.4,14.0,0.0,0.0,0.38319,0,,,,,11.0,6.0,6.0,1.0,1.0,,1.0,1.0,1.0,3.0,3.0,,,1.0,,1.0,5.0,,,1.0,,1.0,,,,,,,,,
10408308,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,False,16.0,11.0,,,2.0,2.0,9.0,16.0,,2.0,,,69.0,26.0,7.1,10.0,0.0319,0.0,0.608904,1,,,,2.0,6.0,4.0,,4.0,2.0,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,
10408308,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,10.0,9.0,,,2.0,2.0,7.0,8.0,,4.0,,,69.0,26.0,8.7,6.0,1.3933,1.3682,0.0162041,5,,,,,10.0,7.0,1.0,3.0,2.0,,,2.0,1.0,1.0,,,,4.0,3.0,4.0,,,,2.0,2.0,3.0,budimir_ante,2.0,,,,,,,
10408308,home,Osasuna,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,F,12,12,False,21.0,17.0,,,6.0,6.0,13.0,19.0,,3.0,,,85.0,49.0,7.5,13.0,0.2703,0.1587,0.051072,5,,,,4.0,1.0,7.0,,5.0,4.0,,,3.0,1.0,,,,2.0,,3.0,,,,,,1.0,3.0,ez_abde,,1.0,1.0,,,,,
10408308,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,True,27.0,22.0,3.0,2.0,18.0,20.0,4.0,7.0,6.0,2.0,,,84.0,40.0,6.7,5.0,0.0,0.0,0.00082151,0,,,,,2.0,3.0,,,,,,1.0,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,
10408308,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,True,4.0,3.0,,,,1.0,3.0,3.0,1.0,1.0,,,21.0,10.0,6.5,3.0,0.0,0.0,0.00169161,0,,,,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,
10408308,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,F,9,9,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,,21.0,9.0,6.4,4.0,0.055,0.0,0.0003664,1,,,,,4.0,3.0,1.0,4.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,2.0,,,,,
