match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork
14572822,home,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,194,M,110777,EUR,736128000,G,1,1,False,41.0,32.0,13.0,5.0,0.0,29.0,34.0,3.0,7.0,1.0,5.0,1.0,3.0,1.0,90.0,47.0,6.5,9.0,0.00067814,80.046283786929,15.0,63.735,5.985,0.3008,0,-0.0511,0.05,0.05,-0.11,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3927,M,1134470,EUR,1009756800,D,77,77,False,38.0,33.0,3.0,1.0,1.0,20.0,23.0,13.0,15.0,7.0,7.0,,,,90.0,70.0,7.1,10.0,0.00930682,45.609665535092,7.0,16.8,10.08,,1,,0.02,0.03,0.33,,z.elouahdi,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0155,1.0,-0.06,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,236,M,935309,EUR,952992000,D,3,3,False,46.0,42.0,2.0,,0.0,38.0,40.0,4.0,6.0,11.0,3.0,,,,90.0,64.0,6.9,4.0,0.00337913,58.153648814974,10.0,12.075,9.66,,0,,0.1,0.03,0.23,,,2.0,3.0,,,,,,,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
14572822,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,967,M,1392905,EUR,1073174400,D,6,6,False,65.0,59.0,8.0,4.0,0.0,53.0,54.0,6.0,11.0,2.0,6.0,,,,90.0,71.0,6.6,6.0,0.00637188,129.84658450301,22.0,77.07,16.065,,0,,0.1,0.09,-0.1,,,1.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
14572822,home,KRC Genk,Yaimar Medina,Yaimar Medina,,yaimar-medina,Y. Medina,D,19,178,1169,M,1106546,EUR,1099612800,D,19,19,False,67.0,57.0,4.0,,0.0,46.0,52.0,11.0,15.0,2.0,4.0,,,,89.0,94.0,6.5,18.0,0.0187513,136.88260699976,19.0,76.125,15.645,,0,,-0.02,0.18,-0.15,,,6.0,6.0,1.0,1.0,,,,,4.0,2.0,1.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
14572822,home,KRC Genk,Patrik Hrošovský,,,patrik-hrosovsky,P. Hrošovský,M,17,172,364,M,198282,EUR,703900800,M,17,17,False,40.0,34.0,3.0,1.0,0.0,22.0,25.0,12.0,15.0,2.0,4.0,,,,89.0,57.0,6.5,12.0,0.00728366,146.80104037884,16.0,46.62,48.72,,1,,0.02,0.29,0.19,,,4.0,2.0,2.0,,,,,1.0,1.0,2.0,1.0,3.0,,,0.0956,,-0.26,1.0,,1.0,1.0,,1.0,0.094,,,,,,,,
14572822,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,435,M,801025,EUR,855187200,M,8,8,False,58.0,50.0,4.0,2.0,0.0,29.0,30.0,21.0,28.0,2.0,6.0,,,,90.0,76.0,7.0,13.0,0.150669,43.896145296097,10.0,4.83,5.67,,0,,0.34,0.0,-0.06,,,5.0,6.0,2.0,1.0,,,,1.0,1.0,2.0,,2.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,True,,,,,,,
14572822,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6602,M,1468744,EUR,1195430400,M,20,20,False,44.0,35.0,7.0,5.0,0.0,11.0,13.0,24.0,31.0,1.0,2.0,,,,90.0,75.0,7.4,23.0,0.167033,250.39626115317,24.0,125.895,24.15,,2,,0.1,0.5,-0.18,,,13.0,3.0,2.0,5.0,1.0,,,,5.0,,,3.0,1.0,4.0,0.1103,2.0,0.5,,1.0,3.0,5.0,1.0,2.0,0.6855,,1.0,,,,,,
14572822,home,KRC Genk,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186,542,M,845344,EUR,929404800,M,38,38,False,37.0,30.0,4.0,1.0,1.0,11.0,13.0,19.0,24.0,2.0,2.0,,,,75.0,46.0,6.6,9.0,0.0158017,149.88615398639,14.0,95.235,28.665,,3,,-0.04,0.17,0.17,,,3.0,2.0,,2.0,,,1.0,,1.0,,,,,,0.2352,2.0,-0.47,1.0,2.0,,,,2.0,0.4075,,,,,,,,
14572822,home,KRC Genk,Yira Collins Sor,,,yira-collins-sor,Y. C. Sor,F,14,174,385,M,985162,EUR,964396800,M,14,14,False,19.0,15.0,1.0,,0.0,10.0,10.0,5.0,9.0,1.0,3.0,,,,45.0,30.0,7.0,7.0,0.0859706,98.580254770193,6.0,93.135,30.03,,0,,0.09,0.32,0.23,,,5.0,5.0,1.0,3.0,2.0,,,,,2.0,1.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,
14572822,home,KRC Genk,Hyun-gyu Oh,,,hyun-gyu-oh,H. Oh,F,9,185,4457,M,1010634,EUR,987033600,F,9,9,False,19.0,16.0,3.0,2.0,0.0,8.0,8.0,8.0,11.0,,5.0,,,,75.0,26.0,8.0,3.0,0.016721,34.990505408948,6.0,7.35,9.87,,2,,0.07,0.15,0.17,,,2.0,4.0,,1.0,1.0,,1.0,,,2.0,2.0,,,1.0,0.1067,,0.51,1.0,1.0,,,,1.0,0.3345,,1.0,2.0,,,,,
14572822,home,KRC Genk,Noah Adedeji-Sternberg,Noah Adedeji-Sternberg,,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182,619,M,1512197,EUR,1119139200,F,32,32,True,14.0,13.0,,,0.0,8.0,8.0,5.0,6.0,,4.0,,,,45.0,31.0,7.7,3.0,0.159313,131.99986824993,14.0,67.41,12.915,,3,,0.36,0.54,0.24,,,4.0,8.0,1.0,5.0,4.0,,,,,3.0,3.0,,1.0,1.0,0.187,1.0,-0.55,2.0,,,,,1.0,0.0614,,,,2.0,,,,
14572822,home,KRC Genk,Nikolas Sattlberger,,,sattlberger-nikolas,N. Sattlberger,M,24,191,235,M,1086072,EUR,1074384000,M,24,24,True,5.0,4.0,,,0.0,2.0,3.0,2.0,2.0,,,,,,15.0,7.0,6.6,1.0,0.00070129,15.729033273922,2.0,-15.435,-6.09,,0,,0.08,0.0,0.13,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Robin Mirisola,,,robin-mirisola,R. Mirisola,F,29,182,303,M,1405446,EUR,1165536000,F,29,29,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,15.0,7.0,6.8,,0.0440233,49.614658247803,2.0,36.645,39.9,,1,,-0.07,0.38,0.17,,,1.0,2.0,,,,,1.0,,,,,,1.0,,0.1143,,-0.53,1.0,1.0,,,,,,,,,,,,,
14572822,home,KRC Genk,Adrian Palacios,,,palacios-adrian,A. Palacios,D,34,186,283,M,1393681,EUR,1086566400,D,34,34,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,1.0,3.0,,,0.0012568,,,,,,0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Ibrahima Sory Bangoura,,,ibrahima-sory-bangoura,I. S. Bangoura,M,21,190,620,M,1396027,EUR,1073260800,M,21,21,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,,,1.0,2.0,,1.0,0.00085961,4.3045389997072,1.0,0.42000000000001,0.42000000000001,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14572822,home,KRC Genk,Tobias Okiki Lawal,,,tobias-okiki-lawal,T. O. Lawal,G,26,195,270,M,990025,EUR,960336000,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Brent Stevens,Brent Stevens,,brent-stevens,B. Stevens,G,71,187,133,M,1138934,EUR,1060560000,G,71,71,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Josue Ndenge Kongolo,,,josue-ndenge-kongolo,J. N. Kongolo,D,44,184,310,M,1396029,EUR,1144886400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,986,M,1099462,EUR,1012780800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Ayumu Yokoyama,,,yokoyama-ayumu,A. Yokoyama,M,30,170,385,M,1105106,EUR,1046736000,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Aaron Bibout,,,bibout-aaron,A. Bibout,F,23,193,430,M,1502620,EUR,1094688000,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,home,KRC Genk,Jusef Erabi,,,jusef-erabi,J. Erabi,F,99,183,639,M,1106649,EUR,1055030400,F,99,99,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572822,away,Basel,Marwin Hitz,,,marwin-hitz,M. Hitz,G,1,193,373,M,37813,EUR,558921600,G,1,1,False,16.0,15.0,6.0,5.0,0.0,13.0,14.0,2.0,2.0,,10.0,4.0,5.0,,90.0,27.0,6.8,1.0,0.00043635,19.95676807351,3.0,-19.74,-4.305,0.4961,0,-0.4171,0.04,0.0,-0.14,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
14572822,away,Basel,Keigo Tsunemoto,,,keigo-tsunemoto,K. Tsunemoto,D,6,172,460,M,832979,EUR,908928000,D,6,6,False,35.0,30.0,1.0,1.0,0.0,17.0,17.0,13.0,18.0,5.0,2.0,,,,79.0,70.0,6.5,14.0,0.0335689,77.423017711593,8.0,-16.065,21.315,,0,,-0.1,0.04,-0.2,,,8.0,9.0,2.0,1.0,,,,1.0,2.0,4.0,2.0,1.0,2.0,2.0,,,,1.0,3.0,2.0,4.0,1.0,,,,,,,,,,
