match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,captain,stat_totalContest,stat_wonContest,stat_penaltyConceded,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork,stat_penaltyMiss
12437837,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,13,13,False,30.0,6.0,29.0,5.0,0.0,1.0,2.0,5.0,28.0,1.0,1.0,11.0,6.0,3.0,1.0,3.0,90.0,44.0,7.5,24.0,0.00297298,0,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437837,home,Leganés,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,797,M,842419,EUR,840412800,D,12,12,False,20.0,13.0,8.0,3.0,0.0,10.0,12.0,3.0,8.0,,3.0,5.0,,,,,90.0,41.0,7.1,10.0,0.0622096,0,,1.0,6.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437837,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186,271,M,377234,EUR,703728000,D,6,6,False,44.0,40.0,6.0,2.0,0.0,26.0,26.0,14.0,18.0,1.0,2.0,2.0,,,,,90.0,50.0,6.7,4.0,0.00690192,0,,,2.0,1.0,,3.0,1.0,,,2.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437837,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,22,22,False,31.0,30.0,3.0,2.0,0.0,24.0,24.0,6.0,7.0,4.0,5.0,1.0,,,,,90.0,45.0,8.8,1.0,0.0026811,1,,,,,,8.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0288,0.1349,,,,,,,,,,,,,,,
12437837,home,Leganés,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,D,5,5,False,35.0,32.0,6.0,4.0,0.0,21.0,23.0,11.0,13.0,1.0,3.0,3.0,,,,,72.0,49.0,7.3,6.0,0.00680101,0,,1.0,3.0,1.0,,3.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
12437837,home,Leganés,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,20,20,False,15.0,12.0,2.0,1.0,0.0,4.0,4.0,8.0,11.0,1.0,1.0,2.0,,,,,45.0,24.0,6.5,4.0,0.00321396,0,,1.0,4.0,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12437837,home,Leganés,Dani Raba,dani-raba,D. Raba,F,19,184,999,M,873947,EUR,814924800,M,10,10,False,17.0,15.0,,,1.0,6.0,7.0,10.0,14.0,1.0,7.0,3.0,,,,,80.0,33.0,7.5,7.0,0.0991683,2,,1.0,6.0,1.0,,,,1.0,1.0,3.0,,,,3.0,2.0,,3.0,,,,1.0,,0.1223,,4.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,,
12437837,home,Leganés,Yvan Neyou,yvan-neyou,Y. Neyou,M,5,180,972,M,869931,EUR,852249600,M,17,17,False,42.0,40.0,7.0,6.0,0.0,16.0,16.0,24.0,27.0,,1.0,1.0,,,,,90.0,50.0,6.9,4.0,0.011083,1,,,3.0,,1.0,3.0,,,,2.0,,,,1.0,1.0,,,,,,,,0.012,,1.0,,,,,,,1.0,,,,,,,
12437837,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172,3843,M,906065,EUR,981763200,M,8,8,False,31.0,25.0,2.0,,0.0,11.0,11.0,14.0,20.0,,4.0,2.0,,,,,90.0,42.0,6.9,9.0,0.0229888,0,,,3.0,1.0,,3.0,,1.0,1.0,2.0,,,,3.0,2.0,,1.0,,,,,,,,,,,,,2.0,1.0,,seydoubacisse32,,,,,,
12437837,home,Leganés,Juan Cruz,juan-cruz,J. Cruz,M,10,179,541,M,936234,EUR,956620800,M,11,11,False,19.0,12.0,3.0,1.0,0.0,5.0,6.0,7.0,16.0,,,3.0,,,,,90.0,37.0,6.7,13.0,0.00761117,3,,,2.0,1.0,,2.0,,,,,,,,1.0,,,,1.0,,,,,0.1459,0.099,3.0,1.0,,,,,,2.0,,,,,,,
