match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_errorLeadToAGoal,stat_penaltyConceded,stat_fouls,stat_accurateCross,captain,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_lastManTackle,stat_clearanceOffLine
14025052,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,1,1,False,26.0,17.0,13.0,4.0,0.0,15.0,18.0,2.0,8.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,90.0,36.0,7.2,10.0,0.00020116,7.0751172428448,1.0,0.21,0.21,0.6564,0,-0.7778,-0.01,0.0,-0.23,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025052,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3304,M,,1400650,EUR,1146441600,D,67,67,False,67.0,65.0,5.0,4.0,0.0,32.0,33.0,33.0,34.0,3.0,8.0,7.0,3.0,,,,,,,,90.0,91.0,7.7,4.0,0.253148,198.63175301653,21.0,85.155,23.31,,2,,0.59,0.1,-0.2,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,0.4825,48.262559300583,2.0,1.0,-0.58,,,,,,,,,,,,,,,,,
14025052,home,Newcastle United,Malick Thiaw,,,malick-thiaw,M. Thiaw,D,12,194,6237,M,MThiaw,1014286,EUR,997228800,D,12,12,False,37.0,33.0,3.0,3.0,0.0,22.0,23.0,11.0,14.0,1.0,1.0,1.0,3.0,,,,,,,,45.0,39.0,5.1,5.0,0.00288632,123.23238663471,16.0,85.155,21.945,,0,,0.01,0.08,-0.92,,,2.0,6.0,2.0,,,,,,,,1.0,,,22.48452447796,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,
14025052,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,61.0,53.0,9.0,4.0,0.0,30.0,32.0,23.0,29.0,,2.0,6.0,1.0,,,,,,,,76.0,74.0,6.7,8.0,0.0173938,132.62080688669,21.0,67.62,11.97,,1,,0.28,0.07,-0.13,,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,0.1192,,,,-0.12,,,1.0,,,,,,,,,,,,,,
14025052,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,3,3,False,71.0,61.0,6.0,3.0,0.0,24.0,29.0,37.0,42.0,1.0,2.0,2.0,3.0,,,,,,,,90.0,93.0,6.3,18.0,0.162346,213.58996536126,25.0,111.09,18.165,,0,,0.35,0.12,-0.56,,9.0,2.0,3.0,1.0,,,,,1.0,,,,1.0,,,,3.0,,,,,1.0,,,,,,,,,,,,,
14025052,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,72.0,64.0,4.0,3.0,1.0,22.0,23.0,42.0,49.0,1.0,4.0,1.0,2.0,,,,,,,,90.0,96.0,8.1,18.0,0.361815,227.55424876653,25.0,106.89,22.05,,1,,0.63,0.18,-0.27,,6.0,,7.0,3.0,,,,,,3.0,3.0,3.0,,0.7884,38.368717392474,2.0,5.0,0.32,,,,3.0,True,3.0,1.0,1.0,1.0,0.8974,,,,,,,
14025052,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,30.0,27.0,1.0,,0.0,12.0,12.0,15.0,18.0,,1.0,,2.0,,,,,,,,45.0,34.0,6.5,4.0,0.0101567,61.743648737014,10.0,23.1,7.035,,1,,0.07,0.06,-0.11,,,,,,,,,,1.0,,,1.0,1.0,0.0217,,,,-0.01,,,,,,,,,,,1.0,,,,,,
14025052,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,33.0,25.0,,,0.0,10.0,15.0,15.0,18.0,4.0,11.0,3.0,10.0,,,,,,,,90.0,56.0,7.4,13.0,0.0109897,173.04635175191,19.0,62.685,18.69,,3,,-0.23,0.38,-0.08,,,5.0,9.0,,,,,,,3.0,2.0,1.0,2.0,0.2464,30.03824399518,2.0,,0.39,,,2.0,,,1.0,4.0,2.0,1.0,0.9333,1.0,2.0,,,,,
14025052,home,Newcastle United,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,F,11,11,False,33.0,27.0,1.0,,0.0,10.0,12.0,17.0,21.0,1.0,5.0,3.0,3.0,1.0,,,,,,,90.0,58.0,8.6,17.0,0.0246038,202.75907441962,20.0,91.035,22.47,,4,,-0.36,0.49,-0.11,,8.0,1.0,7.0,,,,,,,1.0,1.0,1.0,1.0,0.2827,116.18232082143,7.0,,0.88,,,3.0,1.0,,1.0,4.0,3.0,2.0,0.7284,1.0,2.0,,,,,
14025052,home,Newcastle United,Nick Woltemade,,,nick-woltemade,N. Woltemade,F,27,198,55466,M,,980623,EUR,1013644800,F,27,27,False,9.0,7.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,1.0,,,,,,,,75.0,23.0,7.1,6.0,0.284585,43.711322648324,4.0,-17.22,8.61,,1,,-0.27,0.02,0.25,,,1.0,3.0,1.0,,,,1.0,1.0,1.0,,4.0,,0.1655,,,2.0,0.11,,,1.0,,,,,1.0,,0.3119,,,1.0,,,,
