match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,captain,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_bigChanceMissed
10570021,home,Shrewsbury Town,Marko Maroši,Marko,Maroši,marko-marosi,M. Maroši,G,33,190,48,M,359402,EUR,751334400,G,1,1,False,26.0,12.0,26.0,12.0,2.0,3.0,10.0,23.0,1.0,10.0,90.0,30.0,6.3,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Matthew Pennington,,,matthew-pennington,M. Pennington,D,28,185,46,M,371366,EUR,781401600,D,5,5,False,16.0,7.0,4.0,3.0,4.0,5.0,3.0,11.0,2.0,3.0,90.0,39.0,6.9,12.0,1,2.0,2.0,8.0,1.0,1.0,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Chey Dunkley,,,chey-dunkley,C. Dunkley,D,22,188,43,M,257983,EUR,697939200,D,22,22,False,20.0,11.0,2.0,,9.0,14.0,2.0,6.0,1.0,1.0,90.0,26.0,6.9,9.0,2,6.0,1.0,8.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Tom Flanagan,Tom,Flanagan,tom-flanagan,T. Flanagan,D,6,188,26,M,79694,EUR,695606400,D,33,33,False,10.0,5.0,2.0,,4.0,5.0,1.0,5.0,1.0,2.0,74.0,26.0,6.8,7.0,2,2.0,6.0,7.0,1.0,1.0,,5.0,2.0,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Rekeil Pyke,,,rekeil-pyke,R. Pyke,F,19,178,9,M,863649,EUR,873072000,M,15,15,False,6.0,3.0,,,2.0,2.0,1.0,4.0,2.0,1.0,45.0,11.0,6.6,5.0,0,2.0,2.0,3.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Luke Leahy,,,luke-leahy,L. Leahy,M,10,178,42,M,255013,EUR,722131200,M,3,3,False,22.0,14.0,2.0,,3.0,4.0,14.0,29.0,,4.0,90.0,50.0,7.9,22.0,1,2.0,3.0,7.0,,1.0,,4.0,3.0,1.0,1.0,1.0,,,,1.0,3.0,1.0,,True,11.0,3.0,6.0,,,,,,,,
10570021,home,Shrewsbury Town,Charlie Caton,,,charlie-caton,C. Caton,F,18,182,38,M,1009296,EUR,1038182400,M,19,19,False,4.0,2.0,1.0,,1.0,1.0,1.0,3.0,,1.0,73.0,8.0,6.3,3.0,1,,3.0,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,
10570021,home,Shrewsbury Town,Taylor Moore,,,taylor-moore,T. Moore,D,4,184,21,M,548190,EUR,863395200,M,6,6,False,14.0,8.0,3.0,1.0,5.0,7.0,3.0,7.0,1.0,6.0,90.0,20.0,6.6,6.0,0,1.0,4.0,4.0,1.0,,,1.0,1.0,2.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Jordan Shipley,Jordan,Shipley,jordan-shipley,J. Shipley,M,26,183,32,M,842101,EUR,875232000,M,26,26,False,16.0,10.0,3.0,,6.0,8.0,4.0,10.0,5.0,5.0,90.0,38.0,6.5,12.0,2,1.0,7.0,4.0,1.0,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,4.0,1.0,,2.0,,,,,,,,,,
10570021,home,Shrewsbury Town,Tom Bloxham,Tom Bloxham,,tom-bloxham,T. Bloxham,F,14,196,81,M,1067951,EUR,1067731200,F,18,18,False,8.0,5.0,,,5.0,6.0,,2.0,,,73.0,19.0,6.6,9.0,1,,5.0,2.0,,2.0,1.0,1.0,,1.0,2.0,,,1.0,,,3.0,,1.0,,,,1.0,,,,,,,,
10570021,home,Shrewsbury Town,Ryan Bowman,,,ryan-bowman,R. Bowman,F,,188,17,M,96514,EUR,691459200,F,9,9,False,7.0,4.0,,,2.0,3.0,2.0,4.0,,1.0,90.0,11.0,6.6,4.0,0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Julien Da Costa,Julien,Da Costa,julien-da-costa,J. D. Costa,D,96,182,32,M,788344,EUR,833328000,D,29,29,True,9.0,6.0,,,2.0,4.0,4.0,6.0,,2.0,45.0,13.0,6.2,5.0,0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,
10570021,home,Shrewsbury Town,Daniel Udoh,,,daniel-udoh,D. Udoh,F,23,188,138,M,836211,EUR,841363200,F,11,11,True,2.0,2.0,,,,,2.0,2.0,,1.0,17.0,4.0,6.5,1.0,0,,2.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,George Nurse,,,george-nurse,G. Nurse,D,21,181,17,M,960310,EUR,925430400,D,23,23,True,8.0,6.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,16.0,11.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
10570021,home,Shrewsbury Town,Tom Bayliss,,,tom-bayliss,T. Bayliss,M,8,183,32,M,890092,EUR,923356800,M,20,20,True,5.0,4.0,1.0,1.0,,,4.0,5.0,,,17.0,7.0,6.4,3.0,0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Jaden Bevan,Jaden Bevan,,jaden-bevan,J. Bevan,G,,188,1,M,1110658,EUR,1040342400,G,31,31,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Harry Burgoyne,Harry,Burgoyne,harry-burgoyne,H. Burgoyne,G,1,193,24,M,863200,EUR,851731200,G,13,13,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Kade Craig,Kade Craig,,kade-craig,K. Craig,D,,183,11,M,1162608,EUR,1039478400,D,27,27,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570021,home,Shrewsbury Town,Josh Barlow,Josh Barlow,,josh-barlow,J. Barlow,M,30,185,1,M,1211894,EUR,1074470400,M,30,30,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570021,away,Burnley,Bailey Peacock-Farrell,,,bailey-peacock-farrell,B. Peacock-Farrell,G,1,194,181,M,826259,EUR,846547200,G,15,15,False,53.0,37.0,17.0,3.0,35.0,40.0,2.0,13.0,,8.0,90.0,60.0,7.5,17.0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,
10570021,away,Burnley,Matthew Lowton,,,matthew-lowton,M. Lowton,D,,180,79,M,67507,EUR,613353600,D,2,2,False,120.0,110.0,12.0,8.0,65.0,69.0,46.0,52.0,2.0,2.0,90.0,145.0,8.1,10.0,1,2.0,2.0,6.0,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,
10570021,away,Burnley,Conrad Jaden Egan-Riley,,,cj-egan-riley,C. Egan-Riley,D,4,183,1106,M,1131448,EUR,1041465600,D,6,6,False,146.0,135.0,10.0,5.0,87.0,92.0,48.0,54.0,2.0,3.0,87.0,151.0,7.2,12.0,0,2.0,2.0,4.0,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,
10570021,away,Burnley,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183,244,M,166381,EUR,748224000,D,3,3,False,127.0,114.0,18.0,8.0,76.0,80.0,38.0,47.0,4.0,6.0,90.0,134.0,7.2,13.0,0,2.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10570021,away,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175,3615,M,914477,EUR,932688000,D,22,22,False,40.0,35.0,4.0,2.0,13.0,14.0,22.0,30.0,,3.0,90.0,60.0,6.8,11.0,0,,7.0,3.0,,1.0,,1.0,1.0,,3.0,,,1.0,,,1.0,3.0,2.0,,4.0,,,,,,2.0,,,,
10570021,away,Burnley,Samuel Bastien,,,samuel-bastien,S. Bastien,M,22,174,275,M,352964,EUR,843696000,M,26,26,False,58.0,52.0,2.0,1.0,25.0,26.0,27.0,32.0,,2.0,90.0,67.0,7.7,9.0,1,2.0,2.0,6.0,,1.0,1.0,4.0,3.0,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,
10570021,away,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,872,M,792122,EUR,828835200,M,24,24,False,91.0,82.0,8.0,4.0,43.0,46.0,39.0,45.0,4.0,3.0,90.0,100.0,6.8,11.0,0,1.0,2.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
10570021,away,Burnley,Manuel Benson,,,manuel-benson,M. Benson,M,14,166,3188,M,552632,EUR,859507200,M,17,17,False,38.0,37.0,4.0,4.0,11.0,11.0,27.0,29.0,,1.0,81.0,54.0,6.8,7.0,1,,4.0,6.0,,1.0,,,,5.0,,,1.0,,,,,,4.0,,2.0,1.0,1.0,,,,1.0,,,1.0,
10570021,away,Burnley,Darko Churlinov,,,darko-churlinov,D. Churlinov,M,17,180,491,M,876345,EUR,963273600,M,27,27,False,16.0,13.0,,,4.0,4.0,9.0,12.0,,2.0,66.0,32.0,6.1,12.0,1,,9.0,4.0,,4.0,,2.0,2.0,,,1.0,,,1.0,,1.0,1.0,6.0,,,,1.0,,,,2.0,,,,
10570021,away,Burnley,Jóhann Guðmundsson,,,johann-gudmundsson,J. Guðmundsson,M,,186,451,M,49805,EUR,656985600,M,7,7,False,28.0,27.0,1.0,1.0,10.0,10.0,18.0,19.0,,1.0,45.0,34.0,6.7,2.0,1,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0
10570021,away,Burnley,Ashley Barnes,,,ashley-barnes,A. Barnes,M,35,186,298,M,27028,EUR,625708800,F,10,10,False,19.0,9.0,,,2.0,4.0,7.0,15.0,1.0,1.0,90.0,33.0,6.7,15.0,0,2.0,12.0,3.0,,3.0,,1.0,1.0,,7.0,,,,2.0,,2.0,3.0,,True,,,,,,,,,,,
10570021,away,Burnley,Nathan Tella,,,nathan-tella,N. Tella,M,23,173,3092,M,920379,EUR,931132800,M,23,23,True,14.0,13.0,,,4.0,4.0,9.0,10.0,,,45.0,21.0,6.4,4.0,0,,4.0,1.0,,1.0,,,,1.0,2.0,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,
10570021,away,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,822,M,358394,EUR,819331200,M,8,8,True,18.0,18.0,,,10.0,10.0,8.0,8.0,,3.0,24.0,21.0,6.6,1.0,0,,2.0,1.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
