match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_wonTackle,stat_fouls,stat_challengeLost,stat_totalContest,stat_totalOffside,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_aerialWon,stat_errorLeadToAShot,stat_keyPass,stat_blockedScoringAttempt,stat_punches,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_lastManTackle,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed
14053746,home,PEC Zwolle,Tom de Graaff,Tom,de Graaff,tom-de-graaff,T. d. Graaff,G,16,193.0,174,M,1145525,EUR,1102636800,G,16,16,False,30.0,15.0,19.0,6.0,0.0,11.0,16.0,4.0,14.0,1.0,2.0,12.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,90.0,48.0,5.9,15.0,0.00066559,0.257,0,-1.6306,-0.1,-0.07,-0.47,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053746,home,PEC Zwolle,Olivier Aertssen,,,olivier-aertssen,O. Aertssen,D,3,185.0,170,M,1049446,EUR,1091836800,D,3,3,False,11.0,6.0,4.0,2.0,0.0,4.0,6.0,2.0,5.0,,,3.0,,,,,,,,45.0,15.0,6.0,7.0,0.00112643,,0,,0.03,0.01,-0.32,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14053746,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191.0,124,M,927155,EUR,922060800,D,28,28,False,37.0,30.0,5.0,,0.0,22.0,25.0,8.0,12.0,1.0,8.0,4.0,,,,,,,,90.0,54.0,6.1,9.0,0.00349039,,0,,0.0,0.04,-0.2,,1.0,2.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14053746,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,275,M,1005693,EUR,1045612800,D,4,4,False,23.0,19.0,4.0,1.0,0.0,17.0,19.0,2.0,4.0,3.0,7.0,4.0,3.0,,,,,,,90.0,36.0,5.9,5.0,0.00198851,,0,,-0.04,0.04,-0.67,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14053746,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181.0,187,M,803021,EUR,903830400,D,2,2,False,25.0,18.0,4.0,1.0,0.0,9.0,13.0,9.0,12.0,3.0,4.0,3.0,3.0,,,,,,,90.0,51.0,5.7,14.0,0.0195847,,0,,0.04,0.06,-0.55,,1.0,6.0,3.0,,2.0,3.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14053746,home,PEC Zwolle,Jan Faberski,Jan Faberski,,jan-faberski,J. Faberski,M,19,172.0,2630,M,1381819,EUR,1145664000,M,19,19,False,7.0,6.0,,,0.0,5.0,6.0,1.0,1.0,4.0,,4.0,2.0,,,,,,,69.0,16.0,6.6,3.0,0.00041096,,0,,-0.01,0.07,-0.14,,,2.0,,,1.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14053746,home,PEC Zwolle,Thijs Oosting,,,thijs-oosting,T. Oosting,M,25,176.0,134,M,876233,EUR,957225600,M,25,25,False,24.0,18.0,,,0.0,10.0,11.0,8.0,13.0,1.0,2.0,2.0,,,,,,,,69.0,35.0,6.2,12.0,0.0112788,,1,,0.01,0.04,-0.2,,1.0,4.0,,,2.0,,,4.0,,1.0,2.0,1.0,,1.0,1.0,0.0423,-0.13,,,,,,,,,,,,,,
14053746,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174.0,136,M,333571,EUR,787881600,M,30,30,False,25.0,19.0,1.0,,0.0,12.0,13.0,7.0,12.0,5.0,2.0,4.0,1.0,,,,,,,90.0,40.0,6.4,10.0,0.0185853,,0,,0.02,0.04,-0.22,,,3.0,,,,1.0,1.0,1.0,1.0,1.0,,4.0,,2.0,,,,True,1.0,1.0,,,,,,,,,,,
14053746,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,305,M,815080,EUR,754444800,M,35,35,False,25.0,23.0,1.0,,0.0,11.0,11.0,12.0,14.0,2.0,,,2.0,,,,,,,69.0,37.0,6.5,5.0,0.0159567,,2,,0.13,-0.02,-0.22,,,1.0,,,2.0,2.0,,1.0,1.0,,1.0,,,,2.0,0.0599,-0.04,,,,1.0,,,,,,,,,,
14053746,home,PEC Zwolle,Kaj de Rooij,Kaj,de Rooij,kaj-de-rooij,K. d. Rooij,F,22,184.0,125,M,927605,EUR,975110400,M,22,22,False,16.0,12.0,,,0.0,5.0,6.0,7.0,10.0,6.0,,3.0,1.0,,,,,,,84.0,33.0,6.6,13.0,0.0231047,,1,,-0.03,0.31,-0.17,,1.0,5.0,3.0,,3.0,,2.0,3.0,,2.0,,1.0,,1.0,,0.041,0.02,,2.0,,1.0,1.0,,,,,,,,,
