match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_shotOffTarget,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_challengeLost,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12624963,home,Al-Fateh,Péter Szappanos,,,peter-szappanos,P. Szappanos,G,1,194.0,332,M,803307,EUR,658540800.0,G,1,1,False,25.0,17.0,11.0,3.0,0.0,14.0,14.0,3.0,11.0,3.0,9.0,1.0,2.0,4.0,2.0,90.0,41.0,6.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200.0,D,15,15,False,8.0,8.0,,,0.0,4.0,4.0,4.0,5.0,,,,,,,17.0,11.0,6.5,2.0,0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Jason Denayer,,,jason-denayer,J. Denayer,D,,184.0,657,M,352664,EUR,804297600.0,D,64,64,False,54.0,49.0,5.0,2.0,0.0,41.0,43.0,8.0,11.0,2.0,2.0,,,,,90.0,64.0,6.9,5.0,0,,4.0,,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,39.0,34.0,9.0,5.0,0.0,22.0,22.0,12.0,17.0,4.0,3.0,,,,,90.0,52.0,6.9,5.0,2,,4.0,,1.0,1.0,2.0,5.0,,3.0,2.0,3.0,True,2.0,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400.0,D,12,12,False,21.0,19.0,2.0,2.0,0.0,10.0,11.0,9.0,10.0,1.0,5.0,,,,,87.0,33.0,6.5,7.0,0,,3.0,1.0,,,,4.0,,3.0,2.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,
12624963,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800.0,M,11,11,False,30.0,23.0,1.0,1.0,0.0,7.0,7.0,19.0,33.0,,3.0,,,,,90.0,56.0,6.8,23.0,2,10.0,4.0,,,,1.0,2.0,,,,2.0,,,2.0,,7.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,
12624963,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400.0,M,28,28,False,43.0,38.0,4.0,2.0,0.0,20.0,22.0,18.0,21.0,,4.0,,,,,90.0,58.0,7.3,8.0,3,,2.0,1.0,,1.0,1.0,8.0,,2.0,2.0,,,,,,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,1.0,,,,,
12624963,home,Al-Fateh,Suhayb Al-Zaid,Suhayb,Al-Zaid,suhayb-al-zaid,S. Al-Zaid,M,,175.0,122,M,1652171,EUR,1092268800.0,M,18,18,False,44.0,33.0,6.0,2.0,0.0,16.0,19.0,17.0,26.0,,2.0,,,,,87.0,52.0,6.4,13.0,0,1.0,3.0,,,,2.0,5.0,,3.0,1.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,
12624963,home,Al-Fateh,Lucas Zelarayán,Lucas,Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400.0,M,10,10,False,52.0,43.0,14.0,9.0,0.0,14.0,14.0,31.0,44.0,1.0,10.0,,,,,90.0,80.0,8.2,23.0,1,6.0,4.0,5.0,,,1.0,9.0,,2.0,2.0,1.0,,1.0,1.0,3.0,5.0,2.0,,,3.0,,4.0,,,,2.0,,,
12624963,home,Al-Fateh,Abdullah Al-Anazi,Abdullah Al-Anazi,,abdullah-al-anazi,A. Al-Anazi,F,94,179.0,42,M,1434206,EUR,1042934400.0,M,94,94,False,21.0,15.0,1.0,,0.0,5.0,7.0,10.0,15.0,,4.0,,,,,72.0,28.0,6.4,9.0,0,1.0,2.0,2.0,,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,
12624963,home,Al-Fateh,Faisal Al Abdulwahed,Faisal Al Abdulwahed,,faisal-al-abdulwahed,F. A. Abdulwahed,F,80,,16,M,1170502,EUR,1104278400.0,F,80,80,False,8.0,5.0,,,0.0,1.0,3.0,4.0,6.0,,2.0,,,,,45.0,15.0,6.4,7.0,0,1.0,6.0,,,5.0,1.0,1.0,,,,,,,,,3.0,,,,,1.0,,,,1.0,,,,
12624963,home,Al-Fateh,Ahmed Al-Julaydan,,,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000.0,D,42,42,True,37.0,29.0,2.0,1.0,1.0,16.0,20.0,14.0,21.0,,1.0,,,,,73.0,57.0,6.9,15.0,0,4.0,4.0,3.0,5.0,,,2.0,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,2.0,1.0,,,
12624963,home,Al-Fateh,Djaniny,,,djaniny,Djaniny,F,,190.0,371,M,975869,EUR,669513600.0,F,21,21,True,12.0,9.0,,,0.0,1.0,1.0,8.0,11.0,,,,,,,45.0,20.0,6.6,6.0,3,,6.0,2.0,,1.0,3.0,5.0,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,1.0,,,,
12624963,home,Al-Fateh,Amine Sbai,,,sbai-amine,A. Sbai,F,7,175.0,387,M,1392829,EUR,973382400.0,F,7,7,True,10.0,6.0,1.0,,0.0,3.0,3.0,4.0,8.0,,4.0,,,,,18.0,16.0,6.7,6.0,0,1.0,1.0,2.0,,,,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12624963,home,Al-Fateh,Hussain Al Zarie,Hussain Al Zarie,,hussain-al-zarie,H. A. Zarie,D,82,178.0,17,,1917051,EUR,1102896000.0,D,82,82,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,15.0,6.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Saad Al-Shurafa,Saad Al-Shurafa,,saad-al-shurafa,S. Al-Shurafa,F,49,,21,M,1494819,EUR,1098489600.0,F,49,49,True,,,,,0.0,,,,,,,,,,,15.0,1.0,6.5,1.0,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12624963,home,Al-Fateh,Waled Al Enazi,,,waled-al-enazi,W. A. Enazi,G,87,191.0,13,M,818123,EUR,836611200.0,G,55,55,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Amaar Al Dohaim,,,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200.0,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200.0,M,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624963,home,Al-Fateh,Othman Al-Othman,Othman Alothma,,othman-al-othman,O. Al-Othman,M,88,167.0,30,M,1096521,EUR,1050364800.0,M,88,88,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624963,away,Al-Riyadh,Milan Borjan,,,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600.0,G,82,82,False,39.0,24.0,27.0,12.0,0.0,18.0,19.0,6.0,20.0,2.0,9.0,,4.0,4.0,1.0,90.0,51.0,7.5,15.0,0,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,4.0,4.0
