match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goals,stat_errorLeadToAShot,stat_punches,stat_outfielderBlock
14025154,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,34.0,25.0,16.0,7.0,0.0,19.0,20.0,6.0,14.0,1.0,1.0,6.0,1.0,2.0,2.0,90.0,39.0,6.8,9.0,0.00859782,0.114,0,0.1089,0.11,0.0,-0.09,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025154,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,47.0,41.0,1.0,,0.0,19.0,19.0,22.0,28.0,8.0,,3.0,1.0,,,80.0,83.0,6.7,16.0,0.142898,,0,,0.06,0.19,-0.2,,4.0,1.0,5.0,2.0,1.0,1.0,7.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14025154,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,100.0,96.0,4.0,3.0,0.0,69.0,70.0,27.0,30.0,10.0,4.0,8.0,1.0,,,90.0,112.0,7.3,5.0,0.0179808,,1,,0.13,0.09,-0.08,,,1.0,2.0,,,,4.0,2.0,,1.0,,5.0,1.0,0.1007,-0.29,,,,,,,,,,,,,,,,
14025154,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,63.0,59.0,3.0,2.0,0.0,33.0,34.0,26.0,29.0,4.0,7.0,1.0,1.0,,,90.0,74.0,6.6,5.0,0.010253,,0,,0.04,0.11,-0.2,,,1.0,4.0,2.0,,,1.0,1.0,,1.0,,2.0,,,,True,,,,,,,,,,,,,,,
14025154,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,False,48.0,41.0,3.0,3.0,0.0,20.0,25.0,21.0,23.0,7.0,2.0,6.0,1.0,,,90.0,73.0,6.6,13.0,0.0493348,,3,,-0.1,0.1,-0.09,,3.0,4.0,8.0,,,,3.0,2.0,,3.0,,3.0,3.0,0.1275,-0.51,,1.0,,,,,,,,,,,,,,
14025154,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,mikelmerino,592010,EUR,835401600,M,23,23,False,20.0,18.0,1.0,,0.0,4.0,4.0,14.0,16.0,3.0,1.0,4.0,1.0,,,45.0,34.0,6.6,6.0,0.0287658,,0,,0.11,0.26,-0.03,,,2.0,4.0,,2.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14025154,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,martin_zubimendi,966837,EUR,917913600,M,36,36,False,60.0,56.0,3.0,2.0,0.0,19.0,20.0,37.0,40.0,1.0,1.0,3.0,,,,89.0,73.0,6.5,12.0,0.037306,,1,,0.21,0.2,-0.11,,3.0,3.0,5.0,1.0,,1.0,,,5.0,1.0,1.0,1.0,1.0,0.0562,-0.06,,,,1.0,,,,,,,,,,,,
14025154,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,90.0,87.0,8.0,8.0,0.0,39.0,39.0,48.0,51.0,3.0,1.0,6.0,,,,90.0,109.0,7.2,14.0,0.159718,,0,,0.18,0.26,-0.05,,9.0,2.0,4.0,1.0,,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,
14025154,home,Arsenal,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,F,20,20,False,16.0,10.0,2.0,1.0,0.0,3.0,5.0,7.0,11.0,,,2.0,,,,45.0,32.0,6.0,18.0,0.00648077,,2,,-0.19,0.26,-0.11,,5.0,,5.0,2.0,1.0,,,,3.0,,,,1.0,0.1548,-0.51,,2.0,,,,1.0,1.0,0.2447,,,,,,,,
14025154,home,Arsenal,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,VGyökeres,804508,EUR,896918400,F,14,14,False,11.0,6.0,1.0,,0.0,3.0,4.0,3.0,7.0,2.0,,3.0,,,,90.0,22.0,5.9,13.0,0.0106141,,0,,-0.49,-0.51,-0.01,,,2.0,5.0,,2.0,,,,5.0,,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,
