match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_goals,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_lastManTackle
12514196,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,35.0,23.0,24.0,12.0,0.0,19.0,22.0,4.0,13.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,43.0,7.0,12.0,0.00029315,0,0.1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514196,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,47.0,39.0,5.0,3.0,0.0,18.0,22.0,22.0,27.0,5.0,9.0,5.0,2.0,,,,,,,90.0,82.0,7.6,15.0,0.194196,1,,Dinis Pinto,,2.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.2172,2.0,,,,,,,,,,,,,,
12514196,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,67.0,56.0,11.0,4.0,0.0,39.0,43.0,17.0,24.0,5.0,5.0,3.0,,,,,,,,90.0,81.0,7.2,11.0,0.00847301,0,,,,,,3.0,5.0,,,,,,3.0,3.0,,,,1.0,,,True,5.0,1.0,,,,,,,,,,,
12514196,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,39.0,37.0,3.0,3.0,0.0,31.0,32.0,6.0,7.0,3.0,6.0,,,,,,,,,90.0,53.0,7.2,2.0,0.00323107,0,,,,,,,2.0,,,,,,3.0,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,
12514196,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,35.0,28.0,8.0,4.0,0.0,17.0,18.0,11.0,19.0,4.0,4.0,6.0,1.0,,,,,,,87.0,58.0,6.7,10.0,0.00565279,0,,,,2.0,,1.0,4.0,1.0,1.0,,,,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,
12514196,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,False,21.0,20.0,2.0,2.0,0.0,15.0,16.0,5.0,5.0,3.0,1.0,1.0,,,,,,,,62.0,33.0,6.6,3.0,0.00332233,0,,,,,,3.0,5.0,,,,,,,2.0,3.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,
12514196,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,66.0,58.0,10.0,7.0,0.0,39.0,41.0,19.0,25.0,1.0,2.0,5.0,,,,,,,,90.0,79.0,6.8,12.0,0.0216403,1,,,,,,,3.0,1.0,1.0,,,,,,,,2.0,,0.0154,,,,1.0,2.0,1.0,0.0452,,,,,,,,
12514196,home,Moreirense,Bernardo Martins,bernardo-martins,B. Martins,M,8,176,81,M,845811,EUR,881193600,M,20,20,False,26.0,21.0,2.0,1.0,0.0,11.0,12.0,10.0,14.0,4.0,2.0,3.0,2.0,,,,,,,62.0,39.0,6.4,11.0,0.0176713,0,,,,,,,5.0,3.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,3.0,,,1.0,,,,,,,
12514196,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,37.0,32.0,4.0,4.0,0.0,11.0,11.0,21.0,29.0,6.0,,2.0,3.0,,,,,,,90.0,53.0,7.5,12.0,0.0333961,1,,,,3.0,,1.0,4.0,3.0,2.0,,,,,,1.0,,1.0,,0.7884,1.0,,,1.0,1.0,1.0,0.6105,,1.0,,,,,,
12514196,home,Moreirense,Gabrielzinho,gabrielzinho,Gabrielzinho,M,30,171,484,M,870188,EUR,843955200,M,77,77,False,21.0,18.0,2.0,1.0,0.0,9.0,10.0,9.0,11.0,9.0,,6.0,4.0,,,,,,,87.0,39.0,7.4,6.0,0.0140157,2,,,,,,1.0,2.0,3.0,3.0,,1.0,,,,1.0,1.0,3.0,2.0,0.2798,,,1.0,,,1.0,0.1458,,,1.0,1.0,,,,
