match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,stat_accurateCross,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10437215,home,Forest Green Rovers,Luke McGee,,,luke-mcgee,L. McGee,G,1,188.0,20,M,769785,EUR,810000000,G,1,1,False,46.0,40.0,12.0,6.0,37.0,42.0,3.0,4.0,6.0,2.0,3.0,90.0,53.0,7.7,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437215,home,Forest Green Rovers,Dominic Bernard,,,dominic-bernard,D. Bernard,D,3,180.0,10,M,960237,EUR,859593600,D,3,3,False,57.0,55.0,5.0,4.0,39.0,40.0,16.0,17.0,3.0,,,90.0,65.0,7.0,4.0,0,True,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10437215,home,Forest Green Rovers,Oliver Casey,,,oliver-casey,O. Casey,D,4,188.0,39,M,1009707,EUR,977184000,D,5,5,False,65.0,53.0,12.0,6.0,52.0,55.0,1.0,10.0,5.0,,,90.0,71.0,6.8,12.0,0,,1.0,4.0,2.0,1.0,,,1.0,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10437215,home,Forest Green Rovers,Baily Cargill,,,baily-cargill,B. Cargill,D,6,192.0,18,M,369020,EUR,813542400,D,6,6,False,75.0,60.0,12.0,6.0,46.0,53.0,14.0,23.0,5.0,,,90.0,95.0,7.8,19.0,1,,2.0,1.0,5.0,,1.0,,2.0,1.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,
10437215,home,Forest Green Rovers,Corey O'Keeffe,Corey,O'Keeffe,corey-okeeffe,C. O'Keeffe,M,7,184.0,57,M,856713,EUR,897004800,M,2,2,False,32.0,23.0,2.0,1.0,9.0,11.0,14.0,21.0,,,,70.0,47.0,6.9,11.0,2,,1.0,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
10437215,home,Forest Green Rovers,David Davis,,,david-davis,D. Davis,M,26,173.0,10,M,97915,EUR,667008000,M,26,26,False,38.0,33.0,4.0,3.0,16.0,17.0,17.0,21.0,6.0,,,90.0,45.0,6.7,6.0,1,,2.0,7.0,4.0,5.0,,,,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,
10437215,home,Forest Green Rovers,Regan Hendry,,,regan-hendry,R. Hendry,M,24,176.0,27,M,847122,EUR,885340800,M,8,8,False,55.0,51.0,5.0,4.0,35.0,36.0,16.0,19.0,5.0,,,90.0,61.0,6.9,6.0,0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
10437215,home,Forest Green Rovers,Armani Little,,,armani-little,A. Little,M,8,175.0,29,M,920373,EUR,860198400,M,10,10,False,43.0,32.0,7.0,3.0,16.0,20.0,16.0,24.0,7.0,,,90.0,66.0,9.6,18.0,5,,1.0,4.0,10.0,,4.0,2.0,1.0,5.0,2.0,2.0,,1.0,,2.0,,1.0,1.0,,3.0,,4.0,,,1.0,1.0,2.0,,,,,,,
10437215,home,Forest Green Rovers,Kyle McAllister,,,kyle-mcallister,K. McAllister,M,7,175.0,57,M,869132,EUR,916876800,M,17,17,False,27.0,21.0,2.0,1.0,11.0,11.0,10.0,16.0,6.0,,,70.0,39.0,7.5,7.0,1,,,2.0,3.0,,2.0,1.0,2.0,2.0,2.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,
10437215,home,Forest Green Rovers,Josh March,Josh,March,josh-march,J. March,F,24,175.0,68,M,1014626,EUR,858643200,F,28,28,False,5.0,2.0,,,,1.0,2.0,4.0,,,,61.0,18.0,6.9,4.0,1,,1.0,4.0,5.0,1.0,,,3.0,2.0,2.0,,1.0,1.0,,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,
10437215,home,Forest Green Rovers,Reece Brown,,,reece-brown,R. Brown,M,10,175.0,28,M,284433,EUR,825811200,F,29,29,False,26.0,21.0,,,10.0,11.0,11.0,16.0,1.0,,,77.0,37.0,6.6,8.0,1,,,5.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,2.0,,,,,,1.0,,,1.0,,,,,,
10437215,home,Forest Green Rovers,Ben Stevenson,,,ben-stevenson,B. Stevenson,M,26,183.0,24,M,816806,EUR,859075200,M,7,7,True,15.0,14.0,1.0,,10.0,10.0,5.0,6.0,4.0,,,29.0,22.0,6.9,3.0,0,,,1.0,1.0,,,,,1.0,1.0,2.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,
10437215,home,Forest Green Rovers,Jacob Jones,,,jacob-jones,J. Jones,D,18,167.0,8,M,1005906,EUR,999648000,D,16,16,True,14.0,10.0,,,5.0,8.0,5.0,6.0,,,,20.0,27.0,6.7,8.0,1,,2.0,3.0,3.0,,1.0,,2.0,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,
10437215,home,Forest Green Rovers,Sean Robertson,,,sean-robertson,S. Robertson,D,19,,13,M,1020670,EUR,991785600,M,19,19,True,10.0,9.0,,,3.0,4.0,6.0,6.0,1.0,,,20.0,12.0,6.5,2.0,0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10437215,home,Forest Green Rovers,Harvey Bunker,,,harvey-bunker,H. Bunker,M,16,183.0,21,M,1005716,EUR,1050364800,M,27,27,True,12.0,10.0,1.0,1.0,9.0,11.0,1.0,1.0,,,,13.0,14.0,6.4,3.0,0,,1.0,2.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,
