match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_goalAssist,stat_fouls,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_bigChanceMissed,stat_goals,player_sofascoreId
11396251,home,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,False,30.0,22.0,11.0,4.0,22.0,24.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,90.0,37.0,6.1,8.0,0.00012102,0,-1.8664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396251,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,43.0,40.0,4.0,4.0,20.0,22.0,24.0,1.0,2.0,4.0,2.0,,,,90.0,62.0,6.6,10.0,0.0575442,0,,20.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11396251,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,33.0,27.0,3.0,3.0,21.0,24.0,9.0,2.0,3.0,7.0,7.0,1.0,,,90.0,45.0,6.8,7.0,0.422976,0,,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11396251,home,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,False,51.0,45.0,6.0,3.0,39.0,41.0,10.0,4.0,5.0,11.0,2.0,1.0,,,90.0,65.0,6.3,6.0,0.00374416,0,,6.0,,1.0,5.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
11396251,home,VfL Wolfsburg,Kevin Paredes,kevin-paredes,K. Paredes,M,40,175,775,M,1016810,EUR,1052265600,D,40,40,False,43.0,38.0,6.0,4.0,24.0,27.0,18.0,,7.0,3.0,6.0,4.0,,,86.0,64.0,6.7,8.0,0.0730736,1,,15.0,2.0,1.0,4.0,2.0,,,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.0305,,,,,,,,,,,,,,
11396251,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,37.0,32.0,2.0,2.0,11.0,11.0,29.0,1.0,4.0,2.0,4.0,,,,78.0,50.0,7.8,8.0,0.146838,3,,22.0,3.0,,1.0,,,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,0.2151,,,2.0,2.0,1.0,2.0,1.0,0.0649,,,,,,
11396251,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,29.0,21.0,1.0,,10.0,14.0,19.0,,4.0,2.0,5.0,2.0,,,87.0,49.0,6.2,16.0,0.212893,2,,12.0,4.0,1.0,6.0,1.0,,1.0,1.0,,4.0,1.0,,4.0,1.0,,0.171,,,2.0,1.0,,,,,2.0,,,,,
11396251,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,41.0,37.0,8.0,6.0,17.0,18.0,33.0,3.0,10.0,,3.0,6.0,,,90.0,66.0,7.7,10.0,0.394744,2,,24.0,10.0,2.0,4.0,,,1.0,2.0,1.0,,2.0,,2.0,4.0,1.0,0.081,,,,,,,,,1.0,True,2.0,,,
11396251,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,21.0,14.0,4.0,2.0,7.0,9.0,15.0,1.0,5.0,,3.0,,,,45.0,38.0,6.4,12.0,0.016024,2,,7.0,3.0,1.0,5.0,,2.0,,3.0,,,,,2.0,,1.0,0.2823,,,1.0,1.0,,1.0,,0.3665,,,,1.0,1.0,
11396251,home,VfL Wolfsburg,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,11,11,False,12.0,8.0,,,2.0,3.0,11.0,2.0,4.0,,,1.0,,,67.0,25.0,6.5,10.0,0.0039048,1,,6.0,2.0,1.0,4.0,,2.0,1.0,1.0,1.0,1.0,,,,,,0.1119,,,1.0,,,,,,1.0,,,,,
