match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,player_sofascoreId,captain,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_wasFouled,stat_aerialLost,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_hitWoodwork
11453039,home,Al-Shabab,Mustafa Malaika,mustafa-malaika,M. Malaika,G,1,184.0,41,M,818855,EUR,516931200,G,1,1,False,26.0,17.0,12.0,5.0,0.0,14.0,18.0,3.0,8.0,6.0,1.0,2.0,1.0,1.0,90.0,31.0,6.7,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453039,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,88,88,False,37.0,34.0,5.0,3.0,0.0,28.0,31.0,6.0,6.0,5.0,,,,,90.0,44.0,6.5,3.0,0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453039,home,Al-Shabab,Romain Saïss,romain-saiss,R. Saiss,D,29,190.0,7929,M,187729,EUR,638409600,D,14,14,False,49.0,42.0,11.0,6.0,0.0,32.0,35.0,10.0,14.0,4.0,,,,,90.0,73.0,7.3,8.0,3,1.0,5.0,,7.0,3.0,,,,,romain_saiss27,True,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11453039,home,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400,D,24,24,False,48.0,39.0,5.0,1.0,1.0,24.0,27.0,15.0,21.0,3.0,,,,,90.0,62.0,7.2,9.0,2,1.0,2.0,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11453039,home,Al-Shabab,Hamad Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,981158,EUR,926899200,M,2,2,False,34.0,25.0,2.0,,1.0,8.0,12.0,19.0,25.0,3.0,,,,,90.0,54.0,6.9,16.0,0,3.0,1.0,,,,,,Hamad,Al Yami,,,,3.0,,,,,,1.0,,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,
11453039,home,Al-Shabab,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175.0,1944,M,180059,EUR,719020800,M,6,6,False,52.0,48.0,1.0,1.0,0.0,32.0,33.0,16.0,19.0,5.0,,,,,89.0,62.0,6.8,4.0,0,6.0,8.0,5.0,,5.0,2.0,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
11453039,home,Al-Shabab,Ivan Rakitić,ivan-rakitic,I. Rakitić,M,,184.0,13051,M,7635,EUR,573955200,M,30,30,False,62.0,52.0,12.0,9.0,0.0,26.0,27.0,27.0,37.0,2.0,,,,,89.0,77.0,6.6,16.0,1,2.0,2.0,,,,,1.0,,,ivan_rakitic,,,1.0,,1.0,,2.0,,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,
11453039,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168.0,15,M,1152012,EUR,993340800,M,16,16,False,32.0,29.0,,,0.0,18.0,18.0,12.0,16.0,4.0,,,,,59.0,50.0,7.0,7.0,3,6.0,6.0,,,3.0,2.0,1.0,Hussain Alsebyani,,,,,2.0,1.0,,,,,2.0,2.0,2.0,2.0,1.0,,,2.0,1.0,,2.0,1.0,,,,,
11453039,home,Al-Shabab,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800,F,31,31,False,22.0,16.0,1.0,,0.0,5.0,7.0,11.0,15.0,2.0,,,,,86.0,33.0,7.8,8.0,5,2.0,4.0,1.0,,,,,,,,,2.0,1.0,2.0,1.0,,,,2.0,,,,,,1.0,,,,2.0,1.0,1.0,1.0,,,
11453039,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800,F,23,23,False,44.0,40.0,2.0,2.0,1.0,14.0,17.0,27.0,30.0,7.0,,,,,90.0,63.0,7.8,9.0,4,5.0,6.0,2.0,1.0,,,1.0,,,yannickferreiracarrasco,,,,,3.0,,,,2.0,1.0,6.0,3.0,1.0,,2.0,5.0,4.0,,1.0,,,1.0,,,
