match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_totalContest,stat_wonContest,captain,stat_punches,stat_outfielderBlock,stat_goalAssist,stat_goals
11401997,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,48.0,25.0,30.0,8.0,19.0,24.0,6.0,24.0,1.0,19.0,1.0,1.0,1.0,90.0,61.0,6.3,23.0,0.0121544,0,-0.6289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401997,home,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,D,23,23,False,21.0,14.0,6.0,4.0,13.0,14.0,1.0,8.0,4.0,1.0,,,,73.0,33.0,6.5,8.0,0.00084922,1,,eliano.r,1.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0398,,,,,,,,,,,,,,,,,,,,
11401997,home,PEC Zwolle,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,72.0,63.0,8.0,3.0,38.0,40.0,25.0,32.0,3.0,5.0,,,,90.0,83.0,7.1,11.0,0.0966689,2,,,,,1.0,1.0,,1.0,1.0,,,0.2823,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.5429,2.0,,,,,,,,,,
11401997,home,PEC Zwolle,Thomas Lam,,,thomas-lam,T. Lam,D,3,188,86,M,110934,EUR,756172800,D,13,13,False,79.0,72.0,7.0,5.0,50.0,52.0,22.0,27.0,13.0,3.0,,,,90.0,91.0,7.5,8.0,0.239303,1,,,,3.0,4.0,,1.0,3.0,1.0,,,0.0505,10.0,,,,4.0,1.0,,,,1.0,1.0,,,,,,,,,
11401997,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,15,15,False,68.0,56.0,8.0,,32.0,37.0,25.0,33.0,4.0,7.0,,,,90.0,90.0,6.8,17.0,0.0523677,0,,,2.0,,2.0,1.0,,,,2.0,1.0,,2.0,,,,,,2.0,,,1.0,,1.0,1.0,,,,,,,
11401997,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,M,6,6,False,63.0,50.0,4.0,,23.0,29.0,27.0,34.0,18.0,6.0,,,,90.0,83.0,7.5,13.0,0.0214004,2,,,,3.0,6.0,2.0,,5.0,4.0,2.0,2.0,0.1245,12.0,,,2.0,7.0,,,,,1.0,,,,,,,,,,
11401997,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,11,11,False,64.0,49.0,7.0,1.0,30.0,34.0,20.0,33.0,9.0,12.0,,,,90.0,88.0,6.8,25.0,0.0528299,2,,,3.0,4.0,14.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0549,4.0,,1.0,,3.0,,2.0,,0.3466,1.0,3.0,1.0,,3.0,1.0,,,,,
11401997,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,38.0,28.0,4.0,2.0,12.0,14.0,19.0,32.0,10.0,9.0,,,,90.0,72.0,7.4,20.0,0.156439,3,,,8.0,1.0,6.0,1.0,1.0,1.0,,3.0,1.0,0.1149,,,,2.0,1.0,1.0,2.0,,,3.0,3.0,3.0,,6.0,6.0,True,,,,
11401997,home,PEC Zwolle,Odysseus Velanas,Odysseus,Velanas,odysseus-velanas,O. Velanas,M,18,180,83,M,846003,EUR,897004800,M,18,18,False,25.0,20.0,3.0,1.0,8.0,9.0,12.0,21.0,3.0,4.0,,,,90.0,40.0,6.3,12.0,0.00945665,2,,,5.0,4.0,6.0,1.0,1.0,,,2.0,,0.2647,,1.0,,1.0,3.0,,,,,,1.0,,,1.0,1.0,,,,,
11401997,home,PEC Zwolle,Kaj de Rooij,Kaj,de Rooij,kaj-de-rooij,K. d. Rooij,F,22,184,124,M,927605,EUR,975110400,M,22,22,False,7.0,4.0,,,,1.0,4.0,7.0,2.0,,,,,20.0,11.0,6.6,5.0,0.00424567,0,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
11401997,home,PEC Zwolle,Lennart Thy,,,lennart-thy,L. Thy,F,9,184,263,M,109126,EUR,698976000,F,9,9,False,28.0,20.0,1.0,1.0,10.0,11.0,10.0,17.0,8.0,1.0,,,,90.0,36.0,7.2,9.0,0.15008,2,,,,2.0,2.0,,1.0,1.0,1.0,1.0,,0.1655,5.0,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,
11401997,home,PEC Zwolle,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184,93,M,807145,EUR,844041600,F,8,8,True,9.0,3.0,,,1.0,2.0,3.0,10.0,6.0,2.0,,,,53.0,27.0,6.9,11.0,0.00930104,1,,,3.0,,2.0,,,3.0,2.0,1.0,2.0,0.0167,2.0,,,1.0,2.0,1.0,2.0,,,,1.0,1.0,,,,,,,,
11401997,home,PEC Zwolle,Filip Krastev,,,filip-krastev,F. Krastev,M,10,178,1203,M,935556,EUR,1003104000,M,50,50,True,7.0,6.0,,,3.0,3.0,3.0,4.0,6.0,1.0,,,,17.0,20.0,7.0,4.0,0.0134949,1,,,,,2.0,1.0,,1.0,1.0,2.0,,0.0421,,,,1.0,1.0,,1.0,,,,,,,4.0,3.0,,,,,
