match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_errorLeadToAShot,stat_keyPass,stat_outfielderBlock,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded,stat_totalOffside,player_sofascoreId
12624928,home,Al-Fateh,Péter Szappanos,,,peter-szappanos,P. Szappanos,G,1,194.0,332,M,803307,EUR,658540800,G,1,1,False,22.0,19.0,7.0,4.0,0.0,18.0,18.0,1.0,4.0,2.0,9.0,2.0,3.0,5.0,1.0,2.0,2.0,90.0,38.0,7.7,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624928,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,15,15,False,33.0,27.0,4.0,2.0,0.0,16.0,17.0,11.0,18.0,6.0,6.0,,,,,,,89.0,61.0,6.9,13.0,0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12624928,home,Al-Fateh,Amaar Al Dohaim,,,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200,D,24,24,False,45.0,39.0,9.0,6.0,0.0,30.0,33.0,9.0,12.0,6.0,3.0,,,,,,,90.0,54.0,6.7,6.0,0,,3.0,3.0,3.0,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12624928,home,Al-Fateh,Jason Denayer,,,jason-denayer,J. Denayer,D,,184.0,657,M,352664,EUR,804297600,D,64,64,False,38.0,34.0,3.0,2.0,0.0,26.0,29.0,8.0,9.0,5.0,4.0,,,,,,,89.0,47.0,6.9,4.0,0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
12624928,home,Al-Fateh,Hussain Al Zarie,Hussain Al Zarie,,hussain-al-zarie,H. A. Zarie,D,82,178.0,17,,1917051,EUR,1102896000,D,82,82,False,28.0,24.0,1.0,,0.0,12.0,14.0,15.0,19.0,2.0,4.0,,,,,,,89.0,53.0,7.1,12.0,0,5.0,3.0,6.0,12.0,3.0,,,7.0,6.0,1.0,,,,1.0,,3.0,2.0,1.0,2.0,,,,,,,,,,,,
12624928,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,49.0,37.0,8.0,3.0,0.0,20.0,22.0,18.0,28.0,1.0,6.0,,,,,,,90.0,65.0,7.7,16.0,3,1.0,,11.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,
12624928,home,Al-Fateh,Suhayb Al-Zaid,Suhayb,Al-Zaid,suhayb-al-zaid,S. Al-Zaid,M,,175.0,122,M,1652171,EUR,1092268800,M,18,18,False,47.0,38.0,3.0,2.0,0.0,16.0,19.0,22.0,28.0,,5.0,,,,,,,90.0,64.0,7.1,13.0,1,,,5.0,6.0,1.0,1.0,1.0,5.0,3.0,2.0,,1.0,,1.0,1.0,,2.0,2.0,,,,,1.0,,,,,,,,
12624928,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,M,11,11,False,18.0,18.0,,,0.0,3.0,3.0,16.0,22.0,,4.0,,,,,,,90.0,51.0,8.4,12.0,8,7.0,1.0,7.0,8.0,5.0,5.0,2.0,1.0,,1.0,3.0,1.0,,1.0,,1.0,2.0,3.0,1.0,,4.0,1.0,3.0,True,1.0,,,,,,
12624928,home,Al-Fateh,Matías Vargas,,,matias-vargas,M. Vargas,M,10,168.0,1157,M,796723,EUR,863049600,M,9,9,False,37.0,29.0,4.0,3.0,0.0,8.0,10.0,21.0,34.0,1.0,7.0,,,,,,,90.0,68.0,7.0,24.0,3,7.0,,10.0,1.0,2.0,1.0,,,,4.0,3.0,,,1.0,1.0,,2.0,4.0,,,2.0,,,,1.0,,,,,,
12624928,home,Al-Fateh,Amine Sbai,,,sbai-amine,A. Sbai,F,7,175.0,387,M,1392829,EUR,973382400,M,7,7,False,12.0,6.0,,,0.0,2.0,2.0,4.0,13.0,1.0,4.0,,,,,,,66.0,28.0,6.1,15.0,3,3.0,,5.0,1.0,2.0,,,1.0,,1.0,,,,,,,1.0,2.0,,,,,2.0,,1.0,1.0,,,,,
12624928,home,Al-Fateh,Djaniny,,,djaniny,Djaniny,F,,190.0,371,M,975869,EUR,669513600,F,21,21,False,27.0,21.0,,,0.0,6.0,7.0,15.0,20.0,1.0,3.0,,,,,,,90.0,47.0,7.3,11.0,2,,5.0,7.0,10.0,5.0,3.0,,1.0,,,1.0,1.0,,1.0,,,1.0,2.0,2.0,,,,2.0,,,,,,,,
12624928,home,Al-Fateh,Othman Al-Othman,Othman Alothma,,othman-al-othman,O. Al-Othman,M,88,167.0,30,M,1096521,EUR,1050364800,M,88,88,True,13.0,11.0,,,0.0,5.0,6.0,6.0,8.0,1.0,1.0,,,,,,,24.0,22.0,6.7,5.0,0,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,
12624928,home,Al-Fateh,Naif Masoud,Naif Masoud,,naif-masoud,N. Masoud,D,6,177.0,22,M,1798265,EUR,984009600,M,6,6,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624928,home,Al-Fateh,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400,D,12,12,True,1.0,,,,0.0,,1.0,,,,,,,,,,,18.0,1.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624928,home,Al-Fateh,Ahmed Al-Julaydan,,,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000,D,42,42,True,2.0,1.0,,,0.0,,,1.0,5.0,,1.0,,,,,,,18.0,6.0,6.6,4.0,0,3.0,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12624928,home,Al-Fateh,Waled Al Enazi,,,waled-al-enazi,W. A. Enazi,G,87,191.0,13,M,818123,EUR,836611200,G,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
