match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,stat_totalContest,stat_wonContest,stat_dispossessed,stat_bigChanceMissed,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches
11352341,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,22.0,15.0,9.0,3.0,13.0,14.0,2.0,8.0,9.0,1.0,4.0,1.0,1.0,90.0,29.0,7.6,7.0,0.0001828,0,0.6789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352341,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,46.0,41.0,4.0,2.0,17.0,18.0,25.0,30.0,8.0,,,,,90.0,65.0,7.4,7.0,0.0396452,1,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0133,1.0,,,,,,,,,,,,,,,,,,,,,
11352341,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,88.0,80.0,13.0,9.0,35.0,38.0,45.0,51.0,9.0,,,,,90.0,99.0,7.9,11.0,0.0247637,0,,1.0,,1.0,4.0,4.0,,3.0,,,,1.0,3.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
11352341,home,Manchester United,Victor Lindelöf,,,victor-lindelof,V. Lindelöf,D,3,187,8884,M,victorlindelof,143334,EUR,774403200,D,2,2,False,113.0,107.0,3.0,2.0,44.0,46.0,63.0,67.0,3.0,,,,,90.0,122.0,8.5,6.0,0.0333332,1,,,,2.0,2.0,4.0,,3.0,1.0,1.0,0.0737,,3.0,1.0,,,1.0,1.0,1.0,1.0,0.0672,,,,,,,,,,,,
11352341,home,Manchester United,Sergio Reguilón,,,sergio-reguilon,S. Reguilón,D,,178,5856,M,sergio_regui,858195,EUR,850694400,D,15,15,False,63.0,53.0,3.0,1.0,15.0,17.0,39.0,54.0,4.0,,,,,79.0,88.0,7.6,18.0,0.108354,1,,8.0,1.0,,3.0,6.0,1.0,,3.0,3.0,0.0211,1.0,1.0,,1.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,
11352341,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,M,39,39,False,45.0,38.0,1.0,,15.0,16.0,23.0,29.0,5.0,,,,,90.0,58.0,7.3,8.0,0.0207768,2,,,,2.0,3.0,7.0,1.0,2.0,2.0,,0.1967,,2.0,,1.0,2.0,1.0,1.0,,,0.3006,,,,1.0,1.0,,,,,,,
11352341,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,30.0,26.0,4.0,2.0,9.0,10.0,17.0,21.0,1.0,,,,,40.0,35.0,6.6,6.0,0.0140022,0,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,
11352341,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,32.0,28.0,3.0,3.0,9.0,9.0,19.0,27.0,1.0,,,,,90.0,55.0,6.8,16.0,0.0323583,2,,4.0,,,5.0,4.0,1.0,,,,0.3017,,2.0,,4.0,2.0,,1.0,,1.0,0.1683,1.0,,,4.0,1.0,1.0,1.0,,,,,
11352341,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,62.0,48.0,8.0,5.0,16.0,19.0,36.0,55.0,4.0,,,,,90.0,90.0,6.9,26.0,0.312903,4,,12.0,4.0,,5.0,4.0,2.0,1.0,3.0,2.0,0.3818,2.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,2.0,,1.0,1.0,True,2.0,1.0,,
11352341,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,17,17,False,36.0,35.0,,,7.0,7.0,28.0,32.0,2.0,,,,,68.0,57.0,7.1,13.0,0.0452239,1,,3.0,,,7.0,5.0,1.0,,2.0,1.0,0.0787,3.0,,,2.0,1.0,,,,,,1.0,,,5.0,2.0,3.0,,,,,,
11352341,home,Manchester United,Rasmus Højlund,,,rasmus-hojlund,R. Højlund,F,19,191,70296,M,RHøjlund,1086417,EUR,1044316800,F,11,11,False,8.0,5.0,,,1.0,1.0,4.0,8.0,2.0,,,,,79.0,18.0,6.0,8.0,0.0475531,3,,1.0,,2.0,3.0,,1.0,1.0,,,1.1147,,,,3.0,,,1.0,,,0.9399,,,,1.0,,,2.0,,1.0,,,
11352341,home,Manchester United,Mason Mount,,,mason-mount,M. Mount,M,7,181,41304,M,MMount,836694,EUR,915926400,M,7,7,True,21.0,17.0,1.0,,3.0,4.0,15.0,19.0,6.0,,,,,50.0,33.0,7.2,6.0,0.0867653,0,,2.0,1.0,,2.0,6.0,,,4.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,
