match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,confirmed,length,injury,description
11368702,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11368702,,1.0,1.0,,90,5.0,,1,,,goal,penalty,181086311.0,False,penalty,39182.0,Dani Parejo,,,,,,,
11368702,,,,,90,4.0,,1,,,card,,121266275.0,True,yellow,84531.0,Yuri Berchiche,Yuri Berchiche,Argument,False,,,,
11368702,,,,,90,2.0,,1,,,varDecision,,24936.0,False,penaltyNotAwarded,910031.0,Alejandro Baena,,,,False,,,
11368702,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,6.0,,
11368702,,,,,77,,,14,,,substitution,,122593063.0,True,regular,,,,,,,,False,
11368702,,,,,77,,,14,,,substitution,,122593062.0,True,regular,,,,,,,,False,
11368702,,,,,70,,,21,,,substitution,,122592979.0,True,regular,,,,,,,,False,
11368702,,,,,70,,,21,,,substitution,,122592978.0,True,regular,,,,,,,,False,
11368702,,,,,68,,,23,,,substitution,,122592971.0,False,regular,,,,,,,,False,
11368702,,,,,68,,,23,,,substitution,,122592972.0,False,regular,,,,,,,,False,
11368702,,1.0,0.0,,66,,,25,,,goal,,181084776.0,True,regular,966801.0,Oihan Sancet,,,,,,,
11368702,,,,,55,,,36,,,substitution,,122592795.0,True,regular,,,,,,,,False,
11368702,,,,,55,,,36,,,substitution,,122592796.0,False,regular,,,,,,,,False,
11368702,,,,,46,,,45,,,card,,121265952.0,False,yellowRed,843678.0,Santi Comesaña,Santi Comesaña,Foul,False,,,,
11368702,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11368702,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,2.0,,
11368702,,,,,35,,,11,,,card,,121265826.0,False,yellow,3041.0,Raúl Albiol,Raúl Albiol,Foul,False,,,,
11368702,,,,,34,,,12,,,card,,121265823.0,False,yellow,843678.0,Santi Comesaña,Santi Comesaña,Foul,False,,,,
11368702,,,,,31,,,15,,,card,,121265806.0,True,yellow,783374.0,Iñaki Williams,Iñaki Williams,Foul,False,,,,
11368702,,,,,11,,,35,,,inGamePenalty,,118460276.0,False,missed,146866.0,Gerard Moreno,,woodwork,,,,,Woodwork
11368702,,,,,10,,,36,,,card,,121265686.0,True,yellow,1012409.0,Beñat Prados,Beñat Prados,Foul,False,,,,
11368702,,,,,10,,,36,,,varDecision,,24922.0,False,penaltyNotAwarded,910031.0,Alejandro Baena,,,,False,,,
