match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,injury,from,playerName,reason,rescinded
12709451,FT,0.0,5.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
12709451,,,,,90,0.0,,1,,,injuryTime,3.0,,,,,,,,,,
12709451,,0.0,5.0,,83,,,8,,,goal,,186388467.0,False,regular,928047.0,Milutin Osmajić,,,,,
12709451,,,,,73,,,18,,,substitution,,122985226.0,False,regular,,,False,,,,
12709451,,,,,73,,,18,,,substitution,,122985225.0,False,regular,,,False,,,,
12709451,,,,,60,,,31,,,substitution,,122985154.0,False,regular,,,False,,,,
12709451,,,,,60,,,31,,,substitution,,122985153.0,False,regular,,,False,,,,
12709451,,,,,60,,,31,,,substitution,,122985152.0,False,regular,,,False,,,,
12709451,,,,,59,,,32,,,substitution,,122985150.0,True,regular,,,False,,,,
12709451,,,,,59,,,32,,,substitution,,122985151.0,True,regular,,,False,,,,
12709451,,,,,59,,,32,,,substitution,,122985149.0,True,regular,,,False,,,,
12709451,,,,,59,,,32,,,substitution,,122985148.0,True,regular,,,False,,,,
12709451,,,,,58,,,33,,,substitution,,122985147.0,True,regular,,,False,,,,
12709451,HT,0.0,4.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
12709451,,0.0,4.0,,45,1.0,,1,,,goal,,186386636.0,False,regular,928047.0,Milutin Osmajić,,,,,
12709451,,,,,45,0.0,,1,,,injuryTime,2.0,,,,,,,,,,
12709451,,0.0,3.0,,39,,,7,,,goal,,186386477.0,False,regular,928047.0,Milutin Osmajić,,,,,
12709451,,0.0,2.0,,37,,,9,,,goal,,186386322.0,False,penalty,980640.0,Sam Greenwood,,penalty,,,
12709451,,0.0,1.0,,14,,,32,,,goal,,186385889.0,False,regular,980640.0,Sam Greenwood,,,,,
12709451,,,,,13,,,33,,,card,,121511730.0,True,yellow,137715.0,Anthony O'Connor,,,Anthony O'Connor,Foul,False
12709451,,,,,-5,,,6,,,card,,121511768.0,True,yellow,,,,,Simon Weaver,Argument,False
