match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_fouls,captain,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_shotOffTarget,player_sofascoreId,stat_outfielderBlock,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork
13232151,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79765,M,986397,EUR,1054339200,F,30,30,False,23.0,14.0,,,0.0,3.0,6.0,12.0,19.0,2.0,5.0,1.0,,,,,,90.0,44.0,6.9,16.0,5,7.0,1.0,1.0,,,4.0,,2.0,1.0,,,2.0,,,2.0,1.0,2.0,3.0,2.0,benjamin_sesko,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,
13232151,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2738,M,976421,EUR,1040083200,D,23,23,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,,,,,,16.0,9.0,6.7,1.0,0,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
13232151,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6611,M,822708,EUR,886204800,M,8,8,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,1.0,,,,,,16.0,9.0,6.6,1.0,1,4.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,amadou_haidara04,,,,,,1.0,,,,,
13232151,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,716,M,319853,EUR,833760000,D,16,16,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13232151,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1522,M,976575,EUR,988934400,M,13,13,True,2.0,2.0,,,0.0,2.0,2.0,,,,,1.0,,,,,,1.0,4.0,,,0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
13232151,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2741,M,825956,EUR,933465600,M,14,14,True,,,,,0.0,,,,,,1.0,,,,,,,1.0,3.0,,1.0,0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
13232151,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2356,M,37096,EUR,641952000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13232151,home,RB Leipzig,Kosta Nedeljković,kosta-nedeljkovic,K. Nedeljković,D,19,184,2308,M,1152923,EUR,1134691200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Kosta Nedeljkovic,,,,,,,,,,,,,,,,,,
13232151,home,RB Leipzig,Viggo Gebel,viggo-gebel,V. Gebel,M,47,175,303,M,1900995,EUR,1195689600,M,47,47,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13232151,home,RB Leipzig,Tidiam Gomis,gomis-tidiam,T. Gomis,M,27,183,738,M,1426577,EUR,1154995200,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Tidiam Gomis,,,,,,,,,,,,,,,,,,
13232151,away,VfL Wolfsburg,Marius Müller,marius-muller,M. Müller,G,29,192,129,M,136933,EUR,742435200,G,29,29,False,39.0,25.0,22.0,8.0,0.0,19.0,22.0,6.0,17.0,,,9.0,1.0,1.0,3.0,,,90.0,47.0,7.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
13232151,away,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,38.0,30.0,5.0,2.0,0.0,21.0,22.0,9.0,17.0,,3.0,4.0,,,,,,86.0,58.0,6.4,12.0,0,3.0,2.0,1.0,3.0,,,,2.0,1.0,3.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,
13232151,away,VfL Wolfsburg,Denis Vavro,denis-vavro,D. Vavro,D,3,187,675,M,293127,EUR,829094400,D,18,18,False,52.0,44.0,6.0,2.0,0.0,37.0,41.0,8.0,12.0,1.0,2.0,3.0,,,,,,90.0,79.0,7.2,10.0,2,2.0,14.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,3.0,,,1.0,,,,,,,
13232151,away,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3371,M,1184855,EUR,1069977600,D,4,4,False,62.0,53.0,8.0,1.0,0.0,47.0,49.0,6.0,13.0,2.0,5.0,1.0,,,,,,90.0,78.0,7.0,11.0,0,2.0,6.0,2.0,2.0,,,,,,2.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
13232151,away,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1468,M,842364,EUR,864086400,D,21,21,False,49.0,39.0,1.0,,0.0,31.0,38.0,8.0,11.0,,6.0,6.0,,,,,,90.0,74.0,6.6,14.0,0,4.0,2.0,4.0,,,1.0,,4.0,1.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,,
13232151,away,VfL Wolfsburg,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2522,M,888537,EUR,946425600,M,7,7,False,20.0,19.0,,,0.0,11.0,12.0,9.0,10.0,,,3.0,,,,,,71.0,32.0,6.7,5.0,2,4.0,2.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,2.0,,1.0,,,
13232151,away,VfL Wolfsburg,Bence Dárdai,bence-dardai,B. Dárdai,M,8,185,1186,M,1418624,EUR,1138060800,M,24,24,False,30.0,24.0,,,0.0,12.0,13.0,12.0,17.0,,,6.0,,,,,,81.0,36.0,6.6,7.0,1,5.0,1.0,,1.0,,2.0,1.0,1.0,,1.0,,2.0,Bence Dárdai,,,,,,1.0,,,,,,,,,,,,
13232151,away,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,644,M,796987,EUR,915494400,M,32,32,False,47.0,32.0,3.0,1.0,0.0,18.0,21.0,14.0,27.0,4.0,9.0,4.0,,,,,,90.0,69.0,7.0,20.0,0,4.0,8.0,1.0,1.0,True,1.0,,,,2.0,,,,,1.0,,2.0,1.0,,,,4.0,,,,,,,,,
13232151,away,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1030,M,987504,EUR,991180800,M,39,39,False,22.0,13.0,,,0.0,9.0,12.0,4.0,11.0,3.0,10.0,3.0,,,,,,81.0,41.0,7.0,15.0,1,9.0,,2.0,1.0,,5.0,1.0,3.0,2.0,1.0,,2.0,,,1.0,,1.0,2.0,,,,3.0,,,,1.0,,,,,
13232151,away,VfL Wolfsburg,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31380,M,1107591,EUR,957830400,F,9,9,False,20.0,19.0,,,0.0,9.0,10.0,10.0,11.0,,1.0,1.0,,,,,,90.0,34.0,6.9,9.0,2,6.0,1.0,,,,2.0,1.0,3.0,1.0,,,3.0,Mohamed El Amine Amoura,,1.0,,1.0,4.0,1.0,amoura9,,,1.0,,1.0,1.0,,2.0,,,1.0
13232151,away,VfL Wolfsburg,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1358,M,983540,EUR,1024185600,F,11,11,False,21.0,15.0,3.0,,0.0,8.0,11.0,7.0,11.0,,5.0,5.0,,,,,,86.0,39.0,6.5,12.0,2,8.0,,,,,1.0,3.0,5.0,2.0,,,1.0,,,1.0,,1.0,1.0,2.0,,,3.0,,,,,,,,,
13232151,away,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2372,M,826069,EUR,918345600,F,23,23,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,,1.0,,,,,,,19.0,6.0,6.5,1.0,0,4.0,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
13232151,away,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,165,M,169255,EUR,763516800,M,31,31,True,13.0,10.0,,,0.0,3.0,3.0,7.0,10.0,2.0,4.0,1.0,,,,,,9.0,16.0,7.0,3.0,0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13232151,away,VfL Wolfsburg,Aster Vranckx,vranckx-aster,A. Vranckx,M,40,183,1106,M,989371,EUR,1033689600,M,6,6,True,7.0,7.0,,,0.0,1.0,1.0,7.0,7.0,,1.0,1.0,,,,,,9.0,12.0,6.4,2.0,0,2.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
13232151,away,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5204,M,801263,EUR,1023235200,M,16,16,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,1.0,1.0,,,,,,11.0,12.0,6.5,4.0,0,2.0,,1.0,,,,,,,,1.0,,,,,,2.0,,,jakub.kaminskii,,,,,,,,,,,
13232151,away,VfL Wolfsburg,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,494,M,164171,EUR,665539200,F,17,17,True,2.0,1.0,,,0.0,,,1.0,2.0,2.0,2.0,,,,,,,10.0,4.0,6.8,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
13232151,away,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13232151,away,VfL Wolfsburg,David Odogu,odogu-david,D. Odogu,D,27,190,1305,M,1424191,EUR,1149292800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13232151,away,VfL Wolfsburg,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,427,M,826057,EUR,930182400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Mads,Roerslev,,,,,,,,,,,,,,,,,
13232151,away,VfL Wolfsburg,Bennit Bröger,bennit-broger,B. Bröger,F,38,181,66,M,1518691,EUR,1151712000,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
