match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_aerialLost,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
14064470,home,Auxerre,Donovan Léon,,,donovan-leon,D. Léon,G,16,186.0,316,M,159837,EUR,720748800,G,16,16,False,True,32.0,12.0,30.0,10.0,0.0,5.0,6.0,7.0,26.0,1.0,7.0,1.0,5.0,7.0,1.0,3.0,2.0,90.0,43.0,8.2,21.0,0.00201439,6.123601881246,1.0,-0.21,-0.21,0.9993,0,1.5433,0.06,-0.03,-0.02,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064470,home,Auxerre,Lamine Sy,Lamine Sy,,lamine-sy,L. Sy,D,27,171.0,706,M,1177351,EUR,1028937600,D,27,27,False,,24.0,19.0,,,0.0,4.0,6.0,15.0,18.0,1.0,6.0,,,,,,,85.0,48.0,7.0,11.0,0.0225053,153.50304660621,15.0,59.955,17.43,,0,,0.15,0.28,-0.23,,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,45.306096715647,3.0,,,,,,,,,,,,,,,,,,
14064470,home,Auxerre,Marvin Senaya,Marvin Senaya,,marvin-senaya,M. Senaya,D,29,179.0,213,M,1087805,EUR,980640000,D,29,29,False,,21.0,14.0,2.0,1.0,0.0,7.0,11.0,7.0,10.0,5.0,3.0,,,,,,,90.0,37.0,6.4,11.0,0.00269447,25.872526443717,5.0,10.605,7.035,,0,,-0.01,0.02,-0.21,,5.0,4.0,2.0,1.0,,2.0,,,1.0,,,1.0,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
14064470,home,Auxerre,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184.0,714,M,996951,EUR,986774400,D,20,20,False,,15.0,13.0,6.0,4.0,0.0,9.0,10.0,4.0,5.0,4.0,,,,,,,,85.0,27.0,7.4,3.0,0.00292172,6.0506713677079,1.0,-3.36,-3.36,,0,,0.07,0.02,0.58,,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,
14064470,home,Auxerre,Clement Akpa,Clément Akpa,,akpa-clement,C. Akpa,D,92,183.0,819,M,1387156,EUR,1006560000,D,92,92,False,,28.0,23.0,4.0,1.0,0.0,17.0,19.0,6.0,9.0,8.0,9.0,,,,,,,90.0,43.0,6.6,6.0,0.00243972,60.991724474191,6.0,12.81,10.395,,0,,0.05,0.05,0.17,,4.0,2.0,1.0,1.0,4.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,
14064470,home,Auxerre,Gideon Mensah,,,gideon-mensah,G. Mensah,D,14,177.0,2401,M,844942,EUR,900720000,D,14,14,False,,35.0,28.0,3.0,,0.0,8.0,10.0,20.0,25.0,2.0,4.0,,,,,,,90.0,57.0,7.0,11.0,0.100881,127.34431448224,11.0,86.625,32.655,,0,,0.32,0.07,-0.09,,2.0,5.0,2.0,1.0,2.0,3.0,2.0,,1.0,1.0,1.0,,55.569235651522,2.0,3.0,,,,,,1.0,,,,,,,,,,,
14064470,home,Auxerre,Naouirou Ahamada,,,naouirou-ahamada,N. Ahamada,M,8,183.0,454,M,997104,EUR,1017360000,M,8,8,False,,10.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,,2.0,,,,,,,45.0,18.0,6.5,8.0,0.00331678,71.362657349493,6.0,33.285,13.125,,0,,-0.06,0.07,-0.12,,2.0,3.0,1.0,,,2.0,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14064470,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183.0,449,M,1151803,EUR,1088380800,M,5,5,False,,32.0,29.0,2.0,2.0,0.0,11.0,11.0,18.0,21.0,1.0,8.0,,,,,,,89.0,46.0,7.1,9.0,0.185177,79.129962166993,9.0,39.585,26.46,,1,,0.37,0.16,-0.13,,2.0,5.0,3.0,2.0,,,,1.0,3.0,2.0,,,27.534252414039,1.0,2.0,1.0,1.0,,,,1.0,1.0,0.0678,1.0,-0.07,,,,,,,
14064470,home,Auxerre,Oussama El Azzouzi,Oussama El Azzouzi,,oussama-el-azzouzi,O. E. Azzouzi,M,17,189.0,7762,M,1127191,EUR,991094400,M,17,17,False,,30.0,26.0,,,0.0,8.0,8.0,18.0,22.0,,5.0,,,,,,,90.0,48.0,6.7,9.0,0.0289552,64.839157958154,6.0,48.51,30.03,,1,,0.18,0.02,0.21,,4.0,5.0,4.0,1.0,1.0,3.0,2.0,,2.0,,,,30.568412520116,1.0,,1.0,,,1.0,1.0,,1.0,0.0623,2.0,-0.25,o.elazzouzi,,,,,,
14064470,home,Auxerre,Danny Namaso,,,danny-namaso,D. Namaso,F,19,182.0,4899,M,867440,EUR,967420800,M,19,19,False,,30.0,28.0,1.0,1.0,0.0,9.0,10.0,19.0,20.0,1.0,4.0,,,,,,,89.0,54.0,6.9,13.0,0.159806,221.42418370938,20.0,98.28,24.675,,1,,0.19,0.27,-0.06,,10.0,9.0,6.0,3.0,,1.0,1.0,,5.0,2.0,3.0,,57.510597810307,3.0,2.0,3.0,1.0,2.0,,2.0,1.0,1.0,0.0181,1.0,-0.12,,,,,,,
