match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_goals
14573137,home,Ħamrun Spartans FC,Henry Bonello,henry-bonello,H. Bonello,G,1,186.0,120,M,41735,EUR,592704000,G,1,1,False,True,24.0,14.0,14.0,4.0,0.0,12.0,16.0,2.0,8.0,2.0,9.0,4.0,4.0,1.0,1.0,90.0,36.0,7.6,11.0,0.00308096,0.9843,0,0.4881,0.03,0.01,0.14,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573137,home,Ħamrun Spartans FC,Rafael Compri,rafael-compri,R. Compri,D,2,177.0,45,M,1148427,EUR,816566400,D,2,2,False,,40.0,30.0,7.0,3.0,0.0,16.0,24.0,15.0,20.0,,3.0,,,,,90.0,67.0,7.3,18.0,0.405732,,0,,0.57,0.07,-0.08,,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
14573137,home,Ħamrun Spartans FC,Vincenzo Polito,vincenzo-polito,V. Polito,D,13,180.0,26,M,1001765,EUR,921369600,D,13,13,False,,28.0,24.0,4.0,3.0,0.0,18.0,18.0,6.0,10.0,4.0,3.0,,,,,90.0,45.0,7.1,4.0,0.0014296,,0,,-0.07,0.05,-0.09,,,,2.0,2.0,10.0,,,,,2.0,1.0,,,4.0,1.0,5.0,,,,,,,,,,,,,,,,
14573137,home,Ħamrun Spartans FC,Emerson,emerson,M. Emerson,M,91,190.0,55,M,139578,EUR,667353600,D,91,91,False,,33.0,31.0,3.0,2.0,0.0,21.0,22.0,10.0,11.0,6.0,5.0,,,,,90.0,49.0,7.2,3.0,0.00384917,,0,,0.16,0.04,0.26,,,,1.0,3.0,9.0,,,,1.0,1.0,3.0,,,5.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,
14573137,home,Ħamrun Spartans FC,Ryan Camenzuli,ryan-camenzuli,R. Camenzuli,M,94,173.0,61,M,146552,EUR,778982400,D,94,94,False,,44.0,32.0,12.0,6.0,0.0,13.0,14.0,19.0,34.0,2.0,5.0,,,,,90.0,88.0,6.4,26.0,0.01234,,2,,0.01,-0.12,-0.18,,4.0,,,3.0,2.0,4.0,1.0,,,1.0,,2.0,,,,1.0,,,,,1.0,1.0,0.0232,-0.17,,,,,,,,
14573137,home,Ħamrun Spartans FC,Merlin Hadzi,merlin-hadzi,M. Hadzi,F,77,177.0,33,M,942070,EUR,905990400,M,77,77,False,,17.0,12.0,1.0,1.0,0.0,6.0,7.0,6.0,10.0,,4.0,,,,,64.0,25.0,6.5,9.0,0.270684,,0,,0.25,0.01,-0.09,,,,2.0,4.0,3.0,1.0,1.0,1.0,,,,3.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,
14573137,home,Ħamrun Spartans FC,Ognjen Bjeličić,ognjen-bjelicic,O. Bjeličić,M,27,187.0,48,M,905109,EUR,870134400,M,27,27,False,,43.0,34.0,11.0,6.0,0.0,14.0,17.0,20.0,26.0,,9.0,,,,,89.0,53.0,6.8,11.0,0.015437,,1,,0.07,0.05,-0.02,,,,1.0,2.0,4.0,2.0,2.0,,,,2.0,2.0,1.0,,2.0,,,,,1.0,,1.0,0.0344,0.0,,,,,,,,
14573137,home,Ħamrun Spartans FC,Ante Ćorić,ante-coric,A. Ćorić,M,,177.0,663,M,357602,EUR,860976000,M,24,24,False,,42.0,34.0,2.0,2.0,0.0,14.0,16.0,22.0,32.0,1.0,5.0,,,,,90.0,65.0,6.6,15.0,0.398387,,2,,0.51,0.17,-0.14,,6.0,2.0,2.0,6.0,4.0,1.0,1.0,,,3.0,1.0,1.0,1.0,2.0,,,,,2.0,,2.0,,0.0641,-0.11,2.0,,,,,,,
14573137,home,Ħamrun Spartans FC,Ederson,eder,Ederson,F,25,178.0,30,M,866484,EUR,619660800,M,25,25,False,,34.0,21.0,6.0,4.0,0.0,12.0,13.0,9.0,22.0,,6.0,,,,,82.0,57.0,6.5,23.0,0.00689433,,0,,-0.04,0.14,-0.14,,1.0,,,10.0,7.0,1.0,,,,1.0,6.0,3.0,1.0,,4.0,1.0,,,5.0,2.0,,,,,3.0,,,,,,,
14573137,home,Ħamrun Spartans FC,Serigne Saliou Thioune,serigne-saliou-thioune,S. S. Thioune,F,9,179.0,61,M,1190951,EUR,1076112000,M,9,9,False,,17.0,13.0,,,0.0,4.0,4.0,11.0,17.0,,5.0,,,,,90.0,46.0,7.1,13.0,0.177859,,7,,0.33,0.4,-0.09,,4.0,2.0,1.0,7.0,8.0,1.0,1.0,,,,2.0,4.0,1.0,,2.0,5.0,Saliou Thioune,,2.0,4.0,4.0,2.0,1.3602,0.03,1.0,2.0,1.0,1.0,0.9386,,,
