match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_punches,stat_outfielderBlock,stat_goals,stat_goalAssist,player_sofascoreId
11369888,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,1,1,False,True,24.0,15.0,21.0,12.0,4.0,4.0,11.0,20.0,1.0,7.0,1.0,2.0,1.0,1.0,90.0,30.0,6.6,9.0,0.00577751,0,-0.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180.0,607,M,983041,EUR,1026172800,D,41,41,False,,33.0,20.0,7.0,2.0,10.0,13.0,12.0,31.0,2.0,13.0,,,,,90.0,76.0,6.8,30.0,0.0632009,0,,11.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189.0,111,M,902050,EUR,951523200,D,5,5,False,,31.0,23.0,5.0,2.0,15.0,18.0,8.0,13.0,,3.0,,,,,79.0,37.0,6.3,9.0,0.0197001,0,,,,1.0,3.0,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188.0,224,M,958915,EUR,947116800,D,4,4,False,,48.0,36.0,14.0,6.0,20.0,23.0,16.0,25.0,3.0,8.0,,,,,90.0,61.0,6.4,14.0,0.0337927,0,,,,2.0,5.0,,,3.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Flávio Nazinho,,,nazinho-flavio,F. Nazinho,D,20,180.0,637,M,1006113,EUR,1058659200,D,20,20,False,,28.0,19.0,6.0,2.0,6.0,8.0,15.0,27.0,1.0,5.0,,,,,86.0,59.0,5.8,21.0,0.124203,1,,7.0,2.0,5.0,2.0,1.0,1.0,1.0,,,,5.0,3.0,,,1.0,1.0,1.0,1.0,1.0,0.0074,2.0,,,,,,,,,,,
11369888,home,Cercle Brugge,Nils De Wilde,,,de-wilde-nils,N. D. Wilde,M,27,182.0,74,M,1101701,EUR,1043625600,M,27,27,False,,35.0,28.0,4.0,,7.0,7.0,21.0,29.0,,12.0,,,,,86.0,45.0,6.7,10.0,0.0976245,1,,1.0,,5.0,3.0,,1.0,1.0,,1.0,,2.0,4.0,,,1.0,1.0,1.0,,,0.0606,4.0,1.0,0.2311,,,,,,,,,
11369888,home,Cercle Brugge,Edgaras Utkus,,,edgaras-utkus,E. Utkus,D,3,190.0,321,M,921180,EUR,961632000,M,3,3,False,,22.0,16.0,1.0,,1.0,3.0,15.0,19.0,,4.0,,,,,65.0,28.0,6.5,7.0,0.0171744,1,,,,4.0,7.0,,,2.0,2.0,1.0,4.0,1.0,3.0,,,1.0,,,1.0,,0.0622,,,,,,,,,,,,
11369888,home,Cercle Brugge,Félix Lemaréchal,,,felix-lemarechal,F. Lemaréchal,M,80,181.0,808,M,1130942,EUR,1060214400,M,6,6,False,,59.0,45.0,2.0,1.0,16.0,21.0,30.0,41.0,1.0,14.0,,,,,90.0,85.0,7.4,25.0,0.226604,0,,3.0,1.0,8.0,10.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,,,2.0,1.0,4.0,3.0,,,,4.0,,,1.0,,,,,,,,
11369888,home,Cercle Brugge,Kazeem Olaigbe,,,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,M,19,19,False,,24.0,18.0,1.0,,7.0,8.0,12.0,20.0,,3.0,,,,,79.0,49.0,6.4,20.0,0.0442972,1,,4.0,1.0,9.0,2.0,3.0,1.0,,,1.0,,5.0,,,3.0,1.0,3.0,1.0,,,0.0313,,1.0,0.2953,,,,,,,,,
11369888,home,Cercle Brugge,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173.0,972,M,911851,EUR,979430400,M,10,10,False,,22.0,18.0,,,1.0,1.0,17.0,21.0,,6.0,,,,,90.0,44.0,6.2,15.0,0.162775,2,,,,11.0,5.0,5.0,1.0,2.0,1.0,2.0,,2.0,1.0,,1.0,,5.0,1.0,2.0,,0.0608,3.0,,,,,,,,,,,
11369888,home,Cercle Brugge,Kévin Denkey,,,kevin-denkey,K. Denkey,F,9,181.0,3511,M,862470,EUR,975542400,F,9,9,False,,21.0,14.0,,,,1.0,14.0,20.0,,3.0,,,,,90.0,44.0,7.3,14.0,0.0764441,9,,,,11.0,11.0,1.0,,1.0,,4.0,5.0,5.0,,1.0,9.0,,2.0,1.0,6.0,,0.6386,1.0,,,,3.0,1.0,,,,,,
11369888,home,Cercle Brugge,Alan Minda,,,minda-alan,A. Minda,F,27,171.0,2590,M,1122552,EUR,1052870400,M,11,11,True,,8.0,5.0,,,,,5.0,8.0,,1.0,,,,,25.0,13.0,6.5,6.0,0.00289712,0,,,,2.0,2.0,1.0,,,,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Senna Miangue,Senna,Miangue,senna-miangue,S. Miangue,D,18,195.0,115,M,827573,EUR,855100800,D,18,18,True,,9.0,6.0,4.0,1.0,3.0,3.0,3.0,6.0,,1.0,,,,,11.0,10.0,6.3,3.0,0.00091998,1,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,0.1989,,,,,1.0,,1.0,,,,,
11369888,home,Cercle Brugge,Jordan Semedo Varela,Jordan,Semedo Varela,jordan-varela,J. Semedo Varela,D,20,175.0,96,M,1158020,EUR,1042588800,D,77,77,True,,5.0,4.0,,,,,4.0,6.0,,,,,,,11.0,11.0,6.4,3.0,0.00320998,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Jonas Lietaert,Jonas Lietaert,,lietaert-jonas,J. Lietaert,D,76,190.0,52,M,1469335,EUR,1089936000,D,76,76,True,,1.0,,,,,,,1.0,1.0,,,,,,10.0,4.0,6.7,1.0,,0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Romaric Etonde,,,etonde-romaric,R. Etonde,F,17,,50,M,1415437,EUR,1114819200,F,32,32,True,,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,10.0,6.0,6.6,,0.00037644,0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Maxime Delanghe,,,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369888,home,Cercle Brugge,Dré Callens,Dré Callens,,dre-callens,D. Callens,M,81,172.0,4,M,1596916,EUR,1107043200,F,81,81,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369888,away,RSC Anderlecht,Kasper Schmeichel,,,kasper-schmeichel,K. Schmeichel,G,1,189.0,3882,M,1076,EUR,531532800,G,33,33,False,,39.0,29.0,22.0,12.0,24.0,27.0,5.0,12.0,1.0,11.0,,2.0,,,90.0,45.0,7.4,10.0,0.00194557,0,0.5264,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
11369888,away,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177.0,482,M,909964,EUR,1020297600,D,54,54,False,,43.0,30.0,9.0,2.0,16.0,24.0,15.0,23.0,2.0,11.0,,,,,90.0,73.0,6.8,24.0,0.01292,0,,4.0,1.0,4.0,6.0,1.0,,1.0,,2.0,3.0,3.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11369888,away,RSC Anderlecht,Zeno Debast,,,zeno-debast,Z. Debast,D,6,191.0,3329,M,1126512,EUR,1066867200,D,56,56,False,,39.0,30.0,15.0,8.0,25.0,26.0,5.0,13.0,6.0,5.0,,,,,90.0,52.0,7.4,10.0,0.00529915,0,,,,3.0,2.0,,1.0,2.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,3.0,,,
