match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_ownGoals,stat_clearanceOffLine,stat_errorLeadToAGoal
14109615,home,Galatasaray,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187.0,2983,M,103457,EUR,677808000,G,19,19,False,29.0,28.0,7.0,6.0,0.0,26.0,26.0,2.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,2.0,2.0,90.0,36.0,7.5,1.0,0.00026107,0.3514,0,0.4509,0.08,0.06,0.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109615,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182.0,8489,M,355088,EUR,864259200,D,7,7,False,67.0,64.0,2.0,1.0,0.0,30.0,30.0,34.0,37.0,1.0,12.0,2.0,6.0,,,,,,90.0,94.0,8.2,8.0,0.297322,,1,,0.5,0.07,0.2,,,,rolandsallai,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,4.0,1.0,0.04,3.0,-0.18,,,,,,,,,,,,,
14109615,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12297,M,566102,EUR,834537600,D,6,6,False,82.0,74.0,9.0,4.0,0.0,43.0,43.0,31.0,39.0,1.0,5.0,,7.0,,,,,,81.0,90.0,7.6,9.0,0.0175977,,1,,0.29,0.21,0.28,,,,DAVINSON,,,,,,,,,,2.0,2.0,1.0,2.0,,0.0993,1.0,-0.2,1.0,1.0,,,,,,,,,,,
14109615,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185.0,6103,M,178963,EUR,778896000,D,42,42,False,59.0,52.0,3.0,1.0,0.0,23.0,26.0,29.0,33.0,4.0,6.0,5.0,4.0,,,,,,90.0,77.0,7.3,10.0,0.028868,,2,,0.32,0.26,0.14,,,,abdulkerimbard1,2.0,,3.0,5.0,,1.0,1.0,1.0,,,,,1.0,1.0,0.4144,,0.02,1.0,,True,1.0,1.0,3.0,,,,,,,
14109615,home,Galatasaray,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180.0,4093,M,981483,EUR,962928000,D,17,17,False,62.0,56.0,4.0,1.0,0.0,17.0,20.0,39.0,42.0,1.0,2.0,1.0,4.0,,,,,,75.0,79.0,7.3,10.0,0.157485,,1,,0.28,0.3,0.14,,,,,4.0,1.0,,2.0,,1.0,,,1.0,1.0,,,,1.0,0.0258,1.0,-0.12,,,,,,,,,,,,,
14109615,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168.0,8766,M,754794,EUR,823996800,M,34,34,False,60.0,53.0,12.0,8.0,1.0,15.0,15.0,38.0,45.0,,4.0,2.0,4.0,,,,,,90.0,72.0,8.1,8.0,0.242439,,2,,0.23,0.69,0.25,,,,ltorreira34,,,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,0.0746,2.0,-0.48,,,,,,,1.0,,,,,,
14109615,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184.0,8819,M,307284,EUR,746841600,M,99,99,False,39.0,37.0,1.0,1.0,0.0,8.0,8.0,29.0,31.0,1.0,3.0,,,,,,,,61.0,47.0,6.7,4.0,0.0317688,,3,,0.14,0.38,0.14,,,,,1.0,1.0,,2.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,0.8205,,-0.59,,,,1.0,1.0,,,,,,,,
14109615,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173.0,9062,M,857738,EUR,962928000,M,11,11,False,34.0,28.0,1.0,,0.0,7.0,7.0,21.0,27.0,1.0,4.0,,4.0,,,,,,75.0,46.0,6.7,11.0,0.0445789,,1,,-0.42,0.5,0.0,,,,yunusakgun17,1.0,,1.0,6.0,1.0,1.0,3.0,,,3.0,1.0,,,,0.0182,1.0,-0.05,1.0,,,,,,,,,,,,
14109615,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178.0,11235,M,913593,EUR,930355200,M,8,8,False,55.0,50.0,4.0,4.0,0.0,8.0,8.0,42.0,47.0,1.0,4.0,1.0,,,,,,,90.0,76.0,8.7,10.0,0.949685,,2,,1.0,0.27,-0.06,,,,gabrielsara,11.0,7.0,1.0,4.0,1.0,,1.0,,,2.0,1.0,,1.0,1.0,0.0418,9.0,-0.1,2.0,,,,,1.0,1.0,,,,,,
14109615,home,Galatasaray,Leroy Sané,leroy-sane,L. Sané,M,10,184.0,41295,M,293519,EUR,821318400,M,10,10,False,54.0,48.0,2.0,1.0,0.0,14.0,16.0,34.0,38.0,,2.0,,4.0,,,,,,90.0,72.0,6.7,18.0,0.0711891,,2,,0.05,0.46,0.14,,,,LeroySane,2.0,,,6.0,,3.0,4.0,2.0,2.0,,,4.0,,2.0,0.1316,1.0,-0.4,,,,,,,,,,,,,
14109615,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186.0,13222,M,904096,EUR,959040000,F,53,53,False,18.0,17.0,1.0,1.0,0.0,2.0,2.0,15.0,16.0,2.0,5.0,,,,,,,,81.0,40.0,8.4,8.0,0.305493,,7,,0.3,0.28,-0.01,,,,barisalperyilmaz,3.0,1.0,,4.0,,2.0,2.0,1.0,2.0,,,2.0,2.0,1.0,0.5409,2.0,0.62,1.0,,,,4.0,,1.0,1.0,0.7601,,,,
14109615,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186.0,229230,M,822471,EUR,914889600,F,45,45,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,,,,,,,29.0,10.0,6.5,3.0,0.0728844,,2,,0.27,0.36,0.0,,,,Osimhen9,,,1.0,1.0,,,,,1.0,,,2.0,,,0.1692,1.0,-0.17,,,,1.0,1.0,,,,0.1466,1.0,,,
14109615,home,Galatasaray,Ismail Jakobs,ismail-jakobs,I. Jakobs,D,4,184.0,7096,M,897291,EUR,934848000,D,4,4,True,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,2.0,3.0,,,,,,,,15.0,17.0,6.9,5.0,0.00936713,,1,,-0.03,-0.07,0.0,,,,ismaijakobs,1.0,,,,,,,,1.0,1.0,1.0,,,,0.0371,,-0.03,,,,,,,,,,,,,
14109615,home,Galatasaray,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189.0,9121,M,864898,EUR,930873600,M,22,22,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,1.0,,,,,,15.0,6.0,6.4,1.0,0.00271584,,1,,-0.01,0.14,-0.04,,,,nicolozaniolo,,,,3.0,1.0,,1.0,,1.0,,,,,1.0,0.0247,,-0.18,,,,,,,,,,,,,
14109615,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185.0,4083,M,138152,EUR,784425600,D,23,23,True,4.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,9.0,5.0,6.6,1.0,0.00027566,,1,,0.03,0.02,0.17,,,,,,,,1.0,,,,,1.0,,,,,1.0,0.0823,,-0.49,,,,,,,,,,,,,
14109615,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181.0,38599,M,233114,EUR,730080000,F,9,9,True,6.0,4.0,2.0,,0.0,1.0,1.0,3.0,5.0,,,,,,,,,,9.0,8.0,7.3,2.0,0.00057074,,1,,0.01,-0.2,-0.04,,,,MauroIcardi,,,1.0,2.0,1.0,,,,,,,,,,0.6949,,0.51,,,,,1.0,,,1.0,0.9916,,,,
14109615,home,Galatasaray,Jankat Yılmaz,jankat-yilmaz,J. Yılmaz,G,24,193.0,1050,M,1210422,EUR,1092614400,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109615,home,Galatasaray,Metehan Baltacı,metehan-baltaci,M. Baltacı,D,3,189.0,2120,M,997155,EUR,1036281600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109615,home,Galatasaray,Arda Ünyay,arda-unyay,A. Ünyay,D,91,187.0,1949,M,1464636,EUR,1169078400,D,91,91,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109615,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186.0,2128,M,992912,EUR,885686400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109615,home,Galatasaray,Ahmed Kutucu,ahmed-kutucu,A. Kutucu,M,21,181.0,3237,M,906049,EUR,951868800,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109615,away,Fatih Karagümrük,Ivo Grbić,ivo-grbic,I. Grbić,G,13,195.0,1120,M,283847,EUR,821923200,G,13,13,False,32.0,18.0,17.0,3.0,0.0,16.0,17.0,2.0,15.0,,,2.0,6.0,4.0,5.0,,,,90.0,44.0,6.6,14.0,0.00016498,0.8535,0,-1.1017,0.02,0.0,-0.26,0.39,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14109615,away,Fatih Karagümrük,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180.0,44,M,1066338,EUR,898732800,D,6,6,False,10.0,6.0,1.0,,0.0,4.0,5.0,2.0,5.0,1.0,7.0,6.0,4.0,,,,,,90.0,39.0,6.3,11.0,0.0806541,,0,,0.13,0.02,-0.23,,Atakan Cankaya,,,1.0,1.0,3.0,8.0,,2.0,3.0,1.0,,3.0,3.0,2.0,2.0,1.0,,1.0,,,,True,,,,1.0,,,,,,
14109615,away,Fatih Karagümrük,Fatih Kurucuk,fatih-kurucuk,F. Kurucuk,D,22,190.0,25,M,807093,EUR,885340800,D,22,22,False,15.0,13.0,5.0,4.0,0.0,8.0,9.0,5.0,6.0,1.0,3.0,5.0,,,,,,,90.0,27.0,6.1,3.0,0.00159961,,0,,0.08,0.02,-0.68,,,,,,,2.0,3.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,
