match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_unsuccessfulTouch,stat_totalCross,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,stat_goals,stat_savedShotsFromInsideTheBox,stat_goalAssist
11396369,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,14.0,12.0,3.0,1.0,12.0,13.0,1.0,10.0,1.0,1.0,1.0,1.0,90.0,22.0,6.7,2.0,0.00010904,0,-0.1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,False,,52.0,45.0,3.0,1.0,12.0,12.0,40.0,8.0,,,,,90.0,64.0,7.0,12.0,0.256757,1,,odilonkossounou,33.0,1.0,1.0,10.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0641,1.0,,,,,,,,,,,,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,46.0,42.0,1.0,,16.0,16.0,30.0,5.0,,,,,90.0,57.0,6.8,6.0,0.02006,1,,jonatah,26.0,,2.0,1.0,4.0,,,,1.0,3.0,,1.0,,1.0,0.0961,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,82.0,79.0,1.0,1.0,30.0,30.0,52.0,11.0,,,,,90.0,98.0,7.1,7.0,0.0519108,0,,edmondtapsoba,49.0,3.0,1.0,5.0,4.0,,2.0,,,1.0,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,37.0,28.0,2.0,1.0,3.0,5.0,38.0,6.0,,,,,90.0,61.0,7.0,20.0,0.0619055,1,,jeremie_frimpong,25.0,1.0,,5.0,3.0,,1.0,3.0,,,,1.0,1.0,2.0,0.0222,1.0,,,2.0,,2.0,6.0,2.0,1.0,,,,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,115.0,105.0,6.0,5.0,24.0,25.0,91.0,10.0,,,,,90.0,129.0,7.9,14.0,0.406731,5,,Granit_Xhaka,81.0,,2.0,4.0,4.0,,,3.0,3.0,1.0,,1.0,,2.0,0.2372,3.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.1139,,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,,77.0,72.0,4.0,4.0,15.0,16.0,62.0,6.0,,,,,79.0,103.0,7.9,8.0,0.275519,3,,exepalaciosok,57.0,,2.0,3.0,11.0,,1.0,1.0,1.0,,,4.0,1.0,2.0,0.2325,1.0,,,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0336,1.0,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,65.0,55.0,2.0,1.0,12.0,13.0,68.0,2.0,,,,,90.0,101.0,7.5,29.0,0.174223,4,,grimaldo35,43.0,,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,,,,,0.104,1.0,,,1.0,,1.0,16.0,1.0,,1.0,0.3013,,,,,,,,,
11396369,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,,29.0,20.0,1.0,1.0,1.0,1.0,37.0,1.0,,,,,64.0,44.0,7.3,18.0,0.101173,2,,,21.0,,,1.0,,,,,1.0,,,,,1.0,0.0953,3.0,,,,,2.0,9.0,,1.0,,,,2.0,1.0,1.0,,,,,
11396369,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,94.0,78.0,,,10.0,12.0,85.0,10.0,,,,,90.0,118.0,8.1,24.0,0.335912,2,,FWirtz,69.0,,,5.0,6.0,1.0,1.0,5.0,1.0,,,1.0,1.0,1.0,0.0554,3.0,,,2.0,2.0,2.0,3.0,3.0,,1.0,0.1089,,1.0,,,,,,,
