match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_unsuccessfulTouch,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,captain,stat_wasFouled,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_errorLeadToAGoal,stat_ownGoals,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist
11392833,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,28.0,14.0,20.0,7.0,13.0,20.0,1.0,8.0,3.0,6.0,2.0,1.0,5.0,2.0,90.0,41.0,7.6,14.0,0.00037735,0,0.9501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Formose Mendy,formose-mendy,F. Mendy,D,27,191,1488,M,982316,EUR,978393600,D,13,13,False,27.0,19.0,7.0,3.0,15.0,19.0,6.0,10.0,9.0,10.0,,,,,90.0,46.0,6.9,9.0,0.110651,0,,,,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,30.0,23.0,8.0,2.0,19.0,21.0,4.0,9.0,7.0,6.0,,,,,90.0,49.0,7.3,10.0,0.0135136,0,,,,,,3.0,1.0,5.0,,,2.0,2.0,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,39.0,31.0,4.0,1.0,25.0,26.0,6.0,13.0,10.0,2.0,,,,,90.0,64.0,8.6,10.0,0.305344,3,,,,,,5.0,3.0,6.0,,2.0,3.0,3.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,0.4674,0.355,1.0,,,,,,,,,,,,
11392833,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,M,37,37,False,22.0,16.0,,,8.0,12.0,9.0,13.0,1.0,6.0,,,,,82.0,44.0,6.8,10.0,0.079044,0,,,,3.0,1.0,,2.0,4.0,1.0,,1.0,2.0,3.0,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,
11392833,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,44.0,36.0,7.0,2.0,18.0,20.0,18.0,25.0,5.0,13.0,,,,,90.0,65.0,7.6,9.0,0.050982,1,,,,1.0,,,4.0,8.0,3.0,,1.0,3.0,6.0,4.0,,2.0,,1.0,,1.0,,0.0199,0.0258,,2.0,True,,,,,,,,,,
11392833,home,Lorient,Tiemoué Bakayoko,tiemoue-bakayoko,T. Bakayoko,M,14,188,1233,M,149735,EUR,777081600,M,14,14,False,22.0,20.0,,,11.0,12.0,9.0,10.0,1.0,6.0,,,,,90.0,36.0,7.0,4.0,0.00842994,0,,,,,,1.0,3.0,8.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,1.0,,,,,,,,,,4.0,,,,,,,,,
11392833,home,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,44,177,1325,M,998241,EUR,969580800,M,12,12,False,26.0,16.0,2.0,1.0,13.0,20.0,5.0,9.0,3.0,7.0,,,,,90.0,60.0,7.5,20.0,0.332552,0,,,,3.0,2.0,3.0,7.0,13.0,,1.0,,,4.0,4.0,,8.0,4.0,2.0,,,,,,2.0,4.0,,3.0,,,,,,,,,
11392833,home,Lorient,Pablo Pagis,pablo-pagis,P. Pagis,M,10,181,437,M,1174462,EUR,1041120000,F,26,26,False,16.0,12.0,2.0,,4.0,5.0,8.0,11.0,,3.0,,,,,45.0,26.0,6.7,8.0,0.00832723,0,,Pablo Pagis,,,,,2.0,3.0,1.0,,,2.0,3.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Aiyegun Tosin,aiyegun-tosin,A. Tosin,F,15,179,2383,M,875548,EUR,898819200,F,27,27,False,14.0,11.0,,,9.0,9.0,2.0,5.0,3.0,2.0,,,,,90.0,28.0,7.1,5.0,0.0141249,0,,,,,,,2.0,7.0,,1.0,,,1.0,1.0,,3.0,1.0,1.0,,,,,,,3.0,,3.0,,,,,,,,,
11392833,home,Lorient,Eli Junior Kroupi,eli-junior-kroupi,E. J. Kroupi,F,22,179,7447,M,1426228,EUR,1151020800,F,22,22,False,13.0,9.0,,,2.0,3.0,9.0,12.0,1.0,2.0,,,,,63.0,24.0,6.9,7.0,0.0150623,1,,,,2.0,2.0,1.0,2.0,3.0,,2.0,,,,,,1.0,1.0,,,1.0,,0.1366,0.2398,,1.0,,1.0,,,,,,,,,
11392833,home,Lorient,Bassirou N'Diaye,ndiaye-bassirou,B. N'Diaye,F,8,180,66,M,1565896,EUR,1013731200,F,33,33,True,6.0,5.0,,,2.0,2.0,3.0,4.0,,3.0,,,,,45.0,22.0,6.5,10.0,0.00187376,0,,,,,,,8.0,5.0,,2.0,,1.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,1.0,,2.0,,,,,,,,,
11392833,home,Lorient,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,M,10,10,True,7.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,,2.0,,,,,27.0,11.0,6.6,7.0,0.00016356,0,,,,1.0,,1.0,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,D,24,24,True,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,,,8.0,3.0,6.6,,5.909e-05,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,gedeon_K2,,,,,,,,
11392833,home,Lorient,Dominique Youfeigane,dominique-youfeigane,D. Youfeigane,G,,188,55,M,989832,EUR,949881600,G,94,94,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,D,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185,87,M,791048,EUR,752371200,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392833,home,Lorient,Ayman Kari,ayman-kari,A. Kari,F,,180,678,M,1142673,EUR,1100822400,M,44,44,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392833,away,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,16.0,13.0,3.0,,12.0,13.0,1.0,3.0,,10.0,1.0,2.0,3.0,,90.0,26.0,6.8,3.0,0.00023052,0,-1.3794,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
11392833,away,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,22,22,False,70.0,60.0,1.0,,19.0,22.0,42.0,53.0,,8.0,,,,,90.0,102.0,7.5,18.0,0.137667,1,,,,5.0,1.0,2.0,9.0,9.0,3.0,1.0,,2.0,7.0,4.0,3.0,1.0,2.0,1.0,,1.0,,0.0431,0.0206,5.0,,,,,,,,,,,,
11392833,away,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,40.0,37.0,5.0,2.0,21.0,21.0,16.0,19.0,,4.0,,,,,45.0,46.0,5.8,5.0,0.028495,0,,,,,,,1.0,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,
