match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAShot
12450915,home,Auxerre,Donovan Léon,,,donovan-leon,D. Léon,G,16,186,316,M,159837,EUR,720748800,G,16,16,False,34.0,12.0,33.0,11.0,0.0,1.0,4.0,11.0,30.0,1.0,1.0,1.0,9.0,2.0,9.0,11.0,1.0,1.0,1.0,90.0,49.0,10.0,22.0,0.00400766,0,2.3797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450915,home,Auxerre,Gabriel Osho,,,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,3,3,False,14.0,10.0,3.0,1.0,0.0,5.0,5.0,5.0,10.0,,5.0,3.0,2.0,,,,,,,90.0,25.0,7.2,5.0,0.0016053,0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12450915,home,Auxerre,Jubal,,,jubal,Jubal,D,5,190,384,M,329195,EUR,746582400,D,4,4,False,11.0,8.0,2.0,,0.0,5.0,6.0,3.0,5.0,1.0,5.0,14.0,3.0,,,,,,,90.0,38.0,8.3,4.0,0.00895023,2,,,2.0,2.0,,,1.0,,4.0,3.0,,,True,1.0,1.0,4.0,0.0281,0.0104,,,,,,,,,,,,
12450915,home,Auxerre,Clement Akpa,Clément Akpa,,akpa-clement,C. Akpa,D,92,183,819,M,1387156,EUR,1006560000,D,92,92,False,20.0,13.0,5.0,2.0,0.0,9.0,12.0,4.0,8.0,,2.0,8.0,4.0,,,,,,,90.0,37.0,7.0,8.0,0.00125573,0,,,,4.0,1.0,,2.0,,2.0,1.0,,,,,,,,,3.0,,,,,,,,,,,
12450915,home,Auxerre,Ki-Jana Hoever,,,ki-jana-hoever,K. Hoever,D,12,180,945,M,954044,EUR,1011312000,M,23,23,False,20.0,13.0,1.0,,0.0,5.0,7.0,8.0,15.0,,3.0,4.0,1.0,,,,,,,84.0,38.0,6.8,12.0,0.00812796,0,,2.0,,3.0,,,,,2.0,2.0,1.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,
12450915,home,Auxerre,Elisha Owusu,,,elisha-owusu,E. Owusu,M,42,179,1294,M,904424,EUR,878860800,M,42,42,False,27.0,18.0,6.0,2.0,0.0,11.0,13.0,7.0,14.0,,3.0,,7.0,,,,,,,90.0,35.0,6.5,11.0,0.00262574,0,,,,4.0,,,,,2.0,2.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,
12450915,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183,449,M,1151803,EUR,1088380800,M,27,27,False,28.0,25.0,3.0,2.0,0.0,12.0,13.0,13.0,16.0,2.0,10.0,4.0,7.0,,,,,,,90.0,50.0,7.3,10.0,0.29287,0,,1.0,2.0,9.0,5.0,3.0,1.0,,5.0,3.0,,,,,,,,,3.0,2.0,2.0,3.0,,,,,,,,
12450915,home,Auxerre,Gideon Mensah,,,gideon-mensah,G. Mensah,D,14,177,2401,M,844942,EUR,900720000,M,14,14,False,24.0,18.0,3.0,1.0,0.0,8.0,13.0,10.0,13.0,,4.0,2.0,9.0,,,,,,,90.0,51.0,6.8,14.0,0.0154552,0,,2.0,,3.0,2.0,1.0,2.0,,3.0,1.0,,1.0,,,,,,,1.0,,3.0,,,,,,,,,
12450915,home,Auxerre,Gaëtan Perrin,,,gaetan-perrin,G. Perrin,M,28,169,447,M,827506,EUR,834105600,F,10,10,False,16.0,13.0,,,0.0,9.0,10.0,5.0,9.0,,2.0,,7.0,,,,,,,77.0,32.0,6.5,11.0,0.0289011,2,,3.0,1.0,8.0,3.0,,,,2.0,1.0,,,,,,,0.1199,,1.0,3.0,,1.0,1.0,2.0,1.0,,,,,
12450915,home,Auxerre,Hamed Junior Traorè,,,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,892924,EUR,950659200,F,25,25,False,19.0,13.0,3.0,1.0,0.0,7.0,9.0,6.0,11.0,1.0,4.0,,4.0,,,,,,,90.0,47.0,5.8,25.0,0.0117197,1,,1.0,1.0,18.0,7.0,1.0,,,1.0,,1.0,5.0,,,1.0,,0.0869,0.3803,3.0,4.0,6.0,,,,1.0,,,,,
