match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,player_lastName,stat_onTargetScoringAttempt,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_keyPass,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_outfielderBlock,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
12624894,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,35.0,24.0,21.0,10.0,0.0,19.0,22.0,5.0,13.0,2.0,2.0,3.0,6.0,2.0,1.0,4.0,2.0,90.0,47.0,7.6,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624894,home,Al-Ettifaq,Mohammed Abdulrahman,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400,D,29,29,False,33.0,25.0,3.0,1.0,0.0,15.0,19.0,11.0,15.0,1.0,3.0,2.0,3.0,,,,,90.0,62.0,6.4,13.0,0,Mohammed Abdulrahman,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12624894,home,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,False,43.0,42.0,,,0.0,33.0,34.0,9.0,9.0,1.0,1.0,2.0,2.0,,,,,90.0,47.0,6.3,1.0,1,,,,2.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624894,home,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,3,3,False,39.0,31.0,7.0,2.0,0.0,25.0,28.0,6.0,11.0,5.0,6.0,7.0,1.0,,,,,90.0,51.0,6.4,8.0,1,,,,5.0,,1.0,1.0,,,3.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12624894,home,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,False,18.0,14.0,1.0,,0.0,6.0,9.0,8.0,11.0,,9.0,3.0,2.0,,,,,85.0,54.0,6.4,15.0,2,,2.0,,7.0,4.0,4.0,2.0,2.0,4.0,,,2.0,,,,1.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,
12624894,home,Al-Ettifaq,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,6,6,False,52.0,45.0,9.0,5.0,0.0,25.0,27.0,20.0,25.0,1.0,3.0,2.0,6.0,,,,,90.0,60.0,6.8,8.0,0,,,,3.0,1.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,
12624894,home,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,43.0,36.0,9.0,5.0,0.0,17.0,18.0,19.0,27.0,2.0,7.0,,4.0,,,,,71.0,64.0,6.9,15.0,1,,2.0,,4.0,4.0,2.0,,2.0,1.0,,,1.0,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,
12624894,home,Al-Ettifaq,João Costa,joao-costa,J. Costa,F,18,178.0,623,M,1397478,EUR,1111968000,M,18,18,False,17.0,15.0,1.0,1.0,0.0,5.0,5.0,11.0,14.0,,2.0,1.0,1.0,,,,,62.0,34.0,6.6,9.0,2,,2.0,1.0,5.0,3.0,1.0,1.0,2.0,,1.0,,,,,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,
12624894,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,8,8,False,14.0,14.0,,,0.0,4.0,4.0,10.0,10.0,1.0,6.0,,4.0,,,,,90.0,27.0,6.9,4.0,1,,,,3.0,1.0,,,2.0,4.0,1.0,,1.0,,,,,,,,2.0,1.0,,2.0,gwijnaldum,True,,,,,,,
12624894,home,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800,M,14,14,False,31.0,19.0,4.0,,0.0,5.0,7.0,15.0,25.0,2.0,7.0,,4.0,,,,,90.0,51.0,7.1,19.0,2,,1.0,1.0,9.0,5.0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,,,1.0,1.0,3.0,3.0,,1.0,,,1.0,1.0,,,,,
