match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,player_lastName,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_punches,stat_goalAssist,stat_goals
11067538,home,Grêmio,Gabriel Grando,Gabriel Grando,gabriel-grando,G. Grando,G,12,192,1323,M,1111770,EUR,954288000,G,12,12,False,15.0,7.0,12.0,4.0,6.0,8.0,1.0,7.0,5.0,3.0,4.0,90.0,26.0,6.8,10.0,0.0,0.0,0.00010515,0,-0.6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067538,home,Grêmio,Bruno Uvini,,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,15,15,False,38.0,29.0,3.0,,18.0,19.0,11.0,19.0,4.0,,,90.0,49.0,6.6,9.0,0.0847,0.0,0.00261725,2,,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11067538,home,Grêmio,Bruno Alves,,bruno-alves,B. Alves,D,3,184,261,M,551810,EUR,671760000,D,34,34,False,46.0,38.0,3.0,1.0,30.0,35.0,8.0,11.0,4.0,,,90.0,57.0,6.6,10.0,0.0,0.0,0.00207099,0,,2.0,3.0,6.0,1.0,,3.0,1.0,3.0,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067538,home,Grêmio,Walter Kannemann,,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,36.0,32.0,,,12.0,13.0,20.0,23.0,2.0,,,80.0,46.0,6.4,5.0,0.0559,0.0548,0.00662013,1,,4.0,8.0,2.0,3.0,,4.0,,,,1.0,2.0,,,True,1.0,1.0,2.0,,,,,,,,,,,,,,,
11067538,home,Grêmio,João Pedro,,joao-pedro,J. Pedro,D,18,179,1116,M,605528,EUR,848016000,M,18,18,False,47.0,40.0,3.0,3.0,14.0,17.0,27.0,33.0,6.0,,,90.0,74.0,7.4,14.0,0.0,0.0,0.159178,0,,,2.0,5.0,1.0,,,,3.0,2.0,,,3.0,1.0,,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
11067538,home,Grêmio,Mathias Villasanti,,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,42.0,32.0,4.0,2.0,13.0,14.0,19.0,28.0,7.0,,,90.0,56.0,6.3,16.0,0.0769,0.0,0.0594612,1,,1.0,7.0,5.0,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,
11067538,home,Grêmio,Felipe Carballo,,felipe-carballo,F. Carballo,M,,177,618,M,805038,EUR,844387200,M,8,8,False,50.0,43.0,2.0,,16.0,18.0,27.0,32.0,12.0,,,72.0,60.0,6.9,11.0,0.0,0.0,0.0682803,0,,,4.0,4.0,1.0,,1.0,,2.0,1.0,,,1.0,1.0,,2.0,,1.0,,,2.0,1.0,,2.0,,,,,,,,,
11067538,home,Grêmio,Reinaldo,,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,M,22,22,False,46.0,38.0,3.0,1.0,9.0,11.0,31.0,40.0,4.0,,,90.0,77.0,6.6,17.0,0.291,0.0954,0.579213,3,,1.0,5.0,2.0,,1.0,1.0,,,,3.0,,1.0,1.0,,,1.0,1.0,5.0,2.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,
11067538,home,Grêmio,Bitello,Bitello,bitello,Bitello,M,10,179,1768,M,1106839,EUR,947203200,F,39,39,False,46.0,35.0,4.0,2.0,9.0,12.0,27.0,36.0,10.0,,,89.0,68.0,7.1,19.0,0.0303,0.0,0.303312,2,,,3.0,5.0,,2.0,,,2.0,1.0,,2.0,4.0,1.0,,2.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,
11067538,home,Grêmio,Franco Cristaldo,,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,F,19,19,False,53.0,44.0,2.0,2.0,12.0,13.0,35.0,49.0,5.0,,,72.0,68.0,7.8,17.0,0.1931,0.0,0.326165,2,,2.0,4.0,2.0,2.0,1.0,,,1.0,1.0,,,2.0,,,,,,9.0,3.0,1.0,1.0,1.0,6.0,,,1.0,,,,,,
11067538,home,Grêmio,Luis Suárez,,luis-suarez,L. Suárez,F,9,182,125903,M,16943,EUR,538444800,F,9,9,False,28.0,18.0,2.0,2.0,9.0,10.0,9.0,19.0,3.0,,,88.0,55.0,6.4,16.0,0.877,0.3075,0.0791266,10,,,5.0,4.0,,4.0,,,,,1.0,,1.0,3.0,,1.0,2.0,,1.0,,4.0,1.0,,1.0,,2.0,4.0,ElPistolero,1.0,1.0,,,
11067538,home,Grêmio,Cuiabano,Cuiabano,cuiabano,Cuiabano,D,6,179,2699,M,1160554,EUR,1045353600,D,54,54,True,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,,18.0,12.0,6.6,2.0,0.0,0.0,0.0346419,0,,,1.0,2.0,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,
11067538,home,Grêmio,Ferreirinha,,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,F,10,10,True,9.0,9.0,,,4.0,4.0,5.0,5.0,,,,18.0,11.0,6.5,1.0,0.0,0.0,0.00214429,0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
