match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_interceptionWon,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyMiss,stat_goalAssist,player_sofascoreId,stat_goals,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_penaltyConceded,stat_totalOffside
11409031,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,20.0,19.0,7.0,6.0,16.0,16.0,3.0,4.0,1.0,7.0,1.0,1.0,1.0,90.0,29.0,6.8,1.0,0.0003134,0,-0.1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409031,home,Sporting Braga,Josafat Mendes,josafat-mendes,J. Mendes,D,2,177,330,M,1133258,EUR,1041292800,D,17,17,False,37.0,35.0,,,10.0,10.0,27.0,36.0,2.0,2.0,,,,82.0,60.0,7.1,9.0,0.207384,0,,,,9.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409031,home,Sporting Braga,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,84.0,75.0,9.0,5.0,45.0,46.0,31.0,39.0,2.0,4.0,,,,90.0,95.0,7.8,9.0,0.0866611,2,,,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,True,5.0,5.0,2.0,1.0,0.0953,,,,,,,,,,,,,,,,,,,,,,,,
11409031,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,83.0,71.0,8.0,3.0,51.0,53.0,20.0,30.0,2.0,7.0,,,,90.0,94.0,7.0,12.0,0.141499,4,,,,,,2.0,4.0,,1.0,2.0,1.0,,4.0,5.0,1.0,,0.4865,1.0,1.0,2.0,1.0,1.0,0.1369,,,,,,,,,,,,,,,,,,
11409031,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,False,30.0,26.0,3.0,,12.0,12.0,16.0,30.0,,4.0,,,,90.0,57.0,6.3,17.0,0.071988,0,,,,12.0,2.0,,7.0,,1.0,4.0,,,1.0,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11409031,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,87.0,82.0,5.0,4.0,41.0,42.0,43.0,49.0,1.0,10.0,,,,90.0,101.0,6.8,8.0,0.0876654,2,,,,4.0,2.0,1.0,3.0,,1.0,2.0,1.0,,,2.0,,,0.8262,1.0,1.0,1.0,,,0.9748,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,
11409031,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,M,16,16,False,69.0,65.0,10.0,8.0,24.0,24.0,45.0,54.0,,4.0,,,,65.0,84.0,7.5,10.0,0.222217,0,,,,9.0,4.0,5.0,7.0,,,1.0,4.0,,,2.0,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,
11409031,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2450,M,1128560,EUR,1132531200,M,11,11,False,27.0,23.0,,,4.0,4.0,24.0,32.0,,4.0,,,,82.0,50.0,7.3,13.0,0.454411,1,,,,9.0,5.0,3.0,8.0,2.0,,1.0,3.0,,,1.0,,,0.0256,,,1.0,,1.0,,1.0,1.0,2.0,,,,2.0,,1.0,,,,,,,,,
11409031,home,Sporting Braga,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,M,9,9,False,15.0,12.0,,,2.0,2.0,10.0,13.0,,1.0,,,,65.0,26.0,6.4,9.0,0.00784587,1,,,,,,,4.0,,2.0,1.0,1.0,,1.0,2.0,1.0,,0.1725,1.0,,,,1.0,,,1.0,2.0,,,,3.0,,,,,,,,,,,
11409031,home,Sporting Braga,Pizzi,pizzi,Pizzi,M,21,179,1284,M,77725,EUR,623635200,M,22,22,False,57.0,49.0,5.0,3.0,23.0,26.0,26.0,33.0,,,,,,77.0,70.0,6.7,12.0,0.0783453,1,,,,2.0,,,1.0,,,,,,1.0,4.0,,,0.0249,,1.0,,,3.0,0.1054,,,1.0,,,,1.0,,,,,,,,,,,
