match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_totalClearance,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_errorLeadToAShot,stat_accurateCross,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork
14566967,home,Pafos FC,Jay Gorter,,,jay-gorter,J. Gorter,G,1,190,471,M,981603,EUR,959644800,G,1,1,False,35.0,17.0,24.0,6.0,0.0,15.0,16.0,2.0,19.0,9.0,1.0,2.0,2.0,2.0,90.0,43.0,6.5,18.0,0.00068256,21.888,5.0312,0.0,32.038949234282,8.0,18.06,6.195,0.199,0,0.1983,0.03,-0.02,-0.07,0.23,3.62,1.31,0.08,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566967,home,Pafos FC,Bruno,,,bruno,Bruno,D,7,179,665,M,800106,EUR,769910400,D,7,7,False,37.0,28.0,3.0,1.0,0.0,17.0,20.0,11.0,17.0,11.0,,,,,90.0,60.0,7.7,16.0,0.0408899,30.78,10.27363,15.0,127.38314655913,10.0,65.205,34.86,,1,,0.19,0.16,-0.12,,3.24,4.58,1.41,0.75,0.29,1.0,5.0,1.0,8.0,6.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0557,0.8184,64.685852427646,2.0,0.55,,,,,,,,,,,,,,
14566967,home,Pafos FC,Derrick Luckassen,,,derrick-luckassen,D. Luckassen,D,23,186,348,M,363782,EUR,804729600,D,23,23,False,42.0,30.0,7.0,1.0,0.0,18.0,23.0,12.0,19.0,1.0,,,,,90.0,55.0,6.8,14.0,0.00428173,29.304,9.77998,4.0,86.346923802903,11.0,44.31,19.32,,0,,0.18,0.08,-0.12,,3.16,4.8,1.36,0.39,0.07,1.0,1.0,5.0,3.0,8.0,,,,,,,,1.0,3.0,2.0,,,,29.662644251651,1.0,,6.0,,,,,,,,,,,,,
14566967,home,Pafos FC,David Luiz,,,david-luiz,D. Luiz,D,4,189,22748,M,21300,EUR,546048000,D,4,4,False,36.0,24.0,8.0,2.0,0.0,15.0,19.0,9.0,17.0,4.0,,,,,90.0,64.0,7.4,18.0,0.0217076,27.252,9.57224,2.0,115.34159723761,11.0,73.92,25.305,,3,,0.01,0.22,0.24,,3.22,4.69,1.31,0.33,0.03,,,5.0,3.0,14.0,1.0,1.0,1.0,,1.0,5.0,4.0,4.0,3.0,2.0,,0.2638,0.1389,47.214384068294,2.0,-0.3,8.0,davidluiz23,1.0,2.0,1.0,1.0,,,,,,,,
14566967,home,Pafos FC,Kostas Pileas,,,kostas-pileas,K. Pileas,D,2,180,126,M,889002,EUR,913334400,D,2,2,False,23.0,15.0,5.0,,1.0,11.0,14.0,4.0,9.0,2.0,,,,,89.0,42.0,6.0,13.0,0.00322992,28.656,9.84286,4.0,41.3875838431,8.0,8.82,7.14,,1,,-0.11,-0.08,-0.42,,2.72,5.11,1.54,0.41,0.07,,1.0,,4.0,1.0,,,1.0,,,,,1.0,1.0,,,0.0154,0.0766,,,-0.03,1.0,,,,,1.0,3.0,1.0,,,,,,
14566967,home,Pafos FC,Pêpê,,,pepe,Pêpê,M,88,182,438,M,896354,EUR,864086400,M,88,88,False,45.0,35.0,8.0,4.0,0.0,14.0,18.0,21.0,27.0,3.0,,,,,90.0,61.0,7.1,16.0,0.0433804,29.232,11.17187,9.0,98.327693128152,16.0,6.72,8.715,,0,,0.25,0.05,-0.05,,2.91,5.6,1.93,0.59,0.14,4.0,,1.0,1.0,5.0,2.0,2.0,,,,2.0,2.0,2.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,
14566967,home,Pafos FC,Vlad Dragomir,,,vlad-dragomir,V. Dragomir,M,30,178,1174,M,559058,EUR,924912000,M,30,30,False,33.0,28.0,4.0,3.0,0.0,14.0,18.0,14.0,15.0,3.0,,,,,90.0,46.0,8.0,8.0,0.0254152,29.448,11.1,7.0,28.333309146984,5.0,5.985,6.405,,2,,0.14,0.47,0.3,,2.92,5.59,1.9,0.57,0.12,,4.0,,6.0,2.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,0.3063,0.7874,6.5477954305247,1.0,0.48,1.0,,2.0,,1.0,2.0,,,,True,1.0,,,
14566967,home,Pafos FC,Jajá,,,jaja,Jajá,M,11,177,563,M,1020057,EUR,987292800,M,11,11,False,23.0,16.0,1.0,,0.0,7.0,8.0,9.0,15.0,3.0,,,,,77.0,38.0,7.4,13.0,0.13054,32.112,8.07642,12.0,83.134835493614,7.0,78.435,38.325,,1,,0.34,0.06,-0.05,,2.52,3.64,1.07,0.56,0.28,2.0,,,2.0,5.0,2.0,1.0,,,,2.0,2.0,4.0,2.0,1.0,,0.0898,,38.778920575488,1.0,0.04,,,,1.0,,3.0,,,1.0,,,1.0,,
14566967,home,Pafos FC,Domingos Quina,,,domingos-quina,D. Quina,M,8,173,417,M,842582,EUR,942883200,M,8,8,False,21.0,17.0,3.0,3.0,0.0,7.0,7.0,10.0,14.0,6.0,,,,,85.0,38.0,6.5,13.0,0.0191751,30.708,10.3318,10.0,52.131750504293,8.0,19.425,5.25,,1,,0.17,0.1,-0.1,,2.42,5.02,1.88,0.78,0.23,1.0,1.0,,5.0,2.0,1.0,1.0,,,,,,6.0,1.0,1.0,,0.0588,,,,-0.18,,,2.0,1.0,,,1.0,,,,,,,
14566967,home,Pafos FC,Mislav Oršić,,,mislav-orsic,M. Oršić,M,17,178,6128,M,88645,EUR,725587200,M,17,17,False,27.0,19.0,4.0,1.0,1.0,3.0,5.0,16.0,22.0,2.0,,,,,90.0,44.0,8.5,15.0,0.256134,32.724,10.80081,18.0,95.70206479924,9.0,76.02,20.16,,4,,0.44,0.6,-0.07,,3.33,4.95,1.42,0.67,0.44,7.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,0.1828,0.0145,39.810204360235,2.0,0.47,,orsic99,,,,2.0,,,1.0,,,,3.0,1.0
