match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_blockedScoringAttempt,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_goalAssist,stat_goals,captain,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented
10388520,home,FC Bayern München,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12744,M,yannsommer,16206,EUR,598320000,G,27,27,False,18.0,17.0,2.0,1.0,17.0,18.0,6.0,1.0,90.0,25.0,6.9,1.0,0.0,0.0,0.00014419,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388520,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,josip_stanisic,927407,EUR,954633600,D,44,44,False,105.0,98.0,3.0,,37.0,39.0,6.0,,78.0,116.0,7.4,8.0,0.0,0.0,0.255274,0,,,61.0,67.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388520,home,FC Bayern München,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10858,M,benpavard21,787505,EUR,827971200,D,5,5,False,112.0,106.0,4.0,3.0,66.0,70.0,6.0,,90.0,121.0,7.7,7.0,0.0822,0.0,0.0223495,1,,,40.0,43.0,1.0,3.0,6.0,3.0,7.0,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388520,home,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,mdeligt,803031,EUR,934416000,D,4,4,False,96.0,85.0,10.0,8.0,51.0,55.0,8.0,,90.0,106.0,7.5,12.0,0.0668,0.0,0.0394002,1,,,34.0,41.0,,5.0,4.0,6.0,7.0,,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10388520,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,False,62.0,53.0,,,22.0,23.0,6.0,,90.0,84.0,7.2,15.0,0.3854,0.6151,0.515491,2,,,31.0,39.0,,1.0,,4.0,5.0,6.0,4.0,,1.0,1.0,,,,,,,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,
10388520,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,90.0,81.0,10.0,8.0,30.0,31.0,7.0,,78.0,110.0,7.7,17.0,0.0,0.0,0.359938,0,,,52.0,68.0,9.0,1.0,,1.0,5.0,,,,,4.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,
10388520,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,62.0,53.0,2.0,2.0,17.0,17.0,5.0,,90.0,82.0,7.9,9.0,0.1725,0.0256,0.305355,3,,,36.0,45.0,,1.0,4.0,3.0,9.0,,,1.0,2.0,4.0,1.0,1.0,,,2.0,3.0,1.0,,,1.0,,,1.0,,,,,,,,,,
10388520,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,50.0,45.0,,,9.0,9.0,4.0,,65.0,68.0,9.3,13.0,0.4425,0.9006,1.08956,1,,,39.0,49.0,8.0,,1.0,,6.0,5.0,5.0,,,,,,,,,,5.0,,,1.0,3.0,3.0,,1.0,1.0,,,,,,,,
10388520,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,esmuellert,35166,EUR,621648000,M,25,25,False,44.0,33.0,,,6.0,6.0,2.0,,87.0,58.0,7.9,17.0,1.2937,0.8266,1.05478,4,,,27.0,42.0,4.0,1.0,1.0,3.0,3.0,,,1.0,,1.0,1.0,1.0,1.0,,,,3.0,,2.0,3.0,2.0,,1.0,2.0,,True,2.0,,,,,,
10388520,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,Bambi,1010231,EUR,1046217600,M,42,42,False,46.0,39.0,1.0,1.0,9.0,9.0,4.0,,90.0,74.0,7.9,15.0,1.0419,0.737,0.196783,6,,,31.0,38.0,1.0,,1.0,6.0,7.0,4.0,2.0,,1.0,2.0,2.0,,2.0,,3.0,2.0,2.0,1.0,,1.0,3.0,1.0,3.0,,1.0,,1.0,,,,,,
10388520,home,FC Bayern München,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,E. M. Choupo-Moting,F,13,191,7877,M,Choupo,21626,EUR,606614400,F,13,13,False,23.0,17.0,1.0,1.0,5.0,6.0,1.0,,65.0,30.0,7.5,9.0,0.0918,0.1011,0.329108,1,,,12.0,18.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,1.0,,,,,1.0,,,1.0,2.0,,,,1.0,,1.0,1.0,,,,,
10388520,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,F,7,7,True,11.0,10.0,,,2.0,2.0,2.0,,25.0,17.0,6.7,2.0,0.0198,0.0,0.0155029,1,,,8.0,10.0,1.0,1.0,,5.0,3.0,1.0,1.0,,,2.0,,2.0,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,
