match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed
14025186,home,Brentford,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,1,1,False,43.0,27.0,25.0,9.0,0.0,22.0,23.0,5.0,20.0,3.0,6.0,3.0,3.0,2.0,90.0,51.0,7.4,16.0,0.00135003,45.507034791741,9.0,19.32,5.67,0.6142,0,0.6698,0.08,0.01,-0.05,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025186,home,Brentford,Michael Kayode,,,michael-kayode,M. Kayode,D,33,179,2419,M,,1137431,EUR,1089417600,D,33,33,False,55.0,51.0,,,0.0,24.0,26.0,27.0,29.0,5.0,6.0,,,,90.0,91.0,7.2,17.0,0.0181942,256.24517152584,23.0,126.525,25.83,,0,,-0.1,0.07,-0.01,,3.0,2.0,1.0,3.0,8.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14025186,home,Brentford,Nathan Collins,,,nathan-collins,N. Collins,D,22,193,1556,M,,958916,EUR,988588800,D,22,22,False,79.0,61.0,11.0,3.0,0.0,42.0,46.0,19.0,33.0,9.0,3.0,,,,90.0,96.0,7.0,18.0,0.00707312,127.73397534565,16.0,60.165,28.35,,1,,0.18,0.1,0.51,,,5.0,6.0,6.0,6.0,,,3.0,,,,,,True,1.0,1.0,1.0,0.0541,-0.22,,,,,,,,,,,
14025186,home,Brentford,Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,,924378,EUR,1008806400,D,4,4,False,66.0,60.0,7.0,4.0,0.0,41.0,42.0,19.0,24.0,11.0,3.0,,,,90.0,84.0,7.2,7.0,0.00786541,177.74363808481,21.0,78.33,46.935,,0,,0.14,0.08,0.17,,,3.0,7.0,4.0,8.0,,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,
14025186,home,Brentford,Aaron Hickey,,,hickey-aaron,A. Hickey,D,2,185,842,M,,966869,EUR,1023667200,D,2,2,False,32.0,29.0,2.0,1.0,0.0,16.0,16.0,13.0,16.0,2.0,5.0,,,,61.0,44.0,6.4,7.0,0.00741483,77.404761964094,12.0,-12.6,3.465,,0,,-0.03,-0.35,-0.01,,2.0,1.0,,5.0,,2.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
14025186,home,Brentford,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,6,6,False,70.0,55.0,13.0,4.0,0.0,24.0,27.0,31.0,43.0,,4.0,,,,90.0,83.0,7.8,22.0,0.036658,175.38637214517,21.0,51.03,13.545,,2,,0.16,0.17,0.17,,5.0,,,1.0,1.0,,,1.0,1.0,,1.0,,2.0,,1.0,,,0.2606,0.54,1.0,,1.0,1.0,0.6364,,,,,,
14025186,home,Brentford,Vitaly Janelt,,,vitaly-janelt,V. Janelt,M,27,184,1191,M,,814873,EUR,894758400,M,27,27,False,29.0,28.0,4.0,4.0,0.0,14.0,15.0,14.0,14.0,4.0,,,,,80.0,43.0,7.5,4.0,0.0102255,23.001646515312,4.0,-12.075,-1.89,,0,,0.08,0.0,0.2,,2.0,,5.0,1.0,8.0,1.0,,,3.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,
14025186,home,Brentford,Dango Ouattara,Dango Ouattara,,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,19,19,False,21.0,14.0,2.0,1.0,0.0,7.0,7.0,7.0,14.0,2.0,6.0,,,,90.0,49.0,6.0,22.0,0.00834628,150.90765530926,17.0,37.695,21.105,,2,,-0.17,0.07,-0.15,,4.0,3.0,2.0,14.0,6.0,5.0,1.0,,1.0,,5.0,2.0,,,1.0,,2.0,0.1387,-0.06,1.0,4.0,,,,1.0,2.0,,,,
14025186,home,Brentford,Mathias Jensen,,,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,32.0,30.0,5.0,4.0,0.0,8.0,9.0,22.0,23.0,,4.0,,,,81.0,44.0,7.0,8.0,0.0392541,114.55806789043,15.0,-7.665,8.715,,1,,0.15,0.16,-0.07,,1.0,,,3.0,3.0,2.0,2.0,,1.0,1.0,4.0,,,,1.0,,1.0,0.0606,0.0,,2.0,,,,,,,,,
14025186,home,Brentford,Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,,972421,EUR,982800000,M,23,23,False,14.0,14.0,1.0,1.0,0.0,3.0,3.0,11.0,11.0,1.0,,,,,61.0,20.0,6.7,2.0,0.0344949,26.606479613839,4.0,11.13,7.98,,1,,0.09,0.14,0.14,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,0.206,-0.31,1.0,,1.0,,0.2036,,,1.0,,,
