match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,stat_dispossessed,stat_outfielderBlock,stat_totalContest,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceMissed,stat_penaltyWon,stat_goals,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyConceded
11067452,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,31.0,19.0,19.0,7.0,14.0,14.0,5.0,17.0,1.0,14.0,1.0,1.0,1.0,3.0,90.0,43.0,7.4,12.0,0.00115383,0,0.4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067452,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,53.0,47.0,14.0,11.0,29.0,31.0,18.0,23.0,5.0,4.0,2.0,,,,90.0,69.0,7.2,8.0,0.0146681,0,,True,1.0,2.0,2.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067452,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,50.0,46.0,5.0,3.0,41.0,42.0,5.0,8.0,6.0,3.0,1.0,,,,90.0,56.0,6.8,4.0,0.00424324,1,,,,5.0,1.0,1.0,,,,,,4.0,5.0,1.0,0.0393,,,,,,,,,,,,,,,,,,,,
11067452,home,São Paulo,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17540,M,1108441,EUR,1069632000,D,35,35,False,65.0,55.0,11.0,5.0,44.0,49.0,11.0,16.0,2.0,6.0,,,,,90.0,79.0,7.1,11.0,0.0162573,1,,,,5.0,,5.0,2.0,,,Lucas Beraldo,,4.0,2.0,1.0,0.1145,lberaldo,1.0,1.0,,,,,,,,,,,,,,,,,
11067452,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,29.0,26.0,2.0,1.0,14.0,16.0,12.0,14.0,5.0,3.0,4.0,,,,45.0,49.0,6.6,8.0,0.0247223,0,,,1.0,6.0,1.0,,1.0,1.0,,,,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11067452,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,37.0,32.0,5.0,5.0,16.0,18.0,17.0,21.0,7.0,4.0,3.0,,,,90.0,57.0,6.8,9.0,0.171139,1,,,2.0,10.0,5.0,2.0,,3.0,2.0,,,2.0,1.0,1.0,0.0752,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11067452,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,54.0,46.0,7.0,6.0,28.0,32.0,18.0,22.0,7.0,7.0,3.0,,,,90.0,67.0,7.4,8.0,0.114749,0,,,,2.0,,2.0,1.0,1.0,,Pablo Maia,,,3.0,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,
11067452,home,São Paulo,Wellington Rato,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,False,27.0,22.0,6.0,5.0,9.0,11.0,16.0,26.0,4.0,5.0,2.0,,,,68.0,52.0,7.4,17.0,0.337998,2,,,10.0,2.0,1.0,1.0,,1.0,,,,,1.0,,0.0545,,1.0,1.0,,4.0,1.0,3.0,3.0,1.0,1.0,0.0453,,,,,,,,,
11067452,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,19.0,15.0,3.0,2.0,8.0,9.0,7.0,11.0,3.0,2.0,1.0,,,,79.0,33.0,7.0,10.0,0.188193,4,,,1.0,5.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,0.2494,luciano10,3.0,,1.0,1.0,,,,2.0,1.0,0.7362,,,,,,,,,
11067452,home,São Paulo,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,False,28.0,26.0,1.0,1.0,14.0,15.0,12.0,14.0,7.0,3.0,1.0,,,,71.0,51.0,6.0,12.0,0.0192128,2,,,1.0,13.0,2.0,1.0,1.0,2.0,1.0,,,4.0,3.0,,0.6945,,1.0,,7.0,2.0,,,,1.0,1.0,0.9967,1.0,1.0,,,,,,,
