match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,captain,stat_errorLeadToAShot,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_hitWoodwork
14064476,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188.0,2069,M,1154630,EUR,1110499200,G,1,1,False,25.0,19.0,6.0,0.0,18.0,19.0,1.0,6.0,2.0,2.0,2.0,90.0,27.0,7.2,6.0,0.00023178,23.878129085801,5.0,13.146186452996,0.9,0,1.0644,0.01,0.0,-0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064476,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183.0,647,M,922759,EUR,919900800,D,3,3,False,56.0,48.0,2.0,0.0,31.0,34.0,17.0,22.0,5.0,,,90.0,80.0,7.4,17.0,0.00409599,58.407511124583,11.0,25.498838087439,,0,,0.09,0.0,0.17,,1.0,4.0,2.0,8.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14064476,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190.0,1084,M,1020744,EUR,1029456000,D,4,4,False,83.0,71.0,10.0,0.0,56.0,61.0,15.0,22.0,2.0,,,90.0,97.0,7.5,12.0,0.00584969,216.17192034476,24.0,110.87107267212,,1,,0.18,0.07,0.26,,6.0,9.0,5.0,9.0,1.0,,8.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,0.0366,-0.24,,,,,,,,,,,,,,,,,,
14064476,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190.0,261,M,798124,EUR,858470400,D,2,2,False,56.0,52.0,6.0,0.0,36.0,38.0,16.0,18.0,,,,90.0,68.0,7.2,5.0,0.00505443,94.861789844435,13.0,48.306599490802,,0,,0.09,0.03,0.14,,4.0,4.0,3.0,5.0,,,5.0,2.0,,,1.0,2.0,,,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,,
14064476,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182.0,538,M,123388,EUR,712368000,M,19,19,False,18.0,12.0,3.0,0.0,4.0,5.0,8.0,13.0,1.0,,,73.0,26.0,6.6,7.0,0.0663386,18.299332989932,3.0,11.758969787707,,0,,0.1,0.02,0.16,,,,1.0,1.0,,1.0,3.0,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,
14064476,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174.0,1378,M,878938,EUR,948326400,M,23,23,False,61.0,51.0,8.0,0.0,28.0,29.0,23.0,32.0,6.0,,,90.0,86.0,7.6,17.0,0.0642377,235.30795223954,23.0,104.73163477577,,3,,0.26,0.33,0.28,,4.0,1.0,3.0,10.0,,,1.0,2.0,7.0,4.0,2.0,2.0,,1.0,1.0,,0.0483,-0.31,,,2.0,4.0,1.0,,1.0,2.0,0.1174,18.384179401471,52.162299059308,3.0,1.0,,,,,
14064476,home,Toulouse,Pape Diop,Pape Diop,,pape-diop,P. Diop,M,18,182.0,1726,M,1410217,EUR,1062633600,M,18,18,False,48.0,42.0,2.0,0.0,26.0,27.0,16.0,21.0,7.0,,,90.0,62.0,6.6,10.0,0.101456,101.90022058954,17.0,24.512116791101,,2,,0.27,0.13,-0.05,,1.0,,6.0,1.0,1.0,,,4.0,,,2.0,1.0,,,3.0,,0.042,0.0,,,1.0,1.0,,,2.0,,0.1803,,,,1.0,1.0,,,,
14064476,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179.0,643,M,863133,EUR,893030400,M,15,15,False,38.0,30.0,5.0,0.0,15.0,15.0,15.0,23.0,5.0,,,90.0,67.0,7.3,20.0,0.298898,191.83123571169,17.0,117.82919446367,,1,,0.43,0.18,-0.03,,4.0,,5.0,6.0,1.0,5.0,1.0,,3.0,3.0,1.0,,1.0,,1.0,,0.2317,-0.53,,,2.0,6.0,2.0,1.0,,,,41.27303593182,81.99070552804,3.0,1.0,,,,,
14064476,home,Toulouse,Santiago Hidalgo,Santiago Hidalgo,,santiago-hidalgo,S. Hidalgo,F,11,174.0,1019,M,1199247,EUR,1108598400,F,11,11,False,21.0,17.0,,0.0,6.0,8.0,11.0,13.0,6.0,,,90.0,33.0,6.2,10.0,0.0173135,32.816934607175,3.0,20.053379581945,,0,,-0.06,0.11,-0.12,,,,10.0,4.0,2.0,1.0,,,3.0,1.0,4.0,4.0,,,2.0,1.0,,,,,1.0,,,,,,,9.8212726652313,17.368183583783,1.0,,1.0,,,,
14064476,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173.0,957,M,911851,EUR,979430400,F,10,10,False,25.0,22.0,1.0,0.0,5.0,6.0,17.0,19.0,7.0,,,90.0,44.0,7.4,7.0,0.033995,235.7440760158,21.0,159.88379425823,,4,,0.0,0.44,0.15,,1.0,,2.0,9.0,,6.0,,,1.0,,2.0,,1.0,,,,0.1458,-0.55,,,4.0,,,4.0,1.0,2.0,0.1274,31.881245966785,155.25053571171,9.0,1.0,,,,,
