match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalContest,stat_wonContest,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goals,stat_goalAssist
10665946,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800.0,G,1,1,False,36.0,26.0,21.0,11.0,24.0,27.0,2.0,9.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,48.0,6.7,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665946,home,Al Tai,Collins Fai,collins-fai,C. Fai,D,,167.0,535,,336551,EUR,713664000.0,D,40,40,False,50.0,38.0,7.0,4.0,19.0,26.0,21.0,29.0,,3.0,5.0,4.0,4.0,,,,,,90.0,77.0,7.1,19.0,0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10665946,home,Al Tai,Adrián Martínez,adrian-martinez,Adrián Martínez,D,5,187.0,37,M,757930,EUR,742608000.0,D,5,5,False,40.0,33.0,5.0,3.0,26.0,31.0,7.0,9.0,,4.0,9.0,7.0,4.0,,,,,,90.0,56.0,7.1,7.0,0,,,1.0,,,7.0,1.0,3.0,,1.0,3.0,,,,4.0,2.0,,,,,,,,,,,
10665946,home,Al Tai,Abdulkarim Al Sulaima,abdulkarim-al-sulaima,A. A. Sulaima,D,4,,5,M,1127119,EUR,961804800.0,D,4,4,False,47.0,37.0,7.0,3.0,32.0,36.0,5.0,11.0,1.0,3.0,5.0,7.0,4.0,,,,,,90.0,59.0,7.0,10.0,0,,,1.0,,,7.0,,4.0,,,1.0,,Abdulkarim Al Sulaima,,1.0,1.0,,,,,,,,,,,
10665946,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000.0,D,12,12,False,43.0,37.0,1.0,1.0,27.0,30.0,10.0,14.0,,4.0,7.0,5.0,4.0,,,,,,90.0,65.0,6.9,11.0,0,1.0,,1.0,,,2.0,3.0,2.0,1.0,1.0,3.0,,,,2.0,,,,,,,,,,,,
10665946,home,Al Tai,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600.0,M,7,7,False,44.0,41.0,5.0,4.0,26.0,27.0,15.0,17.0,,1.0,1.0,5.0,1.0,,,,,,82.0,51.0,6.9,4.0,0,,,,1.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
10665946,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200.0,M,30,30,False,52.0,42.0,7.0,3.0,25.0,27.0,17.0,25.0,,3.0,11.0,10.0,10.0,,,,,,90.0,75.0,8.0,12.0,3,,,1.0,1.0,,1.0,2.0,6.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,,,,,,,,,
10665946,home,Al Tai,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800.0,M,10,10,False,52.0,44.0,7.0,6.0,15.0,18.0,29.0,38.0,,4.0,4.0,6.0,1.0,,,,,,90.0,73.0,6.7,21.0,0,4.0,,,2.0,,,,1.0,4.0,2.0,,4.0,,,,,,,3.0,1.0,,,,,,,
10665946,home,Al Tai,Knowledge Musona,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400.0,M,11,11,False,39.0,30.0,2.0,2.0,15.0,17.0,15.0,24.0,,4.0,3.0,3.0,,,,,,,90.0,53.0,6.3,16.0,2,2.0,,1.0,2.0,,,,,1.0,2.0,,1.0,,,1.0,,2.0,,1.0,,True,,,,,,
10665946,home,Al Tai,Abdullah Al-Jawaey,abdullah-al-jawaey,A. Al-Jawaey,M,11,173.0,18,M,868945,EUR,826329600.0,M,27,27,False,9.0,5.0,2.0,2.0,2.0,3.0,5.0,8.0,1.0,3.0,4.0,,1.0,,,,,,57.0,28.0,6.5,9.0,1,2.0,2.0,,,,,,,5.0,3.0,3.0,,,,,,,,,,,1.0,,,,,
10665946,home,Al Tai,Guy Mbenza,guy-mbenza,G. Mbenza,F,9,182.0,384,M,979125,EUR,954547200.0,F,9,9,False,8.0,7.0,,,3.0,3.0,4.0,6.0,2.0,2.0,,,,,,,,,73.0,13.0,6.4,2.0,2,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,
10665946,home,Al Tai,Khalil Al-Absi,khalil-al-absi,K. Al-Absi,M,11,165.0,52,M,1019289,EUR,991008000.0,M,24,24,True,10.0,8.0,1.0,,4.0,4.0,4.0,7.0,1.0,2.0,1.0,2.0,,,,,,,33.0,14.0,6.4,4.0,0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10665946,home,Al Tai,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177.0,7,M,160947,EUR,688435200.0,F,32,32,True,10.0,8.0,,,4.0,4.0,4.0,6.0,,,,1.0,,,,,,,17.0,12.0,6.7,2.0,1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
