match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_totalContest,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_dispossessed,stat_goals,stat_totalOffside,stat_shotOffTarget,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11396213,home,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,False,29.0,21.0,20.0,13.0,10.0,12.0,11.0,17.0,9.0,1.0,1.0,90.0,33.0,7.2,8.0,0.00196726,0,0.1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396213,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,18.0,9.0,4.0,1.0,4.0,8.0,5.0,11.0,1.0,,,75.0,44.0,6.7,15.0,0.00409628,1,,,,1.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0306,,,,,,,,,,,,,,,,,,
11396213,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,40.0,27.0,11.0,5.0,18.0,25.0,9.0,15.0,4.0,,,90.0,58.0,6.8,18.0,0.00194394,0,,,,,3.0,6.0,4.0,,,5.0,,,2.0,2.0,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,
11396213,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,26.0,21.0,4.0,1.0,15.0,18.0,6.0,8.0,3.0,,,90.0,39.0,7.0,5.0,0.00152251,1,,,,,4.0,6.0,4.0,,,8.0,,2.0,,,1.0,2.0,0.0745,4.0,,,1.0,1.0,0.045,,,,,,,,,,,,
11396213,home,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,False,33.0,22.0,7.0,2.0,15.0,18.0,8.0,16.0,2.0,,,90.0,59.0,7.3,13.0,0.0325225,1,,,,1.0,2.0,5.0,3.0,2.0,1.0,12.0,3.0,,1.0,,1.0,1.0,0.0142,1.0,,1.0,,,,1.0,,,,,,,,,,,
11396213,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,30.0,22.0,1.0,,10.0,11.0,12.0,22.0,6.0,,,65.0,47.0,7.2,14.0,0.12314,1,,,,3.0,3.0,4.0,6.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.0563,1.0,3.0,3.0,,,,,3.0,1.0,2.0,,,,,,,,
11396213,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,26.0,20.0,5.0,2.0,9.0,11.0,12.0,18.0,4.0,,,89.0,43.0,7.1,10.0,0.0897577,0,,,,3.0,1.0,6.0,4.0,1.0,,4.0,,,2.0,2.0,2.0,2.0,,,,,,,,1.0,,,2.0,True,2.0,,,,,,
11396213,home,VfL Wolfsburg,Aster Vranckx,vranckx-aster,A. Vranckx,M,40,183,1109,M,989371,EUR,1033689600,M,6,6,False,36.0,25.0,5.0,2.0,17.0,23.0,8.0,13.0,6.0,,,90.0,49.0,6.8,14.0,0.00725993,0,,,,,2.0,5.0,7.0,1.0,,2.0,,1.0,2.0,1.0,,1.0,,5.0,,2.0,,,,,,,,,1.0,,,,,,
11396213,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,34.0,28.0,6.0,4.0,9.0,11.0,20.0,24.0,5.0,,,90.0,49.0,7.0,10.0,0.196605,0,,,,1.0,3.0,4.0,4.0,,,3.0,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,
11396213,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,14.0,7.0,1.0,,2.0,4.0,5.0,10.0,,,,65.0,24.0,7.4,12.0,0.0343134,1,,,,,2.0,3.0,3.0,,,,1.0,,,,3.0,,0.0759,,,3.0,,1.0,0.2087,,,,2.0,,1.0,1.0,,,,,
