match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_lastManTackle,stat_wasFouled,stat_totalContest,stat_wonContest,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyWon,stat_goals,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced
12421226,home,Standard Liège,Dennis Eckert Ayensa,,,dennis-eckert-ayensa,D. Eckert,F,10,181,542,M,812797,EUR,852768000,F,11,11,True,7.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,1.0,,,,,25.0,14.0,7.3,6.0,0.0327146,3,,,3.0,2.0,3.0,,1.0,,,,,,,,1.0,,,1.0,,,2.0,0.9892,1.6594,,,1.0,,,,,,,,1.0,,,
12421226,home,Standard Liège,Souleyman Doumbia,,,souleyman-doumbia,S. Doumbia,D,15,175,137,M,366760,EUR,843523200,D,15,15,True,9.0,5.0,1.0,1.0,0.0,1.0,2.0,4.0,9.0,1.0,2.0,,,,,14.0,16.0,6.6,7.0,0.0144709,0,,,2.0,1.0,3.0,1.0,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
12421226,home,Standard Liège,Marko Bulat,,,marko-bulat,M. Bulat,M,5,178,837,M,905063,EUR,1001462400,M,7,7,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,,1.0,,,,,15.0,6.0,6.5,,0.01658,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,home,Standard Liège,Léandre Kuavita,Léandre Kuavita,,leandre-kuavita,L. Kuavita,M,14,180,165,M,1198065,EUR,1085961600,M,14,14,True,6.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,,,,,,,15.0,6.0,6.7,1.0,0.103331,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
12421226,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,,matthieu-epolo,M. Epolo,G,1,185,3162,M,1121943,EUR,1105747200,G,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,home,Standard Liège,Ibe Hautekiet,,,ibe-hautekiet,I. Hautekiet,D,25,188,153,M,964757,EUR,1018656000,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,home,Standard Liège,Daan Dierckx,,,dierckx-daan,D. Dierckx,D,29,192,200,M,1099368,EUR,1045958400,D,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,home,Standard Liège,Ibrahim Karamoko,,,karamoko-ibrahim,I. Karamoko,M,20,187,135,M,966263,EUR,995846400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Mike Penders,Mike Penders,,mike-penders,M. Penders,G,39,199,4402,M,1149148,EUR,1122768000,G,39,39,False,37.0,29.0,19.0,11.0,0.0,21.0,21.0,8.0,16.0,,3.0,1.0,3.0,1.0,1.0,90.0,44.0,7.2,8.0,0.00181667,0,1.1605,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
12421226,away,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,43.0,34.0,6.0,2.0,0.0,19.0,21.0,16.0,24.0,4.0,2.0,,,,,90.0,62.0,6.9,11.0,0.0357277,2,,,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,z.elouahdi,,0.0603,,,,,2.0,,1.0,1.0,,,,,,,
12421226,away,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,71.0,69.0,7.0,6.0,0.0,54.0,54.0,15.0,17.0,7.0,5.0,,,,,90.0,82.0,6.6,3.0,0.00398184,0,,2.0,,3.0,3.0,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,6,6,False,78.0,70.0,13.0,9.0,0.0,55.0,57.0,15.0,21.0,3.0,7.0,,,,,90.0,89.0,7.2,10.0,0.0106156,0,,1.0,6.0,1.0,9.0,,,,2.0,2.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,64.0,48.0,12.0,4.0,0.0,26.0,32.0,22.0,32.0,1.0,9.0,,,,,90.0,86.0,6.8,21.0,0.0263632,0,,2.0,3.0,5.0,5.0,,1.0,,1.0,,,,1.0,1.0,,,,3.0,2.0,joriskayembe23,,,,,,,,,2.0,,,,,,,,
12421226,away,KRC Genk,Ibrahima Sory Bangoura,,,ibrahima-sory-bangoura,I. S. Bangoura,M,21,190,620,M,1396027,EUR,1073260800,M,21,21,False,31.0,29.0,2.0,2.0,0.0,19.0,20.0,10.0,11.0,,8.0,,,,,83.0,42.0,6.7,5.0,0.0463508,0,,,,5.0,4.0,,1.0,1.0,,3.0,2.0,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,81.0,66.0,8.0,6.0,0.0,34.0,40.0,32.0,42.0,5.0,6.0,,,,,90.0,110.0,7.3,20.0,0.0173614,1,,1.0,4.0,5.0,9.0,,2.0,,4.0,,,,,,1.0,,,7.0,5.0,,,0.0261,,True,,1.0,,,,,,,,,,,1.0
12421226,away,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,M,23,23,False,60.0,43.0,13.0,10.0,1.0,18.0,21.0,28.0,45.0,,3.0,,,,,89.0,76.0,7.9,23.0,0.879978,2,,,,3.0,2.0,1.0,,,,1.0,1.0,,,,6.0,,1.0,2.0,,,,0.1751,,,,1.0,1.0,1.0,4.0,3.0,1.0,,,,,,
12421226,away,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,20,20,False,28.0,24.0,2.0,1.0,1.0,6.0,6.0,18.0,26.0,,3.0,,,,,72.0,43.0,7.3,13.0,0.305495,0,,,1.0,5.0,6.0,,2.0,,,,,,,1.0,4.0,,2.0,5.0,3.0,,,,,,,,,,2.0,,1.0,,,,,,
12421226,away,KRC Genk,Christopher Baah,Christopher Baah,,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,M,7,7,False,31.0,28.0,1.0,1.0,0.0,11.0,11.0,18.0,21.0,,3.0,,,,,83.0,53.0,7.9,7.0,0.158288,4,,1.0,,7.0,8.0,1.0,3.0,,1.0,5.0,3.0,,1.0,2.0,1.0,,2.0,1.0,1.0,,1.0,0.3415,0.4571,,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,
12421226,away,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,19.0,13.0,1.0,1.0,0.0,3.0,4.0,10.0,15.0,4.0,1.0,,,,,83.0,36.0,8.2,8.0,0.00286625,5,,3.0,8.0,4.0,11.0,,,,1.0,,,,2.0,1.0,,,1.0,2.0,2.0,,2.0,0.8839,1.0484,,1.0,3.0,,,,,,,,1.0,,,
12421226,away,KRC Genk,Patrik Hrošovský,,,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,True,5.0,5.0,,,0.0,1.0,1.0,5.0,5.0,,,,,,,18.0,7.0,6.7,,0.0255609,1,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,0.0944,0.2048,,,,,,,1.0,,,,,,,
12421226,away,KRC Genk,Nikolas Sattlberger,,,sattlberger-nikolas,N. Sattlberger,M,24,191,235,M,1086072,EUR,1074384000,M,24,24,True,4.0,3.0,1.0,1.0,0.0,,,3.0,4.0,1.0,,,,,,17.0,5.0,6.5,1.0,0.0038729,0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
12421226,away,KRC Genk,Noah Adedeji-Sternberg,Noah Adedeji-Sternberg,,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182,619,M,1512197,EUR,1119139200,F,32,32,True,5.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,,,,17.0,8.0,6.7,2.0,0.0454448,0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
12421226,away,KRC Genk,Hyun-gyu Oh,,,hyun-gyu-oh,H. Oh,F,9,185,4405,M,1010634,EUR,987033600,F,9,9,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,3.0,,,,,17.0,8.0,6.5,3.0,0.0426756,0,,2.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
12421226,away,KRC Genk,Luca Oyen,,,luca-oyen,L. Oyen,M,11,172,406,M,996986,EUR,1047600000,F,11,11,True,,,,,0.0,,,,,1.0,,,,,,9.0,1.0,6.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Josue Ndenge Kongolo,,,josue-ndenge-kongolo,J. N. Kongolo,D,44,184,312,M,1396029,EUR,1144886400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Adrian Palacios,,,palacios-adrian,A. Palacios,D,34,186,281,M,1393681,EUR,1086566400,D,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421226,away,KRC Genk,Ken Nkuba,,,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
