match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_dispossessed,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14109772,home,Trabzonspor,Felipe Augusto,Felipe Augusto,,felipe-augusto,F. Augusto,F,99,187.0,1396,M,,1106681,EUR,1077062400,F,99,99,False,8.0,7.0,,,0.0,3.0,4.0,4.0,4.0,,2.0,,,,78.0,19.0,6.2,6.0,0.00856354,52.351483533927,2.0,46.41,43.365,,1,,-0.19,0.06,-0.02,,,,1.0,4.0,2.0,,4.0,1.0,3.0,48.795794993011,1.0,,,,,,,,,,0.0314,-0.23,1.0,1.0,,,,,,,1.0,,
14109772,home,Trabzonspor,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201.0,6791,M,,295123,EUR,770083200,F,30,30,True,7.0,5.0,,,0.0,3.0,4.0,2.0,3.0,2.0,,,,,45.0,18.0,7.2,8.0,0.00047049,25.083580579773,4.0,2.94,3.255,,1,,-0.06,0.14,0.18,,,,2.0,4.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,0.0888,0.51,,2.0,,,1.0,1.0,0.3161,,,,
14109772,home,Trabzonspor,Anthony Nwakaeme,,,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,,139455,EUR,606441600,F,9,9,True,5.0,5.0,,,1.0,2.0,2.0,3.0,3.0,,2.0,,,,12.0,10.0,6.7,2.0,0.0167925,58.534390730975,6.0,31.815,13.44,,0,,-0.03,0.1,0.13,,1.0,,,3.0,1.0,1.0,,,,30.674559358713,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Okay Yokuşlu,,,okay-yokuslu,O. Yokuşlu,M,5,190.0,809,M,,97967,EUR,763171200,M,5,5,True,,,,,0.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Ozan Tufan,,,ozan-tufan,O. Tufan,M,11,182.0,2045,M,,251907,EUR,795916800,M,11,11,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,1.0,2.0,,1.0,0.00015224,9.5663594206549,2.0,7.35,5.88,,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Ahmet Doğan Yıldırım,Ahmet Doğan Yıldırım,,ahmet-dogan-yildirim,A. D. Yıldırım,G,88,194.0,225,M,,1907056,EUR,1162339200,G,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Onuralp Çevikkan,Onuralp Cevikkan,,onuralp-cevikkan,O. Çevikkan,G,25,190.0,370,M,,1417078,EUR,1136160000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Taha Emre Ince,Taha Emre İnce,,taha-emre-ince,T. E. İnce,D,92,186.0,130,M,,1974398,EUR,1185408000,D,92,92,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Salih Malkoçoğlu,Salih Malkoçoglu,,salih-malkocoglu,S. Malkoçoğlu,D,74,190.0,275,M,,1499364,EUR,1109116800,M,74,74,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165.0,2367,M,,1046446,EUR,1005609600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,home,Trabzonspor,Cihan Çanak,Cihan Canak,,cihan-canak,C. Çanak,M,99,175.0,582,M,,1127335,EUR,1106524800,F,61,61,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Andreas Gianniotis,,,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,,236746,EUR,724636800,G,1,1,False,35.0,25.0,19.0,9.0,0.0,22.0,23.0,3.0,12.0,,5.0,,1.0,1.0,90.0,38.0,6.3,10.0,0.00082643,45.018400422666,8.0,7.56,6.195,0.3995,0,-0.8995,0.05,-0.09,-0.22,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
14109772,away,Kasımpaşa,Cláudio Winck,,,claudio-winck,C. Winck,D,2,183.0,184,M,,155998,EUR,766368000,D,2,2,False,38.0,26.0,10.0,2.0,0.0,15.0,19.0,11.0,19.0,6.0,6.0,,,,90.0,70.0,6.8,17.0,0.0126113,40.713709959891,7.0,16.17,13.44,,1,,0.07,0.0,-0.13,,1.0,,3.0,4.0,9.0,2.0,,3.0,,13.604310493369,1.0,1.0,1.0,,,3.0,2.0,,,,0.1525,0.09,,,True,,1.0,,0.6706,1.0,,,
14109772,away,Kasımpaşa,Rodrigo Becão,,,rodrigo-becao,R. Becão,D,50,191.0,1867,M,,880207,EUR,822009600,D,50,50,False,37.0,32.0,6.0,4.0,0.0,29.0,32.0,3.0,5.0,5.0,2.0,,,,80.0,48.0,6.5,6.0,0.00151496,61.885407008628,9.0,5.67,13.335,,0,,-0.13,-0.55,-0.1,,,,1.0,1.0,4.0,1.0,,2.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Nicholas Opoku,,,nicholas-opoku,N. Opoku,D,20,190.0,508,M,,885683,EUR,871257600,D,20,20,False,48.0,48.0,6.0,6.0,0.0,38.0,38.0,10.0,10.0,5.0,3.0,,,,90.0,58.0,6.3,1.0,0.00467054,82.121603942571,12.0,36.855,15.015,,0,,0.09,0.03,-0.3,,,,,3.0,,,1.0,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Godfried Frimpong,,,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,,931743,EUR,924652800,D,21,21,False,46.0,39.0,5.0,3.0,0.0,27.0,30.0,12.0,16.0,5.0,3.0,,,,90.0,60.0,6.2,10.0,0.00773981,68.107887356999,10.0,15.12,8.82,,0,,0.07,0.0,-0.34,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Kerem Demirbay,,,kerem-demirbay,K. Demirbay,M,26,185.0,2104,M,,142619,EUR,741657600,M,26,26,False,45.0,35.0,6.0,2.0,0.0,18.0,22.0,17.0,23.0,2.0,8.0,,,,90.0,74.0,7.6,16.0,0.130192,124.75670590114,12.0,22.68,32.76,,1,,0.32,0.06,0.16,,3.0,1.0,,2.0,15.0,2.0,3.0,5.0,1.0,32.760070573795,1.0,,,,1.0,9.0,7.0,2.0,1.0,1.0,0.0156,-0.07,,,,,,,,,,,
14109772,away,Kasımpaşa,Mamadou Fall,,,mamadou-fall,M. Fall,M,7,184.0,380,M,,822228,EUR,694137600,M,7,7,False,8.0,7.0,,,0.0,5.0,5.0,2.0,3.0,1.0,4.0,,,,67.0,17.0,6.6,4.0,0.00743056,32.144751572928,6.0,24.15,9.135,,0,,-0.01,0.09,-0.07,,1.0,,,1.0,2.0,,2.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,
14109772,away,Kasımpaşa,İrfan Can Kahveci,,,irfan-can-kahveci,İ. C. Kahveci,M,71,180.0,4224,M,irfankahveci,226986,EUR,805766400,M,71,71,False,28.0,24.0,4.0,3.0,1.0,13.0,15.0,11.0,13.0,,3.0,,,,80.0,41.0,7.2,10.0,0.25337,27.588934411315,6.0,-2.1,4.83,,0,,0.38,-0.07,-0.07,,3.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,,,,
14109772,away,Kasımpaşa,Mortadha Ben Ouanes,,,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,,919225,EUR,773107200,M,12,12,False,31.0,26.0,4.0,3.0,0.0,12.0,14.0,14.0,17.0,,5.0,,,,90.0,48.0,6.3,8.0,0.0286955,53.220077871175,10.0,10.08,6.72,,3,,0.01,-0.63,-0.16,,,,1.0,8.0,7.0,3.0,1.0,2.0,5.0,,,,1.0,,,3.0,2.0,,1.0,2.0,0.1501,-0.52,1.0,,,,,,,,,,
14109772,away,Kasımpaşa,Fousseni Diabaté,,,fousseni-diabate,F. Diabaté,M,34,175.0,1077,M,,796374,EUR,813974400,M,34,34,False,30.0,25.0,,,0.0,18.0,18.0,7.0,12.0,,4.0,,,,90.0,37.0,7.5,9.0,0.073689,124.76768081933,12.0,61.11,28.875,,1,,-0.06,0.28,-0.1,,1.0,,,3.0,2.0,2.0,1.0,1.0,,64.796003359729,3.0,2.0,,,,,,1.0,1.0,,0.1372,0.51,,,,,1.0,1.0,0.5961,,1.0,,
14109772,away,Kasımpaşa,Kubilay Kanatsızkuş,,,kubilay-kanatsizkus,K. Kanatsızkuş,F,17,190.0,94,M,,828953,EUR,859507200,F,17,17,False,5.0,4.0,,,0.0,,,4.0,5.0,1.0,,,,,55.0,7.0,7.0,2.0,0.0544271,4.7966692610602,1.0,2.73,2.73,,0,,0.14,0.14,0.16,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Pape Habib Gueye,,,pape-habib-gueye,P. H. Gueye,F,77,188.0,366,M,,880778,EUR,937785600,F,77,77,True,6.0,2.0,,,0.0,1.0,2.0,1.0,4.0,,2.0,,,,35.0,11.0,5.8,8.0,0.013473,70.725153571589,6.0,-19.635,11.865,,0,,-0.41,0.01,0.0,,,,1.0,8.0,2.0,1.0,1.0,,3.0,,,3.0,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,
14109772,away,Kasımpaşa,Cem Üstündag,,,cem-ustundag,C. Üstündag,M,6,,49,M,,1387006,EUR,979948800,M,6,6,True,9.0,7.0,,,0.0,3.0,3.0,4.0,6.0,,,,,,23.0,12.0,6.4,3.0,0.0990322,19.159900767338,2.0,11.97,14.49,,0,,0.07,0.01,-0.16,,,,,5.0,,,1.0,,2.0,15.501553599559,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Adem Arous,Adem Arous,,adem-arous,A. Arous,D,4,188.0,619,M,,2018238,EUR,1090022400,D,4,4,True,6.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,5.0,,,,,,10.0,6.0,6.3,1.0,0.00127215,,,,,,0,,0.03,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Cafú,,,cafu,Cafú,M,8,185.0,212,M,,110956,EUR,730684800,M,8,8,True,11.0,9.0,2.0,,0.0,3.0,3.0,6.0,8.0,1.0,,,,,10.0,14.0,6.6,2.0,0.036449,38.789466262738,4.0,-0.735,1.995,,0,,0.11,-0.51,-0.01,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Ali Emre Yanar,,,ali-emre-yanar,A. E. Yanar,G,25,190.0,31,M,,840297,EUR,895190400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Taylan Utku Aydın,,,aydin-taylan-utku,T. U. Aydın,D,29,180.0,50,M,,1498789,EUR,1139529600,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Emre Taşdemir,,,emre-tasdemir,E. Taşdemir,D,33,176.0,74,M,,190191,EUR,807840000,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Kamil Ahmet Çörekçi,,,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173.0,57,M,,124728,EUR,696902400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Yusuf Barası,,,yusuf-barasi,Y. Barası,F,9,182.0,285,M,,1000187,EUR,1049068800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109772,away,Kasımpaşa,Cenk Tosun,,,cenk-tosun,C. Tosun,F,23,183.0,2904,M,,72127,EUR,676252800,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
