match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,player_sofascoreId,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_hitWoodwork,captain,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox
10670587,home,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,33,33,False,17.0,17.0,2.0,2.0,16.0,16.0,1.0,1.0,6.0,3.0,90.0,24.0,7.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670587,home,VfB Stuttgart,Pascal Stenzel,pascal-stenzel,P. Stenzel,D,15,184,265,M,352562,EUR,827280000,D,15,15,False,110.0,104.0,15.0,11.0,69.0,71.0,36.0,42.0,7.0,,90.0,125.0,8.0,1,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10670587,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1077,M,801030,EUR,845164800,D,16,16,False,126.0,120.0,4.0,3.0,85.0,90.0,35.0,36.0,7.0,,90.0,135.0,7.5,1,,,3.0,,,,,1.0,,1.0,7.0,,2.0,5.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,
10670587,home,VfB Stuttgart,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6724,M,873106,EUR,926467200,D,21,21,False,147.0,137.0,17.0,10.0,93.0,96.0,44.0,52.0,8.0,,90.0,154.0,7.6,0,1.0,,,,1.0,,,1.0,2.0,,11.0,1.0,,1.0,2.0,,,hiroki_ito38,1.0,,,,,,,,,,,,,,,
10670587,home,VfB Stuttgart,Silas,silas-katompa-mvumpa,S. K. Mvumpa,M,26,189,7747,M,949062,EUR,907632000,M,14,14,False,38.0,32.0,,,22.0,23.0,10.0,16.0,7.0,,76.0,51.0,7.3,1,1.0,,3.0,1.0,,1.0,1.0,,,2.0,11.0,1.0,,,2.0,,,silas,,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,
10670587,home,VfB Stuttgart,Enzo Millot,millot-enzo,E. Millot,M,10,175,4909,M,957889,EUR,1026864000,M,8,8,False,48.0,46.0,1.0,1.0,30.0,30.0,16.0,18.0,4.0,,62.0,58.0,7.1,1,,,2.0,1.0,,1.0,,,1.0,,4.0,,1.0,1.0,3.0,,,,,2.0,2.0,,,,,,1.0,,,,,,,
10670587,home,VfB Stuttgart,Wataru Endo,wataru-endo,W. Endo,M,3,178,19826,M,143040,EUR,729216000,M,3,3,False,90.0,84.0,8.0,5.0,61.0,61.0,23.0,29.0,9.0,,70.0,103.0,8.0,1,,,2.0,,1.0,1.0,1.0,,3.0,1.0,8.0,1.0,,1.0,7.0,,,endowataru,1.0,2.0,,2.0,3.0,,,,,True,1.0,,,,,
10670587,home,VfB Stuttgart,Chris Führich,chris-fuhrich,C. Führich,M,10,178,1567,M,891510,EUR,884304000,M,22,22,False,83.0,74.0,5.0,5.0,30.0,30.0,45.0,55.0,3.0,,90.0,103.0,8.5,4,2.0,1.0,6.0,2.0,7.0,2.0,,1.0,,,16.0,3.0,,,4.0,1.0,,,3.0,1.0,1.0,,,,,,,,,2.0,2.0,1.0,,
10670587,home,VfB Stuttgart,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3739,M,357584,EUR,885340800,M,24,24,False,47.0,44.0,,,17.0,17.0,29.0,37.0,,,70.0,64.0,8.5,0,7.0,2.0,2.0,,2.0,,,1.0,,,11.0,3.0,,,,,,BornaSosa,,,,,,,,,,,,3.0,2.0,,,
10670587,home,VfB Stuttgart,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,146,M,842212,EUR,840499200,F,20,20,False,12.0,7.0,1.0,,2.0,3.0,5.0,9.0,1.0,,62.0,17.0,8.4,3,,,,,,3.0,2.0,,,,6.0,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,
10670587,home,VfB Stuttgart,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1358,M,983540,EUR,1024185600,F,10,10,False,24.0,19.0,1.0,,4.0,4.0,16.0,21.0,1.0,,90.0,41.0,6.9,2,1.0,1.0,4.0,2.0,6.0,2.0,,,,,10.0,1.0,,1.0,9.0,,,,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,1.0,
