match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_lastManTackle,stat_penaltyWon,stat_challengeLost,stat_totalOffside,player_firstName,player_lastName,player_sofascoreId,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_bigChanceCreated,stat_clearanceOffLine,stat_penaltyConceded
14065157,home,Eintracht Frankfurt,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187.0,476,M,190161,EUR,805507200,G,23,23,False,50.0,41.0,23.0,15.0,0.0,33.0,35.0,8.0,15.0,13.0,1.0,2.0,90.0,59.0,7.5,9.0,0.0109641,192.83781510122,28.0,70.98,11.55,0.3993,0,-0.129,0.24,0.03,-0.03,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065157,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186.0,1615,M,921789,EUR,868579200,D,13,13,False,41.0,29.0,4.0,3.0,0.0,10.0,14.0,19.0,27.0,5.0,,,90.0,85.0,6.8,29.0,0.109473,115.83056351144,13.0,80.85,17.22,,3,,0.44,0.2,-0.18,,8.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,1.0,0.1137,0.0915,1.0,-0.34,,,,,,,,,,,,,,,,,,,,
14065157,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190.0,1832,M,581302,EUR,837561600,D,4,4,False,51.0,44.0,4.0,1.0,0.0,29.0,29.0,15.0,22.0,2.0,,,90.0,68.0,7.2,9.0,0.0108649,49.826287523156,10.0,15.645,5.46,,0,,0.15,-0.01,0.48,,,,2.0,4.0,3.0,5.0,1.0,,,,6.0,1.0,,,1.0,,,,,,True,2.0,1.0,,,,,,,,,,,,,,,,,
14065157,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186.0,2196,M,965778,EUR,959212800,D,3,3,False,70.0,64.0,6.0,3.0,0.0,42.0,42.0,22.0,28.0,6.0,,,90.0,92.0,8.4,10.0,0.0270035,194.23414548511,26.0,125.79,21.42,,1,,0.23,0.17,0.57,,1.0,,3.0,,3.0,6.0,,,1.0,,7.0,,3.0,1.0,,,0.2045,,1.0,0.01,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14065157,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179.0,1784,M,1159759,EUR,1055721600,D,21,21,False,47.0,35.0,6.0,,0.0,23.0,26.0,12.0,21.0,6.0,,,90.0,68.0,6.3,18.0,0.038875,100.99349115202,14.0,48.93,17.43,,1,,-0.05,0.15,0.29,,2.0,,1.0,2.0,6.0,5.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.035,,,-0.23,,,,1.0,,,1.0,,2.0,1.0,,,,,,,,,,
14065157,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183.0,17688,M,1192318,EUR,1038441600,M,8,8,False,37.0,30.0,2.0,2.0,0.0,13.0,16.0,17.0,21.0,5.0,,,90.0,60.0,6.2,19.0,0.0681083,35.359542297319,5.0,8.085,13.23,,2,,-0.19,-0.36,-0.04,,11.0,1.0,2.0,3.0,7.0,4.0,,,,2.0,1.0,,1.0,,,3.0,0.0526,,1.0,-0.13,,,,2.0,,,,,,,,,fareschaibi28,,,,,,,
14065157,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185.0,4745,M,591706,EUR,800064000,M,15,15,False,29.0,24.0,1.0,1.0,0.0,15.0,16.0,9.0,13.0,2.0,,,76.0,39.0,6.6,6.0,0.0710005,41.846329810479,6.0,17.325,6.3,,1,,0.15,0.05,0.14,,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,0.0324,,,-0.04,,1.0,,,,,,,,,,,ellyes_skhiri,,,,,,,
14065157,home,Eintracht Frankfurt,Ritsu Doan,ritsu-doan,R. Doan,M,20,172.0,5674,M,790965,EUR,897955200,M,20,20,False,40.0,33.0,4.0,1.0,0.0,6.0,7.0,27.0,33.0,1.0,,,90.0,67.0,7.4,21.0,0.248598,112.66713436895,15.0,72.975,25.41,,3,,0.38,0.26,-0.06,,11.0,1.0,1.0,3.0,4.0,10.0,2.0,2.0,,1.0,,,1.0,,,,0.1677,,2.0,-0.53,,,2.0,5.0,4.0,,,,,,,,doanritsu,,,,,,,
14065157,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176.0,5881,M,66518,EUR,707529600,M,27,27,False,25.0,23.0,1.0,1.0,0.0,9.0,11.0,14.0,14.0,2.0,,,62.0,29.0,6.8,3.0,0.0961994,58.126880444374,7.0,5.46,11.13,,1,,0.37,0.04,-0.02,,1.0,,3.0,,4.0,1.0,,1.0,,,,,1.0,1.0,,1.0,0.1429,,,-0.37,,,,,,,,,,1.0,,,MarioGotze,,,,,,,
14065157,home,Eintracht Frankfurt,Jean-Mattéo Bahoya,jean-matteo-bahoya,J. Bahoya,M,19,180.0,2331,M,1146148,EUR,1115424000,M,19,19,False,20.0,15.0,1.0,,0.0,3.0,5.0,12.0,15.0,2.0,,,62.0,31.0,6.9,8.0,0.115686,105.69739991922,10.0,64.785,25.935,,0,,-0.22,0.39,0.0,,1.0,,,,2.0,4.0,1.0,,,,,1.0,2.0,1.0,,,,,2.0,,,,1.0,2.0,1.0,,,,,,Jean Bahoya,,,,,,,,,
