match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_errorLeadToAShot,stat_bigChanceCreated,stat_wasFouled,stat_totalContest,stat_blockedScoringAttempt,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_fouls,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_goals
14035938,home,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,False,22.0,18.0,9.0,5.0,0.0,15.0,15.0,3.0,7.0,1.0,1.0,9.0,4.0,5.0,2.0,2.0,90.0,35.0,7.2,5.0,0.00408902,39.071715242669,8.0,15.435,5.145,0.6935,0,0.0696,0.15,0.01,0.16,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035938,home,KRC Genk,Josue Ndenge Kongolo,,,josue-ndenge-kongolo,J. N. Kongolo,D,44,184,312,M,1396029,EUR,1144886400,D,44,44,False,41.0,38.0,,,0.0,8.0,9.0,30.0,32.0,1.0,2.0,4.0,,,,,72.0,54.0,6.6,5.0,0.319663,132.61184285443,15.0,56.595,24.885,,1,,0.29,0.03,-0.16,,1.0,1.0,1.0,0.0115,1.0,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,
14035938,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,48.0,39.0,2.0,,0.0,19.0,23.0,20.0,25.0,3.0,1.0,8.0,,,,,90.0,60.0,6.7,10.0,0.280972,84.871596756604,12.0,-8.715,17.01,,0,,0.2,-0.04,-0.1,,1.0,,1.0,,,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14035938,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,6,6,False,74.0,69.0,6.0,4.0,0.0,40.0,42.0,29.0,32.0,5.0,,10.0,,,,,90.0,86.0,6.9,6.0,0.0103134,309.09963968497,35.0,175.455,41.37,,0,,0.13,0.22,-0.17,,,,,,,,,1.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14035938,home,KRC Genk,Yaimar Medina,Yaimar Medina,,yaimar-medina,Y. Medina,D,19,178,1171,M,1106546,EUR,1099612800,D,19,19,False,59.0,51.0,2.0,1.0,0.0,21.0,24.0,30.0,35.0,1.0,,7.0,,,,,72.0,74.0,6.5,9.0,0.194036,176.53300744495,23.0,79.065,17.43,,2,,0.29,0.19,-0.2,,3.0,2.0,,0.1696,2.0,-0.44,2.0,1.0,2.0,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
14035938,home,KRC Genk,Patrik Hrošovský,,,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,False,44.0,39.0,6.0,2.0,0.0,9.0,9.0,30.0,35.0,,1.0,2.0,,,,,81.0,61.0,6.8,12.0,0.113364,101.08869215801,11.0,15.33,11.76,,2,,0.26,0.17,-0.04,,6.0,1.0,2.0,0.2597,1.0,-0.23,3.0,,1.0,1.0,1.0,,2.0,,,,,,2.0,1.0,,,,,,,,,,,
14035938,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,121.0,106.0,6.0,4.0,0.0,27.0,28.0,79.0,93.0,,,7.0,,,,,90.0,133.0,8.4,17.0,0.276006,390.62938803976,41.0,239.925,22.89,,0,,0.69,0.34,-0.06,,,,,,3.0,,,,8.0,2.0,,2.0,3.0,,1.0,,,5.0,1.0,,True,1.0,,,,,,,,,
14035938,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,M,7,7,False,59.0,48.0,8.0,6.0,0.0,5.0,6.0,43.0,53.0,,,6.0,,,,,90.0,89.0,7.3,27.0,0.278975,279.08378140595,30.0,0.52499999999998,14.07,,4,,0.46,0.26,-0.11,,16.0,1.0,,0.3026,3.0,-0.46,1.0,1.0,4.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,0.5926,,,,,,,
14035938,home,KRC Genk,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,38,38,False,76.0,61.0,3.0,2.0,0.0,9.0,14.0,52.0,62.0,,,2.0,,,,,90.0,90.0,6.8,21.0,0.154673,134.11701335804,18.0,33.81,16.17,,0,,0.14,0.3,-0.17,,,,4.0,,1.0,,,5.0,8.0,2.0,2.0,1.0,7.0,2.0,,,,1.0,2.0,,,1.0,,,3.0,,,,,,
14035938,home,KRC Genk,Yira Collins Sor,,,yira-collins-sor,Y. C. Sor,F,14,174,386,M,985162,EUR,964396800,M,14,14,False,34.0,28.0,1.0,1.0,0.0,6.0,6.0,22.0,28.0,,2.0,2.0,,,,,81.0,45.0,6.4,10.0,0.100984,91.694051076088,12.0,53.55,17.325,,2,,-0.03,0.23,-0.08,,2.0,2.0,,0.3279,,-0.42,1.0,,2.0,,,,3.0,,,,,1.0,4.0,,,1.0,,,1.0,1.0,,,,,
