match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_clearanceOffLine,stat_fouls,stat_totalOffside,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_lastManTackle,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_expectedGoalsOnTarget,stat_goals
12451022,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,24.0,12.0,16.0,4.0,0.0,10.0,13.0,2.0,11.0,1.0,1.0,1.0,10.0,5.0,6.0,1.0,1.0,90.0,36.0,7.2,12.0,0.00034896,0,0.6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451022,home,Angers,Lilian Raolisoa,lilian-raolisoa,L. Raolisoa,D,27,178,247,M,,1462778,EUR,961113600,D,27,27,False,33.0,22.0,3.0,2.0,0.0,11.0,16.0,12.0,20.0,,2.0,5.0,7.0,,,,,90.0,59.0,6.7,18.0,0.0536985,0,,Lilian Raolisoa,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12451022,home,Angers,Emmanuel Biumla,emmanuel-biumla,E. Biumla,D,24,185,111,M,,1442036,EUR,1115510400,D,24,24,False,19.0,18.0,2.0,2.0,0.0,18.0,19.0,,,1.0,1.0,5.0,3.0,,,,,90.0,29.0,6.7,2.0,8.37e-05,0,,,,,,3.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12451022,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184,183,M,,363042,EUR,741225600,D,21,21,False,20.0,12.0,4.0,,0.0,12.0,16.0,,4.0,,2.0,8.0,3.0,,,,,90.0,32.0,6.8,8.0,7.75e-05,0,,,,,,2.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
12451022,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177,69,M,,170129,EUR,634089600,D,26,26,False,14.0,10.0,3.0,2.0,0.0,6.0,7.0,4.0,7.0,2.0,4.0,3.0,,,,,,80.0,26.0,7.0,5.0,0.0039645,0,,,,,,1.0,2.0,,,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
12451022,home,Angers,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,,156004,EUR,764121600,M,6,6,False,15.0,12.0,,,0.0,7.0,10.0,5.0,5.0,,4.0,,3.0,,,,,75.0,25.0,6.3,6.0,0.00390013,0,,,,,,,1.0,,,,,,,3.0,,,1.0,,,3.0,,,,,,,,,,,,
12451022,home,Angers,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177,1877,M,,580642,EUR,759715200,M,93,93,False,19.0,16.0,,,0.0,14.0,17.0,2.0,2.0,,1.0,1.0,4.0,,,,,55.0,26.0,6.7,4.0,0.00077167,0,,,,,,2.0,,,1.0,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,
12451022,home,Angers,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,,988632,EUR,793843200,M,18,18,False,22.0,16.0,2.0,1.0,0.0,9.0,12.0,7.0,10.0,2.0,6.0,,3.0,,,,,90.0,34.0,6.3,12.0,0.0132357,0,,,,,,3.0,,,2.0,,,2.0,1.0,3.0,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,
12451022,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185,7344,M,,945830,EUR,942796800,M,10,10,False,30.0,26.0,1.0,1.0,0.0,14.0,15.0,12.0,15.0,2.0,9.0,1.0,6.0,,,,,90.0,43.0,6.4,10.0,0.01184,0,,,,,,6.0,,2.0,3.0,1.0,,3.0,3.0,2.0,,1.0,,1.0,,3.0,,True,,,,,,,,,,
12451022,home,Angers,Farid El Melali,farid-el-melali,F. El Melali,M,28,173,1171,M,,930584,EUR,862790400,M,28,28,False,7.0,4.0,,,0.0,2.0,2.0,4.0,7.0,1.0,7.0,,2.0,,,,,55.0,21.0,6.4,12.0,0.151647,0,,,,2.0,2.0,1.0,,2.0,3.0,,,,,4.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
12451022,home,Angers,Esteban Lepaul,lepaul-esteban,E. Lepaul,F,9,177,1997,M,,966621,EUR,956016000,F,19,19,False,12.0,8.0,,,0.0,3.0,5.0,5.0,7.0,2.0,3.0,1.0,,,,,,80.0,20.0,6.9,5.0,0.00308102,2,,,,,,7.0,1.0,,,,,2.0,1.0,1.0,,3.0,,2.0,,,3.0,,1.0,1.0,0.1756,,,,,,,
12451022,home,Angers,Zinedine Ferhat,zinedine-ferhat,Z. Ferhat,M,8,183,1385,M,,842400,EUR,730944000,M,20,20,True,16.0,10.0,2.0,1.0,0.0,5.0,7.0,5.0,10.0,,2.0,,1.0,,,,,35.0,22.0,6.7,8.0,0.115293,1,,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,0.0412,,,,,,,
12451022,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175,1155,M,,1195241,EUR,1013644800,M,14,14,True,4.0,3.0,,,0.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,35.0,10.0,6.5,2.0,0.00140753,0,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,
12451022,home,Angers,Pierrick Capelle,pierrick-capelle,P. Capelle,M,15,181,58,M,,209768,EUR,545443200,M,15,15,True,8.0,6.0,1.0,,0.0,5.0,5.0,1.0,3.0,,2.0,,1.0,,,,,15.0,9.0,6.5,2.0,0.0001859,0,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12451022,home,Angers,Jacques Ekomié,jacques-ekomie,J. Ekomie,D,3,179,570,M,,1170532,EUR,1061251200,D,3,3,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,,,,1.0,,,,,10.0,4.0,6.7,1.0,2.19e-06,0,,Jacques Ekomie,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12451022,home,Angers,Ibrahima Niane,ibrahima-niane,I. Niane,F,,187,431,M,,880775,EUR,921110400,F,7,7,True,,,,,0.0,,,,,,1.0,,2.0,,,,,10.0,5.0,6.7,1.0,,2,,,,,,2.0,,,2.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,0.2685,,,,,,,
12451022,home,Angers,Melvin Zinga,melvin-zinga,M. Zinga,G,16,187,122,M,,963201,EUR,1016236800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451022,home,Angers,Abdoulaye Bamba,abdoulaye-bamba,A. Bamba,D,25,182,172,M,,121180,EUR,641001600,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451022,home,Angers,Marius Courcoul,courcoul-marius,M. Courcoul,D,5,182,146,M,,1506932,EUR,1167609600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,Marius Courcoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451022,home,Angers,Justin-Noel Kalumba,kalumba-justin-noel,J. Kalumba,M,30,182,201,M,,1484974,EUR,1103932800,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451022,away,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,26.0,26.0,1.0,1.0,0.0,25.0,25.0,1.0,1.0,,,1.0,3.0,,,,,90.0,30.0,7.0,,0.00035873,0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,
