match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14053786,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,38.0,20.0,28.0,10.0,0.0,11.0,12.0,9.0,26.0,1.0,1.0,9.0,2.0,3.0,8.0,90.0,51.0,7.9,18.0,0.0214895,1.3028,0,0.9537,0.11,0.02,-0.2,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,49.0,37.0,9.0,3.0,1.0,19.0,24.0,18.0,25.0,1.0,6.0,8.0,,,,83.0,74.0,6.5,22.0,0.110716,,0,,0.13,0.07,-0.39,,True,5.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183.0,156,M,989586,EUR,962236800,D,4,4,False,18.0,14.0,2.0,,0.0,10.0,11.0,4.0,7.0,3.0,5.0,,,,,45.0,23.0,6.4,6.0,0.00234375,,0,,-0.15,0.01,-0.15,,,,,1.0,3.0,,1.0,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,44,44,False,49.0,39.0,7.0,2.0,0.0,32.0,37.0,7.0,12.0,7.0,10.0,2.0,,,,90.0,67.0,6.7,11.0,0.00275126,,1,,-0.06,-0.01,-0.13,,,,,3.0,4.0,,,9.0,,3.0,3.0,1.0,,,2.0,1.0,2.0,1.0,0.0408,-0.18,,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176.0,32,M,1048758,EUR,1006819200,D,8,8,False,30.0,21.0,5.0,,0.0,7.0,8.0,14.0,22.0,,5.0,6.0,,,,90.0,65.0,6.2,14.0,0.0668103,,1,,0.05,0.31,-0.44,,,4.0,1.0,2.0,5.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,1.0,,,0.0211,-0.03,4.0,3.0,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Philip Brittijn,philip-brittijn,P. Brittijn,M,23,182.0,101,M,1132766,EUR,1081468800,M,23,23,False,52.0,45.0,5.0,3.0,0.0,24.0,26.0,21.0,26.0,2.0,8.0,10.0,,,,90.0,66.0,6.8,11.0,0.0295417,,0,,0.05,0.08,-0.14,,,,,2.0,4.0,,,,1.0,4.0,3.0,2.0,1.0,,1.0,,,1.0,,,3.0,1.0,Philip Brittijn,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183.0,188,M,1142147,EUR,1024272000,M,80,80,False,40.0,31.0,6.0,2.0,0.0,19.0,22.0,12.0,18.0,1.0,4.0,7.0,,,,90.0,63.0,6.4,16.0,0.00927428,,0,,0.03,0.12,-0.08,,,,,,5.0,,1.0,3.0,5.0,,,3.0,1.0,,1.0,,,,,,5.0,2.0,Ryan,Fosso,,,,,,,,,,,
14053786,home,Fortuna Sittard,Justin Lonwijk,justin-lonwijk,J. Lonwijk,M,17,189.0,264,M,875673,EUR,945734400,M,17,17,False,20.0,12.0,2.0,1.0,0.0,4.0,5.0,8.0,15.0,,3.0,3.0,,,,90.0,36.0,6.5,9.0,0.128089,,1,,0.09,0.04,-0.13,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,0.4058,-0.47,,,,,1.0,1.0,1.0,0.1087,,,,,,,
14053786,home,Fortuna Sittard,Dimitris Limnios,dimitris-limnios,D. Limnios,M,18,178.0,423,M,591044,EUR,896227200,F,18,18,False,23.0,19.0,2.0,2.0,0.0,5.0,6.0,14.0,17.0,,4.0,5.0,,,,66.0,38.0,7.1,11.0,0.28722,,0,,0.21,0.13,0.16,,,3.0,,1.0,1.0,,,,,2.0,2.0,4.0,,2.0,,,,,,,2.0,2.0,,,,,,,1.0,,,,,,
14053786,home,Fortuna Sittard,Kaj Sierhuis,kaj-sierhuis,K. Sierhuis,F,9,180.0,498,M,855847,EUR,893635200,F,9,9,False,8.0,6.0,,,0.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,,,,66.0,14.0,6.2,3.0,0.212,,4,,0.3,0.07,-0.01,,,1.0,1.0,3.0,6.0,,,,,,,1.0,,1.0,3.0,2.0,,,0.6716,-0.56,,,,,1.0,1.0,,0.0227,1.0,1.0,,,,,
14053786,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,F,7,7,False,8.0,7.0,,,0.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,,,,45.0,21.0,6.4,11.0,0.00377273,,1,,-0.18,0.26,-0.06,,,7.0,,,3.0,1.0,,,,,,1.0,,,,1.0,,,0.0187,-0.12,2.0,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Justin Hubner,hubner-justin,J. Hubner,D,28,187.0,11556,M,1112604,EUR,1063497600,D,28,28,True,34.0,22.0,8.0,3.0,0.0,15.0,20.0,7.0,14.0,3.0,6.0,,,,,45.0,48.0,7.1,12.0,0.0104863,,0,,0.03,0.01,0.41,,,,,1.0,1.0,,,6.0,,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,justinhubner5,,,,
14053786,home,Fortuna Sittard,Mohamed Ihattaren,mohamed-ihattaren,M. Ihattaren,M,52,182.0,2918,M,929633,EUR,1013472000,M,52,52,True,28.0,23.0,3.0,2.0,0.0,8.0,10.0,15.0,18.0,,1.0,3.0,,,,45.0,39.0,7.2,12.0,0.251235,,0,,0.6,0.2,-0.12,,,7.0,2.0,1.0,4.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Paul Gladon,paul-gladon,P. Gladon,F,19,188.0,61,M,148615,EUR,700876800,F,19,19,True,4.0,2.0,,,0.0,,2.0,2.0,2.0,3.0,4.0,,,,,24.0,11.0,7.7,4.0,0.00225886,,1,,-0.17,0.05,0.13,,,2.0,,3.0,4.0,,,1.0,,,,,,,1.0,,,,0.0413,0.51,1.0,1.0,,,,1.0,,0.0843,,,,1.0,,,
14053786,home,Fortuna Sittard,Makan Aïko,makan-aiko,M. Aïko,F,90,180.0,103,M,1136902,EUR,978825600,F,11,11,True,2.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,1.0,1.0,,,,24.0,6.0,6.6,3.0,0.0577653,,0,,0.09,0.07,0.18,,,,,1.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Luka Tunjić,luka-tunjic,L. Tunjić,M,77,183.0,250,M,1896133,EUR,1132358400,M,77,77,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,1.0,,,,13.0,9.0,6.4,2.0,0.00918617,,0,,-0.05,0.01,-0.01,,,1.0,,1.0,2.0,,,,1.0,,,1.0,,,1.0,,,,,,,,Luka Tunjic,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Niels Martens,niels-martens,N. Martens,G,25,201.0,18,M,1513291,EUR,1083888000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niels Martens,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Luuk Koopmans,luuk-koopmans,L. Koopmans,G,1,191.0,51,M,128992,EUR,753580800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053786,home,Fortuna Sittard,Marko Kerkez,marko-kerkez,M. Kerkez,D,88,184.0,206,M,1147503,EUR,961977600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Kerkez,,,,,,,,,,,,
14053786,away,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187.0,465,M,809408,EUR,806716800,G,1,1,False,38.0,21.0,28.0,12.0,0.0,14.0,18.0,7.0,20.0,2.0,2.0,12.0,,2.0,2.0,90.0,50.0,7.0,18.0,0.00237129,0.2766,0,-0.7843,0.23,0.0,-0.06,0.29,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
14053786,away,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185.0,163,M,827103,EUR,856828800,D,5,5,False,24.0,10.0,4.0,,0.0,5.0,8.0,5.0,16.0,3.0,4.0,1.0,,,,85.0,56.0,6.4,21.0,0.0117861,,0,,-0.05,0.08,-0.2,,,1.0,,1.0,3.0,2.0,,5.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
14053786,away,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181.0,296,M,1121401,EUR,1109289600,D,3,3,False,37.0,34.0,3.0,1.0,0.0,27.0,29.0,7.0,8.0,4.0,4.0,6.0,,,,90.0,48.0,6.9,3.0,0.00413122,,1,,0.11,0.1,0.32,,,,,2.0,3.0,1.0,,4.0,3.0,,,,,,,,1.0,,0.124,-0.21,,,Thijmen Blokzijl,,,,,,,1.0,,,,,
